DateNumber,FullDate,Year,MonthNumber,Day,MonthName,MonthShortName,DayOfWeek,DayNumberInYear
20180402,2/04/2018,2018,4,2,April,Apr,2,92
20190402,2/04/2019,2019,4,2,April,Apr,3,92
20090403,3/04/2009,2009,4,3,April,Apr,6,93
20100403,3/04/2010,2010,4,3,April,Apr,7,93
20110403,3/04/2011,2011,4,3,April,Apr,1,93
20120403,3/04/2012,2012,4,3,April,Apr,3,94
20130403,3/04/2013,2013,4,3,April,Apr,4,93
20140403,3/04/2014,2014,4,3,April,Apr,5,93
20150403,3/04/2015,2015,4,3,April,Apr,6,93
20160403,3/04/2016,2016,4,3,April,Apr,1,94
20170403,3/04/2017,2017,4,3,April,Apr,2,93
20180403,3/04/2018,2018,4,3,April,Apr,3,93
20190403,3/04/2019,2019,4,3,April,Apr,4,93
20090404,4/04/2009,2009,4,4,April,Apr,7,94
20100404,4/04/2010,2010,4,4,April,Apr,1,94
20110404,4/04/2011,2011,4,4,April,Apr,2,94
20120404,4/04/2012,2012,4,4,April,Apr,4,95
20130404,4/04/2013,2013,4,4,April,Apr,5,94
20140404,4/04/2014,2014,4,4,April,Apr,6,94
20150404,4/04/2015,2015,4,4,April,Apr,7,94
20160404,4/04/2016,2016,4,4,April,Apr,2,95
20170404,4/04/2017,2017,4,4,April,Apr,3,94
20180404,4/04/2018,2018,4,4,April,Apr,4,94
20190404,4/04/2019,2019,4,4,April,Apr,5,94
20090405,5/04/2009,2009,4,5,April,Apr,1,95
20100405,5/04/2010,2010,4,5,April,Apr,2,95
20110405,5/04/2011,2011,4,5,April,Apr,3,95
20120405,5/04/2012,2012,4,5,April,Apr,5,96
20130405,5/04/2013,2013,4,5,April,Apr,6,95
20140405,5/04/2014,2014,4,5,April,Apr,7,95
20150405,5/04/2015,2015,4,5,April,Apr,1,95
20160405,5/04/2016,2016,4,5,April,Apr,3,96
20170405,5/04/2017,2017,4,5,April,Apr,4,95
20180405,5/04/2018,2018,4,5,April,Apr,5,95
20190405,5/04/2019,2019,4,5,April,Apr,6,95
20090406,6/04/2009,2009,4,6,April,Apr,2,96
20100406,6/04/2010,2010,4,6,April,Apr,3,96
20110406,6/04/2011,2011,4,6,April,Apr,4,96
20120406,6/04/2012,2012,4,6,April,Apr,6,97
20130406,6/04/2013,2013,4,6,April,Apr,7,96
20140406,6/04/2014,2014,4,6,April,Apr,1,96
20150406,6/04/2015,2015,4,6,April,Apr,2,96
20160406,6/04/2016,2016,4,6,April,Apr,4,97
20170406,6/04/2017,2017,4,6,April,Apr,5,96
20180406,6/04/2018,2018,4,6,April,Apr,6,96
20190406,6/04/2019,2019,4,6,April,Apr,7,96
20090407,7/04/2009,2009,4,7,April,Apr,3,97
20100407,7/04/2010,2010,4,7,April,Apr,4,97
20110407,7/04/2011,2011,4,7,April,Apr,5,97
20120407,7/04/2012,2012,4,7,April,Apr,7,98
20130407,7/04/2013,2013,4,7,April,Apr,1,97
20140407,7/04/2014,2014,4,7,April,Apr,2,97
20150407,7/04/2015,2015,4,7,April,Apr,3,97
20160407,7/04/2016,2016,4,7,April,Apr,5,98
20170407,7/04/2017,2017,4,7,April,Apr,6,97
20180407,7/04/2018,2018,4,7,April,Apr,7,97
20190407,7/04/2019,2019,4,7,April,Apr,1,97
20090408,8/04/2009,2009,4,8,April,Apr,4,98
20100408,8/04/2010,2010,4,8,April,Apr,5,98
20110408,8/04/2011,2011,4,8,April,Apr,6,98
20120408,8/04/2012,2012,4,8,April,Apr,1,99
20130408,8/04/2013,2013,4,8,April,Apr,2,98
20140408,8/04/2014,2014,4,8,April,Apr,3,98
20150408,8/04/2015,2015,4,8,April,Apr,4,98
20160408,8/04/2016,2016,4,8,April,Apr,6,99
20170408,8/04/2017,2017,4,8,April,Apr,7,98
20180408,8/04/2018,2018,4,8,April,Apr,1,98
20190408,8/04/2019,2019,4,8,April,Apr,2,98
20090409,9/04/2009,2009,4,9,April,Apr,5,99
20100409,9/04/2010,2010,4,9,April,Apr,6,99
20110409,9/04/2011,2011,4,9,April,Apr,7,99
20120409,9/04/2012,2012,4,9,April,Apr,2,100
20130409,9/04/2013,2013,4,9,April,Apr,3,99
20140409,9/04/2014,2014,4,9,April,Apr,4,99
20150409,9/04/2015,2015,4,9,April,Apr,5,99
20160409,9/04/2016,2016,4,9,April,Apr,7,100
20170409,9/04/2017,2017,4,9,April,Apr,1,99
20180409,9/04/2018,2018,4,9,April,Apr,2,99
20190409,9/04/2019,2019,4,9,April,Apr,3,99
20090410,10/04/2009,2009,4,10,April,Apr,6,100
20100410,10/04/2010,2010,4,10,April,Apr,7,100
20110410,10/04/2011,2011,4,10,April,Apr,1,100
20120410,10/04/2012,2012,4,10,April,Apr,3,101
20130410,10/04/2013,2013,4,10,April,Apr,4,100
20140410,10/04/2014,2014,4,10,April,Apr,5,100
20150410,10/04/2015,2015,4,10,April,Apr,6,100
20160410,10/04/2016,2016,4,10,April,Apr,1,101
20170410,10/04/2017,2017,4,10,April,Apr,2,100
20180410,10/04/2018,2018,4,10,April,Apr,3,100
20190410,10/04/2019,2019,4,10,April,Apr,4,100
20090411,11/04/2009,2009,4,11,April,Apr,7,101
20100411,11/04/2010,2010,4,11,April,Apr,1,101
20110411,11/04/2011,2011,4,11,April,Apr,2,101
20120411,11/04/2012,2012,4,11,April,Apr,4,102
20130411,11/04/2013,2013,4,11,April,Apr,5,101
20140411,11/04/2014,2014,4,11,April,Apr,6,101
20150411,11/04/2015,2015,4,11,April,Apr,7,101
20160411,11/04/2016,2016,4,11,April,Apr,2,102
20170411,11/04/2017,2017,4,11,April,Apr,3,101
20180411,11/04/2018,2018,4,11,April,Apr,4,101
20190411,11/04/2019,2019,4,11,April,Apr,5,101
20090412,12/04/2009,2009,4,12,April,Apr,1,102
20100412,12/04/2010,2010,4,12,April,Apr,2,102
20110412,12/04/2011,2011,4,12,April,Apr,3,102
20120412,12/04/2012,2012,4,12,April,Apr,5,103
20130412,12/04/2013,2013,4,12,April,Apr,6,102
20140412,12/04/2014,2014,4,12,April,Apr,7,102
20150412,12/04/2015,2015,4,12,April,Apr,1,102
20160412,12/04/2016,2016,4,12,April,Apr,3,103
20170412,12/04/2017,2017,4,12,April,Apr,4,102
20180412,12/04/2018,2018,4,12,April,Apr,5,102
20190412,12/04/2019,2019,4,12,April,Apr,6,102
20090413,13/04/2009,2009,4,13,April,Apr,2,103
20100413,13/04/2010,2010,4,13,April,Apr,3,103
20110413,13/04/2011,2011,4,13,April,Apr,4,103
20120413,13/04/2012,2012,4,13,April,Apr,6,104
20130413,13/04/2013,2013,4,13,April,Apr,7,103
20140413,13/04/2014,2014,4,13,April,Apr,1,103
20150413,13/04/2015,2015,4,13,April,Apr,2,103
20160413,13/04/2016,2016,4,13,April,Apr,4,104
20170413,13/04/2017,2017,4,13,April,Apr,5,103
20180413,13/04/2018,2018,4,13,April,Apr,6,103
20190413,13/04/2019,2019,4,13,April,Apr,7,103
20090414,14/04/2009,2009,4,14,April,Apr,3,104
20100414,14/04/2010,2010,4,14,April,Apr,4,104
20110414,14/04/2011,2011,4,14,April,Apr,5,104
20120414,14/04/2012,2012,4,14,April,Apr,7,105
20130414,14/04/2013,2013,4,14,April,Apr,1,104
20140414,14/04/2014,2014,4,14,April,Apr,2,104
20150414,14/04/2015,2015,4,14,April,Apr,3,104
20160414,14/04/2016,2016,4,14,April,Apr,5,105
20170414,14/04/2017,2017,4,14,April,Apr,6,104
20180414,14/04/2018,2018,4,14,April,Apr,7,104
20190414,14/04/2019,2019,4,14,April,Apr,1,104
20090415,15/04/2009,2009,4,15,April,Apr,4,105
20100415,15/04/2010,2010,4,15,April,Apr,5,105
20110415,15/04/2011,2011,4,15,April,Apr,6,105
20120415,15/04/2012,2012,4,15,April,Apr,1,106
20130415,15/04/2013,2013,4,15,April,Apr,2,105
20140415,15/04/2014,2014,4,15,April,Apr,3,105
20150415,15/04/2015,2015,4,15,April,Apr,4,105
20160415,15/04/2016,2016,4,15,April,Apr,6,106
20170415,15/04/2017,2017,4,15,April,Apr,7,105
20180415,15/04/2018,2018,4,15,April,Apr,1,105
20190415,15/04/2019,2019,4,15,April,Apr,2,105
20090416,16/04/2009,2009,4,16,April,Apr,5,106
20100416,16/04/2010,2010,4,16,April,Apr,6,106
20110416,16/04/2011,2011,4,16,April,Apr,7,106
20120416,16/04/2012,2012,4,16,April,Apr,2,107
20130416,16/04/2013,2013,4,16,April,Apr,3,106
20140416,16/04/2014,2014,4,16,April,Apr,4,106
20150416,16/04/2015,2015,4,16,April,Apr,5,106
20160416,16/04/2016,2016,4,16,April,Apr,7,107
20170416,16/04/2017,2017,4,16,April,Apr,1,106
20180416,16/04/2018,2018,4,16,April,Apr,2,106
20190416,16/04/2019,2019,4,16,April,Apr,3,106
20090417,17/04/2009,2009,4,17,April,Apr,6,107
20100417,17/04/2010,2010,4,17,April,Apr,7,107
20110417,17/04/2011,2011,4,17,April,Apr,1,107
20120417,17/04/2012,2012,4,17,April,Apr,3,108
20130417,17/04/2013,2013,4,17,April,Apr,4,107
20140417,17/04/2014,2014,4,17,April,Apr,5,107
20150417,17/04/2015,2015,4,17,April,Apr,6,107
20160417,17/04/2016,2016,4,17,April,Apr,1,108
20170417,17/04/2017,2017,4,17,April,Apr,2,107
20180417,17/04/2018,2018,4,17,April,Apr,3,107
20190417,17/04/2019,2019,4,17,April,Apr,4,107
20090418,18/04/2009,2009,4,18,April,Apr,7,108
20100418,18/04/2010,2010,4,18,April,Apr,1,108
20110418,18/04/2011,2011,4,18,April,Apr,2,108
20120418,18/04/2012,2012,4,18,April,Apr,4,109
20130418,18/04/2013,2013,4,18,April,Apr,5,108
20140418,18/04/2014,2014,4,18,April,Apr,6,108
20150418,18/04/2015,2015,4,18,April,Apr,7,108
20160418,18/04/2016,2016,4,18,April,Apr,2,109
20170418,18/04/2017,2017,4,18,April,Apr,3,108
20180418,18/04/2018,2018,4,18,April,Apr,4,108
20190418,18/04/2019,2019,4,18,April,Apr,5,108
20090419,19/04/2009,2009,4,19,April,Apr,1,109
20100419,19/04/2010,2010,4,19,April,Apr,2,109
20110419,19/04/2011,2011,4,19,April,Apr,3,109
20120419,19/04/2012,2012,4,19,April,Apr,5,110
20130419,19/04/2013,2013,4,19,April,Apr,6,109
20140419,19/04/2014,2014,4,19,April,Apr,7,109
20150419,19/04/2015,2015,4,19,April,Apr,1,109
20160419,19/04/2016,2016,4,19,April,Apr,3,110
20170419,19/04/2017,2017,4,19,April,Apr,4,109
20180419,19/04/2018,2018,4,19,April,Apr,5,109
20190419,19/04/2019,2019,4,19,April,Apr,6,109
20090420,20/04/2009,2009,4,20,April,Apr,2,110
20100420,20/04/2010,2010,4,20,April,Apr,3,110
20110420,20/04/2011,2011,4,20,April,Apr,4,110
20120420,20/04/2012,2012,4,20,April,Apr,6,111
20130420,20/04/2013,2013,4,20,April,Apr,7,110
20140420,20/04/2014,2014,4,20,April,Apr,1,110
20150420,20/04/2015,2015,4,20,April,Apr,2,110
20160420,20/04/2016,2016,4,20,April,Apr,4,111
20170420,20/04/2017,2017,4,20,April,Apr,5,110
20180420,20/04/2018,2018,4,20,April,Apr,6,110
20190420,20/04/2019,2019,4,20,April,Apr,7,110
20090421,21/04/2009,2009,4,21,April,Apr,3,111
20100421,21/04/2010,2010,4,21,April,Apr,4,111
20110421,21/04/2011,2011,4,21,April,Apr,5,111
20120421,21/04/2012,2012,4,21,April,Apr,7,112
20130421,21/04/2013,2013,4,21,April,Apr,1,111
20140421,21/04/2014,2014,4,21,April,Apr,2,111
20150421,21/04/2015,2015,4,21,April,Apr,3,111
20160421,21/04/2016,2016,4,21,April,Apr,5,112
20170421,21/04/2017,2017,4,21,April,Apr,6,111
20180421,21/04/2018,2018,4,21,April,Apr,7,111
20190421,21/04/2019,2019,4,21,April,Apr,1,111
20090422,22/04/2009,2009,4,22,April,Apr,4,112
20100422,22/04/2010,2010,4,22,April,Apr,5,112
20110422,22/04/2011,2011,4,22,April,Apr,6,112
20120422,22/04/2012,2012,4,22,April,Apr,1,113
20130422,22/04/2013,2013,4,22,April,Apr,2,112
20140422,22/04/2014,2014,4,22,April,Apr,3,112
20150422,22/04/2015,2015,4,22,April,Apr,4,112
20160422,22/04/2016,2016,4,22,April,Apr,6,113
20170422,22/04/2017,2017,4,22,April,Apr,7,112
20180422,22/04/2018,2018,4,22,April,Apr,1,112
20190422,22/04/2019,2019,4,22,April,Apr,2,112
20090423,23/04/2009,2009,4,23,April,Apr,5,113
20100423,23/04/2010,2010,4,23,April,Apr,6,113
20110423,23/04/2011,2011,4,23,April,Apr,7,113
20120423,23/04/2012,2012,4,23,April,Apr,2,114
20130423,23/04/2013,2013,4,23,April,Apr,3,113
20140423,23/04/2014,2014,4,23,April,Apr,4,113
20150423,23/04/2015,2015,4,23,April,Apr,5,113
20160423,23/04/2016,2016,4,23,April,Apr,7,114
20170423,23/04/2017,2017,4,23,April,Apr,1,113
20180423,23/04/2018,2018,4,23,April,Apr,2,113
20190423,23/04/2019,2019,4,23,April,Apr,3,113
20090424,24/04/2009,2009,4,24,April,Apr,6,114
20100424,24/04/2010,2010,4,24,April,Apr,7,114
20110424,24/04/2011,2011,4,24,April,Apr,1,114
20120424,24/04/2012,2012,4,24,April,Apr,3,115
20130424,24/04/2013,2013,4,24,April,Apr,4,114
20140424,24/04/2014,2014,4,24,April,Apr,5,114
20150424,24/04/2015,2015,4,24,April,Apr,6,114
20160424,24/04/2016,2016,4,24,April,Apr,1,115
20170424,24/04/2017,2017,4,24,April,Apr,2,114
20180424,24/04/2018,2018,4,24,April,Apr,3,114
20190424,24/04/2019,2019,4,24,April,Apr,4,114
20090425,25/04/2009,2009,4,25,April,Apr,7,115
20100425,25/04/2010,2010,4,25,April,Apr,1,115
20110425,25/04/2011,2011,4,25,April,Apr,2,115
20120425,25/04/2012,2012,4,25,April,Apr,4,116
20130425,25/04/2013,2013,4,25,April,Apr,5,115
20140425,25/04/2014,2014,4,25,April,Apr,6,115
20150425,25/04/2015,2015,4,25,April,Apr,7,115
20160425,25/04/2016,2016,4,25,April,Apr,2,116
20170425,25/04/2017,2017,4,25,April,Apr,3,115
20180425,25/04/2018,2018,4,25,April,Apr,4,115
20190425,25/04/2019,2019,4,25,April,Apr,5,115
20090426,26/04/2009,2009,4,26,April,Apr,1,116
20100426,26/04/2010,2010,4,26,April,Apr,2,116
20110426,26/04/2011,2011,4,26,April,Apr,3,116
20120426,26/04/2012,2012,4,26,April,Apr,5,117
20130426,26/04/2013,2013,4,26,April,Apr,6,116
20140426,26/04/2014,2014,4,26,April,Apr,7,116
20150426,26/04/2015,2015,4,26,April,Apr,1,116
20160426,26/04/2016,2016,4,26,April,Apr,3,117
20170426,26/04/2017,2017,4,26,April,Apr,4,116
20180426,26/04/2018,2018,4,26,April,Apr,5,116
20190426,26/04/2019,2019,4,26,April,Apr,6,116
20090427,27/04/2009,2009,4,27,April,Apr,2,117
20100427,27/04/2010,2010,4,27,April,Apr,3,117
20110427,27/04/2011,2011,4,27,April,Apr,4,117
20120427,27/04/2012,2012,4,27,April,Apr,6,118
20130427,27/04/2013,2013,4,27,April,Apr,7,117
20140427,27/04/2014,2014,4,27,April,Apr,1,117
20150427,27/04/2015,2015,4,27,April,Apr,2,117
20160427,27/04/2016,2016,4,27,April,Apr,4,118
20170427,27/04/2017,2017,4,27,April,Apr,5,117
20180427,27/04/2018,2018,4,27,April,Apr,6,117
20190427,27/04/2019,2019,4,27,April,Apr,7,117
20090428,28/04/2009,2009,4,28,April,Apr,3,118
20100428,28/04/2010,2010,4,28,April,Apr,4,118
20110428,28/04/2011,2011,4,28,April,Apr,5,118
20120428,28/04/2012,2012,4,28,April,Apr,7,119
20130428,28/04/2013,2013,4,28,April,Apr,1,118
20140428,28/04/2014,2014,4,28,April,Apr,2,118
20150428,28/04/2015,2015,4,28,April,Apr,3,118
20160428,28/04/2016,2016,4,28,April,Apr,5,119
20170428,28/04/2017,2017,4,28,April,Apr,6,118
20180428,28/04/2018,2018,4,28,April,Apr,7,118
20190428,28/04/2019,2019,4,28,April,Apr,1,118
20090429,29/04/2009,2009,4,29,April,Apr,4,119
20100429,29/04/2010,2010,4,29,April,Apr,5,119
20110429,29/04/2011,2011,4,29,April,Apr,6,119
20120429,29/04/2012,2012,4,29,April,Apr,1,120
20130429,29/04/2013,2013,4,29,April,Apr,2,119
20140429,29/04/2014,2014,4,29,April,Apr,3,119
20150429,29/04/2015,2015,4,29,April,Apr,4,119
20160429,29/04/2016,2016,4,29,April,Apr,6,120
20170429,29/04/2017,2017,4,29,April,Apr,7,119
20180429,29/04/2018,2018,4,29,April,Apr,1,119
20190429,29/04/2019,2019,4,29,April,Apr,2,119
20090430,30/04/2009,2009,4,30,April,Apr,5,120
20100430,30/04/2010,2010,4,30,April,Apr,6,120
20110430,30/04/2011,2011,4,30,April,Apr,7,120
20120430,30/04/2012,2012,4,30,April,Apr,2,121
20130430,30/04/2013,2013,4,30,April,Apr,3,120
20140430,30/04/2014,2014,4,30,April,Apr,4,120
20150430,30/04/2015,2015,4,30,April,Apr,5,120
20160430,30/04/2016,2016,4,30,April,Apr,7,121
20170430,30/04/2017,2017,4,30,April,Apr,1,120
20180430,30/04/2018,2018,4,30,April,Apr,2,120
20190430,30/04/2019,2019,4,30,April,Apr,3,120
20090501,1/05/2009,2009,5,1,May,May,6,121
20100501,1/05/2010,2010,5,1,May,May,7,121
20110501,1/05/2011,2011,5,1,May,May,1,121
20120501,1/05/2012,2012,5,1,May,May,3,122
20130501,1/05/2013,2013,5,1,May,May,4,121
20140501,1/05/2014,2014,5,1,May,May,5,121
20150501,1/05/2015,2015,5,1,May,May,6,121
20160501,1/05/2016,2016,5,1,May,May,1,122
20170501,1/05/2017,2017,5,1,May,May,2,121
20180501,1/05/2018,2018,5,1,May,May,3,121
20190501,1/05/2019,2019,5,1,May,May,4,121
20090502,2/05/2009,2009,5,2,May,May,7,122
20100502,2/05/2010,2010,5,2,May,May,1,122
20110502,2/05/2011,2011,5,2,May,May,2,122
20120502,2/05/2012,2012,5,2,May,May,4,123
20130502,2/05/2013,2013,5,2,May,May,5,122
20140502,2/05/2014,2014,5,2,May,May,6,122
20150502,2/05/2015,2015,5,2,May,May,7,122
20160502,2/05/2016,2016,5,2,May,May,2,123
20170502,2/05/2017,2017,5,2,May,May,3,122
20180502,2/05/2018,2018,5,2,May,May,4,122
20190502,2/05/2019,2019,5,2,May,May,5,122
20090503,3/05/2009,2009,5,3,May,May,1,123
20100503,3/05/2010,2010,5,3,May,May,2,123
20110503,3/05/2011,2011,5,3,May,May,3,123
20120503,3/05/2012,2012,5,3,May,May,5,124
20130503,3/05/2013,2013,5,3,May,May,6,123
20140503,3/05/2014,2014,5,3,May,May,7,123
20150503,3/05/2015,2015,5,3,May,May,1,123
20160503,3/05/2016,2016,5,3,May,May,3,124
20170503,3/05/2017,2017,5,3,May,May,4,123
20180503,3/05/2018,2018,5,3,May,May,5,123
20190503,3/05/2019,2019,5,3,May,May,6,123
20090504,4/05/2009,2009,5,4,May,May,2,124
20100504,4/05/2010,2010,5,4,May,May,3,124
20110504,4/05/2011,2011,5,4,May,May,4,124
20120504,4/05/2012,2012,5,4,May,May,6,125
20130504,4/05/2013,2013,5,4,May,May,7,124
20140504,4/05/2014,2014,5,4,May,May,1,124
20150504,4/05/2015,2015,5,4,May,May,2,124
20160504,4/05/2016,2016,5,4,May,May,4,125
20170504,4/05/2017,2017,5,4,May,May,5,124
20180504,4/05/2018,2018,5,4,May,May,6,124
20190504,4/05/2019,2019,5,4,May,May,7,124
20090505,5/05/2009,2009,5,5,May,May,3,125
20100505,5/05/2010,2010,5,5,May,May,4,125
20110505,5/05/2011,2011,5,5,May,May,5,125
20120505,5/05/2012,2012,5,5,May,May,7,126
20130505,5/05/2013,2013,5,5,May,May,1,125
20140505,5/05/2014,2014,5,5,May,May,2,125
20150505,5/05/2015,2015,5,5,May,May,3,125
20160505,5/05/2016,2016,5,5,May,May,5,126
20170505,5/05/2017,2017,5,5,May,May,6,125
20180505,5/05/2018,2018,5,5,May,May,7,125
20190505,5/05/2019,2019,5,5,May,May,1,125
20090506,6/05/2009,2009,5,6,May,May,4,126
20100506,6/05/2010,2010,5,6,May,May,5,126
20110506,6/05/2011,2011,5,6,May,May,6,126
20120506,6/05/2012,2012,5,6,May,May,1,127
20130506,6/05/2013,2013,5,6,May,May,2,126
20140506,6/05/2014,2014,5,6,May,May,3,126
20150506,6/05/2015,2015,5,6,May,May,4,126
20160506,6/05/2016,2016,5,6,May,May,6,127
20170506,6/05/2017,2017,5,6,May,May,7,126
20180506,6/05/2018,2018,5,6,May,May,1,126
20190506,6/05/2019,2019,5,6,May,May,2,126
20090507,7/05/2009,2009,5,7,May,May,5,127
20100507,7/05/2010,2010,5,7,May,May,6,127
20110507,7/05/2011,2011,5,7,May,May,7,127
20120507,7/05/2012,2012,5,7,May,May,2,128
20130507,7/05/2013,2013,5,7,May,May,3,127
20140507,7/05/2014,2014,5,7,May,May,4,127
20150507,7/05/2015,2015,5,7,May,May,5,127
20160507,7/05/2016,2016,5,7,May,May,7,128
20170507,7/05/2017,2017,5,7,May,May,1,127
20180507,7/05/2018,2018,5,7,May,May,2,127
20190507,7/05/2019,2019,5,7,May,May,3,127
20090508,8/05/2009,2009,5,8,May,May,6,128
20100508,8/05/2010,2010,5,8,May,May,7,128
20110508,8/05/2011,2011,5,8,May,May,1,128
20120508,8/05/2012,2012,5,8,May,May,3,129
20130508,8/05/2013,2013,5,8,May,May,4,128
20140508,8/05/2014,2014,5,8,May,May,5,128
20150508,8/05/2015,2015,5,8,May,May,6,128
20160508,8/05/2016,2016,5,8,May,May,1,129
20170508,8/05/2017,2017,5,8,May,May,2,128
20180508,8/05/2018,2018,5,8,May,May,3,128
20190508,8/05/2019,2019,5,8,May,May,4,128
20090509,9/05/2009,2009,5,9,May,May,7,129
20100509,9/05/2010,2010,5,9,May,May,1,129
20110509,9/05/2011,2011,5,9,May,May,2,129
20120509,9/05/2012,2012,5,9,May,May,4,130
20130509,9/05/2013,2013,5,9,May,May,5,129
20140509,9/05/2014,2014,5,9,May,May,6,129
20150509,9/05/2015,2015,5,9,May,May,7,129
20160509,9/05/2016,2016,5,9,May,May,2,130
20170509,9/05/2017,2017,5,9,May,May,3,129
20180509,9/05/2018,2018,5,9,May,May,4,129
20190509,9/05/2019,2019,5,9,May,May,5,129
20090510,10/05/2009,2009,5,10,May,May,1,130
20100510,10/05/2010,2010,5,10,May,May,2,130
20110510,10/05/2011,2011,5,10,May,May,3,130
20120510,10/05/2012,2012,5,10,May,May,5,131
20130510,10/05/2013,2013,5,10,May,May,6,130
20140510,10/05/2014,2014,5,10,May,May,7,130
20150510,10/05/2015,2015,5,10,May,May,1,130
20160510,10/05/2016,2016,5,10,May,May,3,131
20170510,10/05/2017,2017,5,10,May,May,4,130
20180510,10/05/2018,2018,5,10,May,May,5,130
20190510,10/05/2019,2019,5,10,May,May,6,130
20090511,11/05/2009,2009,5,11,May,May,2,131
20100511,11/05/2010,2010,5,11,May,May,3,131
20110511,11/05/2011,2011,5,11,May,May,4,131
20120511,11/05/2012,2012,5,11,May,May,6,132
20130511,11/05/2013,2013,5,11,May,May,7,131
20140511,11/05/2014,2014,5,11,May,May,1,131
20150511,11/05/2015,2015,5,11,May,May,2,131
20160511,11/05/2016,2016,5,11,May,May,4,132
20170511,11/05/2017,2017,5,11,May,May,5,131
20180511,11/05/2018,2018,5,11,May,May,6,131
20190511,11/05/2019,2019,5,11,May,May,7,131
20090512,12/05/2009,2009,5,12,May,May,3,132
20100512,12/05/2010,2010,5,12,May,May,4,132
20110512,12/05/2011,2011,5,12,May,May,5,132
20120512,12/05/2012,2012,5,12,May,May,7,133
20130512,12/05/2013,2013,5,12,May,May,1,132
20140512,12/05/2014,2014,5,12,May,May,2,132
20150512,12/05/2015,2015,5,12,May,May,3,132
20160512,12/05/2016,2016,5,12,May,May,5,133
20170512,12/05/2017,2017,5,12,May,May,6,132
20180512,12/05/2018,2018,5,12,May,May,7,132
20190512,12/05/2019,2019,5,12,May,May,1,132
20090513,13/05/2009,2009,5,13,May,May,4,133
20100513,13/05/2010,2010,5,13,May,May,5,133
20110513,13/05/2011,2011,5,13,May,May,6,133
20120513,13/05/2012,2012,5,13,May,May,1,134
20130513,13/05/2013,2013,5,13,May,May,2,133
20140513,13/05/2014,2014,5,13,May,May,3,133
20150513,13/05/2015,2015,5,13,May,May,4,133
20160513,13/05/2016,2016,5,13,May,May,6,134
20170513,13/05/2017,2017,5,13,May,May,7,133
20180513,13/05/2018,2018,5,13,May,May,1,133
20190513,13/05/2019,2019,5,13,May,May,2,133
20090514,14/05/2009,2009,5,14,May,May,5,134
20100514,14/05/2010,2010,5,14,May,May,6,134
20110514,14/05/2011,2011,5,14,May,May,7,134
20120514,14/05/2012,2012,5,14,May,May,2,135
20130514,14/05/2013,2013,5,14,May,May,3,134
20140514,14/05/2014,2014,5,14,May,May,4,134
20150514,14/05/2015,2015,5,14,May,May,5,134
20160514,14/05/2016,2016,5,14,May,May,7,135
20170514,14/05/2017,2017,5,14,May,May,1,134
20180514,14/05/2018,2018,5,14,May,May,2,134
20190514,14/05/2019,2019,5,14,May,May,3,134
20090515,15/05/2009,2009,5,15,May,May,6,135
20100515,15/05/2010,2010,5,15,May,May,7,135
20110515,15/05/2011,2011,5,15,May,May,1,135
20120515,15/05/2012,2012,5,15,May,May,3,136
20130515,15/05/2013,2013,5,15,May,May,4,135
20140515,15/05/2014,2014,5,15,May,May,5,135
20150515,15/05/2015,2015,5,15,May,May,6,135
20160515,15/05/2016,2016,5,15,May,May,1,136
20170515,15/05/2017,2017,5,15,May,May,2,135
20180515,15/05/2018,2018,5,15,May,May,3,135
20190515,15/05/2019,2019,5,15,May,May,4,135
20090516,16/05/2009,2009,5,16,May,May,7,136
20100516,16/05/2010,2010,5,16,May,May,1,136
20110516,16/05/2011,2011,5,16,May,May,2,136
20120516,16/05/2012,2012,5,16,May,May,4,137
20130516,16/05/2013,2013,5,16,May,May,5,136
20140516,16/05/2014,2014,5,16,May,May,6,136
20150516,16/05/2015,2015,5,16,May,May,7,136
20160516,16/05/2016,2016,5,16,May,May,2,137
20170516,16/05/2017,2017,5,16,May,May,3,136
20180516,16/05/2018,2018,5,16,May,May,4,136
20190516,16/05/2019,2019,5,16,May,May,5,136
20090517,17/05/2009,2009,5,17,May,May,1,137
20100517,17/05/2010,2010,5,17,May,May,2,137
20110517,17/05/2011,2011,5,17,May,May,3,137
20120517,17/05/2012,2012,5,17,May,May,5,138
20130517,17/05/2013,2013,5,17,May,May,6,137
20140517,17/05/2014,2014,5,17,May,May,7,137
20150517,17/05/2015,2015,5,17,May,May,1,137
20160517,17/05/2016,2016,5,17,May,May,3,138
20170517,17/05/2017,2017,5,17,May,May,4,137
20180517,17/05/2018,2018,5,17,May,May,5,137
20190517,17/05/2019,2019,5,17,May,May,6,137
20090518,18/05/2009,2009,5,18,May,May,2,138
20100518,18/05/2010,2010,5,18,May,May,3,138
20110518,18/05/2011,2011,5,18,May,May,4,138
20120518,18/05/2012,2012,5,18,May,May,6,139
20130518,18/05/2013,2013,5,18,May,May,7,138
20140518,18/05/2014,2014,5,18,May,May,1,138
20150518,18/05/2015,2015,5,18,May,May,2,138
20160518,18/05/2016,2016,5,18,May,May,4,139
20170518,18/05/2017,2017,5,18,May,May,5,138
20180518,18/05/2018,2018,5,18,May,May,6,138
20190518,18/05/2019,2019,5,18,May,May,7,138
20090519,19/05/2009,2009,5,19,May,May,3,139
20100519,19/05/2010,2010,5,19,May,May,4,139
20110519,19/05/2011,2011,5,19,May,May,5,139
20120519,19/05/2012,2012,5,19,May,May,7,140
