TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
107675,20140106,4212,253,905,1232,1084,92,637,58604
107924,20130831,4240,213,905,1232,1223,12,746,8952
108248,20131231,4259,279,905,1232,1223,1,824,824
108250,20120924,4259,249,905,1232,1084,66,515,33990
108394,20170212,4267,370,905,1232,1084,34,936,31824
146456,20150305,10073,234,904,1232,1168,65,917,59605
146457,20090920,10073,308,904,1232,1168,37,540,19980
103594,20141213,3495,268,904,1232,1189,27,350,9450
103200,20150511,3431,234,904,1232,1093,10,811,8110
104072,20110501,3595,243,904,1232,1123,43,815,35045
113856,20100501,4693,356,904,1232,1223,41,824,33784
121404,20091127,5709,243,904,1232,1114,82,610,50020
121769,20110313,5732,324,904,1232,1114,3,894,2682
121951,20101013,5739,373,904,1232,1114,21,98,2058
129059,20101002,6300,274,904,1232,1114,5,270,1350
129346,20110614,6316,205,904,1232,1114,79,168,13272
129418,20101125,6326,340,904,1232,1114,5,741,3705
131815,20111020,6688,353,904,1232,1114,99,363,35937
131923,20110516,6706,270,904,1232,1114,25,120,3000
131969,20110203,6707,372,904,1232,1114,78,270,21060
134496,20090222,7006,318,904,1232,1123,80,641,51280
134636,20110326,7039,279,904,1232,1114,54,646,34884
136853,20100415,7383,249,904,1232,1114,14,967,13538
149966,20101231,10889,246,904,1232,1114,46,641,29486
150043,20111208,10894,264,904,1232,1114,55,222,12210
150749,20111020,10991,345,904,1232,1105,6,445,2670
150814,20100805,11011,343,904,1232,1105,88,621,54648
150962,20100627,11027,308,904,1232,1105,42,261,10962
151322,20100118,11073,349,904,1232,1105,68,582,39576
158003,20090311,11630,345,904,1232,1105,1,208,208
158961,20111107,11864,206,904,1232,1114,97,365,35405
160166,20091214,12055,354,904,1232,1056,39,353,13767
161244,20100322,12172,287,904,1232,1114,74,647,47878
161439,20090716,12197,337,904,1232,1084,60,218,13080
161719,20111221,12267,289,904,1232,1114,30,201,6030
104931,20130722,3688,268,904,1232,1146,40,130,5200
108770,20170223,4278,268,904,1232,1114,10,528,5280
120848,20170502,5682,303,904,1232,1114,95,895,85025
121028,20181214,5694,292,904,1232,1114,92,355,32660
121137,20140117,5700,273,904,1232,1114,84,332,27888
121233,20151223,5704,299,904,1232,1114,15,681,10215
121529,20120906,5717,372,904,1232,1114,51,91,4641
121609,20160616,5723,260,904,1232,1114,37,535,19795
122040,20160923,5745,309,904,1232,1114,51,270,13770
128289,20130809,6140,274,904,1232,1223,22,692,15224
129171,20141222,6304,322,904,1232,1114,60,83,4980
132058,20170402,6715,310,904,1232,1114,22,531,11682
132206,20140211,6717,287,904,1232,1114,92,254,23368
132384,20180113,6736,358,904,1232,1114,65,210,13650
132523,20150521,6749,278,904,1232,1114,54,97,5238
132653,20151124,6763,210,904,1232,1114,99,660,65340
133901,20160319,6885,246,904,1232,1114,53,890,47170
134048,20150116,6909,352,904,1232,1114,54,919,49626
134097,20180425,6914,363,904,1232,1114,77,963,74151
134175,20180810,6918,243,904,1232,1114,26,68,1768
134414,20140415,6984,372,904,1232,1114,84,327,27468
134460,20160211,6998,251,904,1232,1114,80,132,10560
134476,20171113,7002,326,904,1232,1114,73,255,18615
136897,20150627,7384,373,904,1232,1114,92,581,53452
137027,20140808,7389,272,904,1232,1114,81,319,25839
137100,20140219,7392,369,904,1232,1114,47,739,34733
137423,20140606,7454,275,904,1232,1114,97,216,20952
137548,20160225,7475,295,904,1232,1114,1,325,325
137793,20180821,7490,287,904,1232,1114,48,856,41088
137955,20131216,7494,343,904,1232,1114,86,916,78776
138027,20140825,7500,222,904,1232,1114,46,545,25070
138178,20131003,7520,270,904,1232,1114,82,163,13366
138288,20130415,7522,335,904,1232,1114,38,357,13566
138963,20170123,7654,287,904,1232,1114,15,452,6780
139025,20120613,7657,290,904,1232,1114,39,29,1131
148730,20121027,10757,244,904,1232,1114,8,208,1664
148814,20140902,10767,316,904,1232,1114,40,253,10120
148957,20160110,10774,295,904,1232,1114,18,331,5958
149047,20130907,10778,292,904,1232,1114,6,328,1968
149676,20161122,10871,354,904,1232,1114,3,774,2322
149876,20120127,10878,316,904,1232,1114,68,74,5032
150185,20150209,10899,295,904,1232,1114,94,45,4230
151181,20120331,11053,345,904,1232,1105,86,880,75680
151717,20121006,11166,209,904,1232,1105,96,332,31872
152163,20140619,11243,289,904,1232,1105,91,107,9737
153540,20120819,11501,236,904,1232,1114,32,488,15616
158027,20140501,11635,213,904,1232,1105,97,21,2037
160218,20160710,12065,356,904,1232,1114,38,386,14668
161440,20170107,12198,228,904,1232,1084,27,688,18576
164352,20121014,12438,268,904,1232,1223,92,581,53452
106236,20100226,4166,268,904,1232,1250,32,965,30880
110003,20100829,4581,201,904,1232,1114,40,160,6400
120847,20091022,5682,347,904,1232,1114,39,654,25506
121608,20090804,5723,205,904,1232,1114,3,49,147
121668,20100401,5726,324,904,1232,1114,69,827,57063
129170,20100711,6304,202,904,1232,1114,52,141,7332
130080,20090930,6382,324,904,1232,1250,29,377,10933
130096,20100315,6389,298,904,1232,1250,25,196,4900
130118,20090220,6394,372,904,1232,1123,30,152,4560
134047,20090226,6909,278,904,1232,1114,42,64,2688
134488,20110519,7005,264,904,1232,1250,99,777,76923
134494,20090917,7006,358,904,1232,1093,20,486,9720
134505,20110802,7011,266,904,1232,1250,69,20,1380
134635,20110817,7039,314,904,1232,1114,60,389,23340
149593,20090703,10865,322,904,1232,1186,25,509,12725
149675,20100515,10871,222,904,1232,1114,31,911,28241
150184,20110728,10899,208,904,1232,1114,49,825,40425
150751,20091127,10991,303,904,1232,1212,52,559,29068
151186,20090215,11053,316,904,1232,1212,59,413,24367
151381,20090811,11088,209,904,1232,1250,39,677,26403
153194,20100309,11391,257,904,1232,1212,30,336,10080
100318,20161230,3092,240,904,1232,1024,93,957,89001
106009,20131116,4059,258,904,1232,1024,97,701,67997
106014,20121207,4052,290,904,1232,1250,11,208,2288
108769,20130908,4278,361,904,1232,1114,26,56,1456
109524,20160407,4512,230,904,1232,1114,47,523,24581
109693,20170530,4513,258,904,1232,1114,20,326,6520
109923,20160409,4577,324,904,1232,1114,42,313,13146
115173,20130429,4934,281,904,1232,1250,77,343,26411
115316,20131227,4963,352,904,1232,1250,77,411,31647
115473,20120617,4984,353,904,1232,1250,37,722,26714
121027,20150408,5694,222,904,1232,1114,72,495,35640
121232,20180813,5704,340,904,1232,1114,46,172,7912
121403,20180511,5709,341,904,1232,1114,60,908,54480
121528,20170830,5717,202,904,1232,1114,20,208,4160
121768,20131221,5732,298,904,1232,1114,6,559,3354
121829,20121217,5737,351,904,1232,1114,95,557,52915
121950,20120226,5739,214,904,1232,1114,20,485,9700
128969,20180424,6294,347,904,1232,1114,34,342,11628
129345,20130416,6316,255,904,1232,1114,44,947,41668
130087,20150310,6386,238,904,1232,1250,90,688,61920
130120,20161211,6394,331,904,1232,1250,37,754,27898
131814,20160330,6688,326,904,1232,1114,78,467,36426
131885,20150226,6700,343,904,1232,1114,76,70,5320
132029,20150923,6713,253,904,1232,1114,98,283,27734
132205,20150425,6717,341,904,1232,1114,49,474,23226
132383,20160207,6736,352,904,1232,1114,34,762,25908
132522,20181125,6749,201,904,1232,1114,26,124,3224
133900,20130613,6885,297,904,1232,1114,77,974,74998
134396,20140322,6981,270,904,1232,1250,94,864,81216
134413,20120909,6984,272,904,1232,1114,44,920,40480
134415,20121119,6984,239,904,1232,1250,33,602,19866
134495,20161022,7006,294,904,1232,1123,82,130,10660
134651,20180705,7043,240,904,1232,1250,36,936,33696
134662,20130413,7044,310,904,1232,1250,70,20,1400
136791,20170911,7380,329,904,1232,1114,62,204,12648
136921,20120415,7385,306,904,1232,1114,6,191,1146
137026,20170810,7389,248,904,1232,1114,22,136,2992
137099,20151213,7392,282,904,1232,1114,73,376,27448
137422,20131028,7454,270,904,1232,1114,47,43,2021
137714,20140507,7483,236,904,1232,1114,71,255,18105
137954,20181029,7494,246,904,1232,1114,93,932,86676
138908,20160210,7651,369,904,1232,1114,77,603,46431
148729,20120317,10757,287,904,1232,1114,40,983,39320
148813,20130523,10767,294,904,1232,1114,25,664,16600
148869,20170526,10769,213,904,1232,1114,22,540,11880
149046,20151202,10778,258,904,1232,1114,8,484,3872
149260,20171107,10831,255,904,1232,1114,26,561,14586
149391,20170209,10846,341,904,1232,1114,36,424,15264
149534,20181012,10854,224,904,1232,1114,56,531,29736
149875,20120319,10878,208,904,1232,1114,68,212,14416
150671,20160607,10968,243,904,1232,1250,55,96,5280
150795,20161227,10998,361,904,1232,1250,73,768,56064
150966,20120903,11027,248,904,1232,1212,80,926,74080
150967,20120316,11027,299,904,1232,1250,37,193,7141
151189,20181210,11053,224,904,1232,1250,10,38,380
151327,20140830,11073,224,904,1232,1212,41,305,12505
151330,20180524,11073,279,904,1232,1250,51,720,36720
151404,20160925,11097,366,904,1232,1250,13,253,3289
151609,20130101,11150,297,904,1232,1250,79,594,46926
151719,20140807,11166,281,904,1232,1212,86,957,82302
151939,20140220,11202,354,904,1232,1212,13,51,663
152112,20121218,11231,318,904,1232,1250,16,361,5776
152166,20181122,11243,266,904,1232,1212,27,587,15849
152167,20120309,11243,364,904,1232,1250,60,461,27660
152193,20171021,11255,240,904,1232,1212,1,859,859
152481,20160606,11302,320,904,1232,1212,31,703,21793
152548,20160619,11315,246,904,1232,1212,60,967,58020
152673,20150206,11338,326,904,1232,1250,72,482,34704
153197,20130819,11388,343,904,1232,1212,82,516,42312
159951,20160912,12007,201,904,1232,1250,80,265,21200
160084,20121224,12030,222,904,1232,1186,6,959,5754
160143,20160718,12052,224,904,1232,1114,9,340,3060
160217,20150503,12065,303,904,1232,1114,19,538,10222
161718,20140821,12267,262,904,1232,1114,13,626,8138
163339,20170809,12404,216,904,1232,1114,77,965,74305
104763,20111009,3676,316,904,1232,1186,38,534,20292
104801,20090930,3681,366,904,1232,1186,16,310,4960
104932,20100521,3689,246,904,1232,1212,64,865,55360
100294,20120904,3085,365,904,1232,1212,57,617,35169
102775,20130911,3376,295,904,1232,1250,1,142,142
104688,20140713,3669,210,904,1232,1186,74,375,27750
104737,20120604,3674,224,904,1232,1186,23,383,8809
104813,20161214,3682,351,904,1232,1186,75,910,68250
104929,20140531,3688,324,904,1232,1114,83,488,40504
104930,20140529,3688,316,904,1232,1146,74,451,33374
104933,20160307,3690,345,904,1232,1212,64,53,3392
104934,20180807,3688,201,904,1232,1212,82,637,52234
105195,20100618,3771,275,904,1232,1168,96,928,89088
105197,20090512,3758,359,904,1232,1168,73,58,4234
106007,20100308,4053,268,904,1232,1024,97,896,86912
106010,20100210,4052,299,904,1232,1024,69,258,17802
106013,20090521,4052,351,904,1232,1111,100,693,69300
106206,20090111,4160,202,904,1232,1024,9,525,4725
106207,20100407,4158,270,904,1232,1024,74,554,40996
106233,20110816,4166,204,904,1232,1024,38,450,17100
106235,20091130,4166,218,904,1232,1249,92,619,56948
114466,20110301,4802,206,904,1232,1250,33,123,4059
115275,20111014,4951,329,904,1232,1171,12,521,6252
115311,20090613,4965,318,904,1232,1024,2,898,1796
115351,20090305,4973,239,904,1232,1024,73,289,21097
124174,20110607,6020,308,904,1232,1127,87,490,42630
128624,20110301,6208,347,904,1232,1168,46,408,18768
128692,20090503,6231,285,904,1232,1168,13,961,12493
128716,20110604,6232,279,904,1232,1168,83,980,81340
128730,20110718,6238,274,904,1232,1168,33,120,3960
128821,20100827,6257,369,904,1232,1168,79,421,33259
134465,20100422,7000,281,904,1232,1093,25,56,1400
136381,20110817,7277,243,904,1232,1212,23,103,2369
136413,20110609,7287,274,904,1232,1114,59,765,45135
136434,20090127,7299,214,904,1232,1024,67,126,8442
136483,20100706,7307,205,904,1232,1114,55,268,14740
136499,20110404,7316,335,904,1232,1114,51,100,5100
136500,20111214,7317,349,904,1232,1212,62,703,43586
136562,20091221,7328,201,904,1232,1114,30,76,2280
136563,20090125,7327,359,904,1232,1171,58,102,5916
136568,20110605,7336,333,904,1232,1187,51,26,1326
136571,20110916,7337,224,904,1232,1024,97,720,69840
150504,20100130,10949,301,904,1232,1187,76,128,9728
150563,20110813,10957,232,904,1232,1024,17,804,13668
150665,20101215,10966,296,904,1232,1024,72,395,28440
150667,20100220,10967,258,904,1232,1024,25,482,12050
150668,20100225,10968,270,904,1232,1024,69,297,20493
150669,20101223,10968,351,904,1232,1168,10,184,1840
150848,20100107,11012,222,904,1232,1249,35,184,6440
150849,20090415,11012,337,904,1232,1168,64,693,44352
150960,20110629,11027,366,904,1232,1024,82,189,15498
150963,20090804,11027,304,904,1232,1168,71,685,48635
150964,20091210,11027,227,904,1232,1187,88,904,79552
151183,20100620,11053,299,904,1232,1187,97,930,90210
151184,20100223,11052,333,904,1232,1212,56,575,32200
151188,20090819,11053,289,904,1232,1250,20,862,17240
151372,20100912,11093,310,904,1232,1024,22,557,12254
151375,20091221,11094,340,904,1232,1024,87,317,27579
151417,20100211,11105,295,904,1232,1024,10,853,8530
151425,20111106,11107,208,904,1232,1168,80,333,26640
151519,20100919,11124,367,904,1232,1212,68,480,32640
151586,20091219,11144,279,904,1232,1024,24,984,23616
151587,20100826,11145,365,904,1232,1024,69,473,32637
151718,20090915,11166,356,904,1232,1212,14,581,8134
151887,20091126,11198,268,904,1232,1024,28,626,17528
151936,20090205,11204,283,904,1232,1168,13,161,2093
151937,20090426,11202,354,904,1232,1168,86,756,65016
151987,20110309,11215,347,904,1232,1024,36,824,29664
152033,20101124,11225,358,904,1232,1024,26,402,10452
152111,20091006,11231,364,904,1232,1212,49,263,12887
152164,20090214,11243,366,904,1232,1168,86,947,81442
152230,20110608,11261,345,904,1232,1212,32,553,17696
152273,20100411,11271,255,904,1232,1024,14,791,11074
152421,20110403,11283,366,904,1232,1024,65,899,58435
152460,20110118,11300,270,904,1232,1024,75,519,38925
152504,20110918,11310,281,904,1232,1212,29,232,6728
152759,20090929,11353,202,904,1232,1024,21,740,15540
152833,20090307,11372,251,904,1232,1024,20,491,9820
153196,20090102,11388,262,904,1232,1212,11,857,9427
155550,20110922,11588,278,904,1232,1250,5,887,4435
158028,20111025,11635,234,904,1232,1212,33,758,25014
160101,20090405,12035,278,904,1232,1093,28,989,27692
160411,20111012,12090,204,904,1232,1215,97,46,4462
160514,20100808,12102,340,904,1232,1215,33,440,14520
100313,20131110,3095,329,904,1232,1024,26,933,24258
100314,20150507,3091,318,904,1232,1024,67,446,29882
100315,20150918,3096,345,904,1232,1024,90,731,65790
100316,20161220,3097,244,904,1232,1024,42,113,4746
100317,20140112,3098,349,904,1232,1024,41,277,11357
102774,20160706,3380,296,904,1232,1024,59,419,24721
105196,20130423,3761,364,904,1232,1168,58,895,51910
105198,20180411,3765,290,904,1232,1168,60,665,39900
105199,20130320,3770,296,904,1232,1168,47,538,25286
105200,20180528,3757,270,904,1232,1168,20,530,10600
105493,20160305,3859,329,904,1232,1024,25,739,18475
105494,20180731,3860,266,904,1232,1024,47,33,1551
105495,20160809,3855,320,904,1232,1024,9,722,6498
105496,20151001,3856,277,904,1232,1168,75,121,9075
105516,20130926,3871,257,904,1232,1024,28,403,11284
106006,20150301,4058,224,904,1232,1024,19,105,1995
106008,20180411,4059,270,904,1232,1024,19,58,1102
106011,20151111,4052,353,904,1232,1223,23,321,7383
106012,20160907,4052,232,904,1232,1249,99,328,32472
106110,20180703,4102,208,904,1232,1024,90,69,6210
106205,20120827,4159,326,904,1232,1024,84,294,24696
106232,20180414,4169,310,904,1232,1024,26,992,25792
113884,20150705,4702,296,904,1232,1168,64,633,40512
114737,20161112,4866,262,904,1232,1250,31,960,29760
115172,20151013,4934,361,904,1232,1187,53,226,11978
115273,20120517,4956,314,904,1232,1024,91,522,47502
115274,20140316,4961,275,904,1232,1024,37,230,8510
115277,20150322,4951,205,904,1232,1187,18,465,8370
115278,20150203,4951,270,904,1232,1212,73,174,12702
115310,20160906,4964,232,904,1232,1024,63,116,7308
115312,20161223,4963,335,904,1232,1024,25,800,20000
115313,20120323,4963,354,904,1232,1168,45,97,4365
115314,20180612,4963,227,904,1232,1171,80,674,53920
115315,20180411,4963,349,904,1232,1250,28,771,21588
115343,20150304,4972,210,904,1232,1024,48,294,14112
115344,20120219,4970,303,904,1232,1168,87,403,35061
115349,20161105,4974,203,904,1232,1024,22,796,17512
115350,20140601,4975,310,904,1232,1024,91,9,819
115369,20180723,4979,209,904,1232,1024,66,259,17094
115467,20180705,4989,282,904,1232,1024,3,659,1977
115468,20140517,4999,224,904,1232,1024,87,18,1566
115469,20171211,4988,213,904,1232,1024,55,733,40315
115470,20171121,4984,303,904,1232,1024,64,652,41728
115471,20141210,4984,294,904,1232,1168,57,210,11970
115472,20180227,4984,306,904,1232,1171,56,521,29176
123950,20120121,5971,260,904,1232,1063,21,243,5103
123952,20151215,5972,246,904,1232,1250,47,491,23077
124073,20140925,5990,335,904,1232,1063,13,568,7384
124074,20151104,5990,347,904,1232,1111,53,699,37047
124109,20170724,6002,257,904,1232,1127,48,747,35856
124382,20171202,6048,301,904,1232,1024,92,477,43884
128630,20131111,6211,262,904,1232,1168,50,758,37900
128674,20170217,6226,281,904,1232,1168,93,980,91140
128849,20151119,6269,306,904,1232,1168,25,650,16250
128873,20120114,6275,347,904,1232,1168,63,313,19719
128883,20171110,6277,208,904,1232,1168,8,133,1064
128891,20130323,6278,370,904,1232,1168,49,814,39886
128904,20160325,6282,242,904,1232,1168,35,705,24675
128915,20170610,6283,326,904,1232,1168,2,482,964
128925,20160108,6286,343,904,1232,1168,56,929,52024
128930,20130516,6289,328,904,1232,1168,62,105,6510
130078,20170729,6382,306,904,1232,1093,84,49,4116
130079,20151015,6384,266,904,1232,1168,26,398,10348
130119,20121116,6394,306,904,1232,1250,65,750,48750
130143,20120602,6398,306,904,1232,1093,22,198,4356
130144,20180805,6402,331,904,1232,1168,4,802,3208
130158,20130201,6408,238,904,1232,1093,94,996,93624
134493,20160425,7006,243,904,1232,1093,16,317,5072
134503,20141019,7007,373,904,1232,1093,66,217,14322
134558,20150129,7024,365,904,1232,1168,23,496,11408
135006,20131102,7072,290,904,1232,1172,70,193,13510
135007,20170329,7071,278,904,1232,1250,44,965,42460
135117,20180916,7083,262,904,1232,1070,45,623,28035
136351,20170812,7267,354,904,1232,1114,83,113,9379
136352,20180909,7268,340,904,1232,1212,80,621,49680
136372,20130313,7273,299,904,1232,1114,37,849,31413
136373,20170521,7274,352,904,1232,1212,21,69,1449
136379,20120824,7278,290,904,1232,1024,79,375,29625
136380,20140404,7279,365,904,1232,1024,83,359,29797
136389,20171031,7283,341,904,1232,1024,50,210,10500
136394,20121113,7285,343,904,1232,1212,41,834,34194
136424,20150120,7296,341,904,1232,1024,88,196,17248
136425,20140124,7295,239,904,1232,1171,69,313,21597
136426,20150925,7295,316,904,1232,1212,26,466,12116
136433,20140331,7297,292,904,1232,1212,8,644,5152
136435,20130527,7300,318,904,1232,1024,89,547,48683
136436,20130329,7300,258,904,1232,1212,23,616,14168
136459,20131224,7305,273,904,1232,1024,13,22,286
136460,20160105,7302,218,904,1232,1114,28,996,27888
136462,20150718,7303,284,904,1232,1187,78,568,44304
136463,20160816,7303,227,904,1232,1212,48,1,48
136482,20130623,7311,306,904,1232,1024,33,755,24915
136484,20141202,7308,296,904,1232,1187,11,507,5577
136485,20170620,7308,204,904,1232,1212,10,213,2130
136508,20180204,7322,354,904,1232,1171,42,628,26376
136560,20120512,7325,277,904,1232,1024,76,830,63080
136561,20140313,7327,309,904,1232,1024,67,56,3752
136564,20171108,7327,366,904,1232,1212,28,719,20132
150426,20180418,10938,243,904,1232,1187,57,127,7239
150427,20160816,10938,290,904,1232,1250,19,310,5890
150441,20170615,10947,354,904,1232,1168,96,446,42816
150449,20150305,10948,239,904,1232,1187,60,379,22740
150664,20130531,10971,340,904,1232,1024,69,669,46161
150666,20121011,10980,373,904,1232,1024,74,450,33300
150670,20151116,10968,278,904,1232,1212,83,104,8632
150697,20120218,10983,369,904,1232,1168,71,182,12922
150748,20160531,10991,292,904,1232,1024,61,16,976
150750,20131103,10991,370,904,1232,1168,12,696,8352
150793,20160529,10998,370,904,1232,1024,63,924,58212
150794,20130816,10998,359,904,1232,1168,40,445,17800
150847,20140606,11020,361,904,1232,1024,36,998,35928
150871,20120810,11021,349,904,1232,1168,19,514,9766
150956,20141003,11030,352,904,1232,1024,8,255,2040
150957,20171018,11034,248,904,1232,1024,35,891,31185
150958,20130526,11038,365,904,1232,1024,97,995,96515
150959,20171127,11036,273,904,1232,1024,10,616,6160
150961,20150315,11027,341,904,1232,1249,75,766,57450
150965,20150903,11027,331,904,1232,1212,95,174,16530
150985,20180322,11039,213,904,1232,1168,90,838,75420
151174,20160319,11056,335,904,1232,1024,24,880,21120
151175,20160922,11065,216,904,1232,1024,39,496,19344
151176,20171023,11057,308,904,1232,1024,42,231,9702
151177,20160326,11051,216,904,1232,1024,77,965,74305
151179,20150725,11053,272,904,1232,1024,83,145,12035
151180,20131023,11053,370,904,1232,1223,51,106,5406
151182,20160911,11053,324,904,1232,1168,93,244,22692
151185,20120725,11053,324,904,1232,1212,67,722,48374
151317,20170522,11074,284,904,1232,1024,77,475,36575
151318,20150303,11084,244,904,1232,1024,11,249,2739
151319,20170517,11075,298,904,1232,1024,33,779,25707
151320,20170219,11079,232,904,1232,1024,11,678,7458
151321,20160323,11073,299,904,1232,1024,88,177,15576
151323,20131201,11073,262,904,1232,1168,43,100,4300
151324,20161030,11073,365,904,1232,1187,25,598,14950
151325,20140617,11072,298,904,1232,1212,36,934,33624
151326,20160314,11073,275,904,1232,1212,28,76,2128
151329,20140928,11073,318,904,1232,1250,64,291,18624
151371,20170115,11091,298,904,1232,1024,85,795,67575
151373,20161008,11092,243,904,1232,1024,99,338,33462
151374,20170304,11089,290,904,1232,1024,9,268,2412
151376,20140204,11088,213,904,1232,1223,7,151,1057
151377,20171017,11088,213,904,1232,1187,47,904,42488
151378,20150208,11088,329,904,1232,1212,40,271,10840
151380,20180604,11088,208,904,1232,1250,94,336,31584
151403,20140511,11097,322,904,1232,1212,64,187,11968
151424,20180213,11106,333,904,1232,1168,65,708,46020
151453,20150910,11119,243,904,1232,1024,31,958,29698
151464,20170411,11122,244,904,1232,1024,53,691,36623
151517,20120305,11124,220,904,1232,1187,10,429,4290
151518,20150718,11123,345,904,1232,1212,32,149,4768
151564,20150421,11136,285,904,1232,1024,19,343,6517
151565,20160523,11136,201,904,1232,1168,90,819,73710
151608,20151120,11150,290,904,1232,1024,87,813,70731
151641,20120914,11153,257,904,1232,1024,82,116,9512
151642,20130821,11153,244,904,1232,1168,60,746,44760
151674,20181010,11159,292,904,1232,1212,78,272,21216
151807,20130901,11176,204,904,1232,1024,40,296,11840
151808,20140622,11174,232,904,1232,1024,96,1,96
151809,20131205,11181,324,904,1232,1024,34,226,7684
151810,20160508,11179,316,904,1232,1024,32,429,13728
151811,20180923,11173,292,904,1232,1024,52,414,21528
151812,20180405,11173,227,904,1232,1168,77,666,51282
151814,20121009,11173,296,904,1232,1187,31,822,25482
151815,20140126,11173,310,904,1232,1212,2,138,276
151888,20121218,11197,249,904,1232,1212,84,913,76692
151934,20140130,11206,326,904,1232,1024,8,131,1048
151935,20120116,11202,289,904,1232,1024,29,236,6844
151938,20180713,11207,309,904,1232,1212,43,115,4945
151999,20130704,11219,246,904,1232,1024,25,23,575
152024,20130215,11220,301,904,1232,1024,66,855,56430
152105,20170714,11232,314,904,1232,1024,40,178,7120
152106,20150112,11234,326,904,1232,1024,19,305,5795
152107,20131211,11240,258,904,1232,1024,38,943,35834
152108,20150509,11233,329,904,1232,1024,10,807,8070
152109,20160816,11231,268,904,1232,1024,74,829,61346
152110,20140518,11231,240,904,1232,1168,37,495,18315
152165,20151120,11243,365,904,1232,1212,89,285,25365
152181,20160327,11253,278,904,1232,1024,6,821,4926
152192,20150201,11255,320,904,1232,1212,64,600,38400
152229,20161130,11261,244,904,1232,1168,36,148,5328
152338,20180804,11278,242,904,1232,1024,94,386,36284
152339,20140810,11278,303,904,1232,1168,17,617,10489
152444,20170728,11290,216,904,1232,1024,97,951,92247
152480,20121020,11302,282,904,1232,1212,82,598,49036
152546,20120414,11320,230,904,1232,1024,26,888,23088
152547,20130711,11315,283,904,1232,1212,73,449,32777
152580,20150404,11323,264,904,1232,1024,13,62,806
152612,20180831,11328,203,904,1232,1024,14,837,11718
152652,20160516,11334,322,904,1232,1024,91,90,8190
152743,20180416,11346,222,904,1232,1024,75,258,19350
152788,20170604,11366,341,904,1232,1024,41,702,28782
152862,20130427,11377,230,904,1232,1024,17,243,4131
153195,20130325,11390,298,904,1232,1212,99,127,12573
153446,20180517,11465,274,904,1232,1187,94,871,81874
154506,20130804,11536,246,904,1232,1063,84,111,9324
158004,20161229,11630,281,904,1232,1212,23,146,3358
158056,20160106,11638,210,904,1232,1212,100,118,11800
158913,20140111,11852,278,904,1232,1212,8,69,552
159874,20130123,12001,262,904,1232,1210,39,492,19188
160035,20120421,12016,306,904,1232,1022,17,73,1241
160036,20160711,12016,220,904,1232,1257,84,936,78624
160201,20120106,12061,370,904,1232,1264,16,570,9120
160216,20130823,12065,214,904,1232,1093,9,478,4302
160305,20171121,12071,359,904,1232,1127,3,951,2853
160307,20160723,12071,318,904,1232,1070,57,385,21945
160308,20120311,12071,268,904,1232,1264,18,397,7146
160410,20141024,12090,318,904,1232,1143,79,506,39974
160481,20181111,12099,353,904,1232,1093,37,861,31857
160482,20140208,12098,365,904,1232,1093,50,594,29700
160513,20130719,12102,310,904,1232,1093,7,859,6013
160527,20161107,12108,224,904,1232,1172,49,662,32438
162320,20151026,12329,372,904,1232,1168,43,183,7869
163280,20181119,12393,370,904,1232,1114,57,759,43263
164131,20160412,12410,251,904,1232,1114,17,363,6171
165734,20181202,12667,214,904,1232,1093,42,772,32424
165743,20150927,12670,201,904,1232,1093,46,739,33994
165747,20160114,12673,326,904,1232,1093,67,967,64789
167131,20180917,12071,363,904,1232,1074,95,717,68115
114086,20101226,4757,358,904,1232,1223,74,163,12062
114122,20100502,4762,367,904,1232,1063,63,247,15561
114123,20100706,4763,206,904,1232,1223,77,570,43890
130758,20090527,6470,352,904,1232,1223,49,756,37044
131399,20090205,6604,296,904,1232,1063,30,192,5760
138608,20090320,7592,257,904,1232,1123,43,940,40420
138709,20110206,7615,216,904,1232,1123,37,829,30673
138727,20090920,7619,356,904,1232,1123,89,844,75116
138822,20090225,7645,354,904,1232,1123,58,304,17632
139217,20090206,7728,324,904,1232,1187,49,205,10045
139437,20090227,7823,228,904,1232,1187,62,688,42656
139573,20090828,7868,367,904,1232,1186,2,86,172
139847,20111208,7946,222,904,1232,1114,11,259,2849
139850,20100805,7947,289,904,1232,1146,35,477,16695
139869,20110517,7951,209,904,1232,1187,11,421,4631
139891,20100513,7966,296,904,1232,1187,38,393,14934
139896,20100121,7970,335,904,1232,1114,98,477,46746
139913,20110507,7978,279,904,1232,1187,99,666,65934
139914,20110624,7979,242,904,1232,1187,58,969,56202
139965,20101231,8004,227,904,1232,1114,81,69,5589
139969,20090927,8006,285,904,1232,1187,61,830,50630
140024,20100619,8024,354,904,1232,1114,99,801,79299
140036,20110514,8029,266,904,1232,1187,84,248,20832
140110,20091217,8061,278,904,1232,1187,100,321,32100
140192,20101217,8110,318,904,1232,1187,30,610,18300
140340,20090806,8193,296,904,1232,1146,78,428,33384
140735,20100514,8284,363,904,1232,1146,87,202,17574
140816,20090127,8297,373,904,1232,1186,54,930,50220
140833,20090301,8298,345,904,1232,1186,88,941,82808
140868,20090706,8304,214,904,1232,1123,87,148,12876
140950,20110119,8317,284,904,1232,1123,53,365,19345
140972,20110528,8321,341,904,1232,1186,64,784,50176
141225,20101113,8421,345,904,1232,1146,89,619,55091
