TransactionKey,Quantity,UnitPrice,TotalPrice
113540,2.0,564,1128.0
113541,2.0,593,1186.0
113542,34.0,721,24514.0
113543,16.0,527,8432.0
113544,3.0,689,2067.0
113545,7.0,782,5474.0
113546,89.0,665,59185.0
113547,46.0,518,23828.0
113548,42.0,695,29190.0
113549,2.0,907,1814.0
113550,6.0,556,3336.0
113551,1.0,717,717.0
113552,11.75,832,9776.0
113553,44.67,520,23228.4
113554,4.0,698,2792.0
113555,50.0,771,38550.0
113556,52.0,810,42120.0
113557,4.0,754,3016.0
113558,169.0,569,96161.0
113559,1.0,707,707.0
113560,11.0,623,6853.0
113561,621.0,767,476307.0
113562,16.0,912,14592.0
113563,66.0,756,49896.0
113564,1.0,651,651.0
113565,57.0,885,50445.0
113566,18.25,919,16771.75
113567,1.0,865,865.0
113568,24.0,542,13008.0
113569,13.0,783,10179.0
113570,576.0,837,482112.0
113571,21.0,963,20223.0
113572,2.0,956,1912.0
113573,1.0,537,537.0
113574,256.0,898,229888.0
113575,64.0,889,56896.0
113576,3.0,612,1836.0
113577,63.0,672,42336.0
113578,30.0,698,20940.0
113579,586.0,725,424850.0
113580,28.0,575,16100.0
113581,28.0,928,25984.0
113582,24648.0,702,17302896.0
113583,4886.0,819,4001634.0
113584,1388.0,943,1308884.0
113585,2530.0,956,2418680.0
113586,7320.0,642,4699440.0
113587,10.5,827,8683.5
113588,151.0,981,148131.0
113589,101.5,850,86275.0
113590,420.0,964,404880.0
113591,30.0,574,17220.0
113592,48.8,561,27376.8
113593,596.9,781,466178.9
113594,5000.0,819,4095000.0
113595,1081.0,838,905878.0
113596,1032.0,714,736848.0
113597,1386.0,567,785862.0
113598,6.0,771,4626.0
113599,51.0,732,37332.0
113600,33.0,542,17886.0
113601,1.0,994,994.0
113602,908.0,967,878036.0
113603,4.0,516,2064.0
113604,1.0,937,937.0
113605,4315.0,579,2498385.0
113606,35.1,900,31590.0
113607,452.0,789,356628.0
113608,1088.0,616,670208.0
113609,326.0,930,303180.0
113610,13.0,588,7644.0
113611,965.34,543,524179.62
113612,1.0,571,571.0
113613,2.0,664,1328.0
113614,2.0,673,1346.0
113615,2.0,610,1220.0
113616,40.0,905,36200.0
113617,970.0,615,596550.0
113618,3.0,842,2526.0
113619,249.0,942,234558.0
113620,137.0,619,84803.0
113621,5.0,845,4225.0
113622,2.0,697,1394.0
113623,79.0,583,46057.0
113624,42.0,639,26838.0
113625,64.0,735,47040.0
113626,26771.0,620,16598020.0
113627,28.0,954,26712.0
113628,5.0,686,3430.0
113629,94.0,666,62604.0
113630,190.0,634,120460.0
113631,2.0,666,1332.0
113632,10.0,608,6080.0
113633,2.0,898,1796.0
113634,2534.0,829,2100686.0
113635,5.0,681,3405.0
113636,78.0,903,70434.0
113637,230.0,886,203780.0
113638,10777.0,613,6606301.0
113639,2142.0,527,1128834.0
113640,1000.0,568,568000.0
113641,6188.0,601,3718988.0
113642,2424.0,525,1272600.0
113643,2412.0,769,1854828.0
113644,374.0,641,239734.0
113645,1868.0,571,1066628.0
113646,98.0,730,71540.0
113647,4.0,558,2232.0
113648,108.0,809,87372.0
113649,3.0,550,1650.0
113650,1.0,694,694.0
113651,2.0,637,1274.0
113652,8.0,839,6712.0
113653,135.0,641,86535.0
113654,16.0,589,9424.0
113655,5.0,599,2995.0
113656,11.0,778,8558.0
113657,5.0,940,4700.0
113658,32.0,650,20800.0
113659,7.0,921,6447.0
113660,34.0,728,24752.0
113661,4.0,700,2800.0
113662,12.0,931,11172.0
113663,1.0,599,599.0
113664,50.0,569,28450.0
113665,80.0,918,73440.0
113666,2.0,517,1034.0
113667,47.0,988,46436.0
113668,1.0,597,597.0
113669,1.0,556,556.0
113670,44.0,651,28644.0
113671,78.0,854,66612.0
113672,32.0,830,26560.0
113673,619.0,941,582479.0
113674,96.0,722,69312.0
113675,14.0,765,10710.0
113676,6.0,510,3060.0
113677,2.0,622,1244.0
113678,63.0,848,53424.0
113679,6.0,743,4458.0
113680,75.0,847,63525.0
113681,1.0,959,959.0
113682,3.0,573,1719.0
113683,2.0,987,1974.0
113684,169.0,664,112216.0
113685,2.0,588,1176.0
113686,24.0,754,18096.0
113687,16.0,794,12704.0
113688,90.0,936,84240.0
113689,2.0,984,1968.0
113690,6.0,522,3132.0
113691,26.0,668,17368.0
113692,4.0,600,2400.0
113693,128.0,981,125568.0
113694,11.0,929,10219.0
113695,27.0,576,15552.0
113696,40.0,669,26760.0
113697,4.0,897,3588.0
113698,6.0,563,3378.0
113699,3.0,727,2181.0
113700,26.0,899,23374.0
113701,7604.0,981,7459524.0
113702,26.0,830,21580.0
113703,4.0,592,2368.0
113704,8.0,863,6904.0
113705,2.0,528,1056.0
113706,20.0,845,16900.0
113707,10.0,956,9560.0
113708,8.0,536,4288.0
113709,2.0,809,1618.0
113710,62.0,809,50158.0
113711,42.0,726,30492.0
113712,2.0,792,1584.0
113713,10.0,705,7050.0
113714,46.0,966,44436.0
113715,4.0,560,2240.0
113716,30.0,561,16830.0
113717,10.0,911,9110.0
113718,8.0,767,6136.0
113719,22.0,614,13508.0
113720,30.0,887,26610.0
113721,15.0,878,13170.0
113722,15.0,964,14460.0
113723,136.0,752,102272.0
113724,5.0,543,2715.0
113725,605.0,871,526955.0
113726,108.0,762,82296.0
113727,3.0,705,2115.0
113728,28.0,741,20748.0
113729,75.0,862,64650.0
113730,2.0,645,1290.0
113731,52.0,822,42744.0
113732,3045.0,861,2621745.0
113733,18.0,747,13446.0
113734,1863.0,923,1719549.0
113735,663.0,912,604656.0
113736,52.0,813,42276.0
113737,3.0,913,2739.0
113738,309.0,604,186636.0
113739,4.0,776,3104.0
113740,4.0,874,3496.0
113741,67.0,998,66866.0
113742,18.0,682,12276.0
113743,46.0,712,32752.0
113744,635.0,948,601980.0
113745,5.0,853,4265.0
113746,60.0,773,46380.0
113747,10.0,733,7330.0
113748,1172.0,801,938772.0
113749,16.0,783,12528.0
113750,10.0,968,9680.0
113751,18.0,670,12060.0
113752,4.0,876,3504.0
113753,46.0,764,35144.0
113754,40.0,576,23040.0
113755,47.0,979,46013.0
113756,34.0,656,22304.0
113757,10.0,527,5270.0
113758,2.0,967,1934.0
113759,3.0,917,2751.0
113760,16.0,597,9552.0
113761,3.0,641,1923.0
113762,1.0,624,624.0
113763,647.0,828,535716.0
113764,6.0,742,4452.0
113765,15.0,740,11100.0
113766,60.0,501,30060.0
113767,48.0,777,37296.0
113768,17.0,984,16728.0
113769,6.0,982,5892.0
113770,2.0,943,1886.0
113771,1427.0,745,1063115.0
113772,99.0,662,65538.0
113773,5700.0,567,3231900.0
113774,13.0,504,6552.0
113775,273638.0,519,142018122.0
113776,788235.0,627,494223345.0
113777,1100.0,824,906400.0
113778,5400.0,534,2883600.0
113779,2000.0,839,1678000.0
113780,8550.0,701,5993550.0
113781,5000.0,545,2725000.0
113782,8.0,923,7384.0
113783,220000.0,759,166980000.0
113784,280000.0,852,238560000.0
113785,770000.0,666,512820000.0
113786,3804329.0,971,3694003459.0
113787,4867482.0,867,4220106894.0
113788,6875.0,856,5885000.0
113789,5000.0,710,3550000.0
113790,80500.0,505,40652500.0
113791,101990.0,736,75064640.0
113792,127850.0,777,99339450.0
113793,55500.0,618,34299000.0
113794,2000.0,596,1192000.0
113795,364050.0,672,244641600.0
113796,1600.0,911,1457600.0
113797,101340.0,513,51987420.0
113798,196170.0,680,133395600.0
113799,7.0,952,6664.0
113800,223035.0,971,216566985.0
113801,5850.0,862,5042700.0
113802,13550.0,530,7181500.0
113803,5000.0,652,3260000.0
113804,500.0,528,264000.0
113805,1800.0,825,1485000.0
113806,97310.0,992,96531520.0
113807,4.0,736,2944.0
113808,2.0,972,1944.0
113809,2500.0,776,1940000.0
113810,30000.0,980,29400000.0
113811,300.0,571,171300.0
113812,4244685.0,720,3056173200.0
113813,2244685.0,763,1712694655.0
113814,5609580.0,776,4353034080.0
113815,20484750.0,696,14257386000.0
113816,2469449.0,781,1928639669.0
113817,2729378.0,537,1465675986.0
113818,21250.0,710,15087500.0
113819,3044580.0,631,1921129980.0
113820,10755315.0,507,5452944705.0
113821,93638.0,708,66295704.0
113822,132600.0,795,105417000.0
113823,500.0,696,348000.0
113824,1000.0,656,656000.0
113825,1400.0,851,1191400.0
113826,93280.0,981,91507680.0
113827,8660.0,555,4806300.0
113828,251247.0,553,138939591.0
113829,300.0,986,295800.0
113830,275.0,554,152350.0
113831,2.0,773,1546.0
113832,50.0,817,40850.0
113833,60.0,784,47040.0
113834,23.0,567,13041.0
113835,250.0,895,223750.0
113836,736.0,920,677120.0
113837,70.0,920,64400.0
113838,3.0,942,2826.0
113839,3.0,941,2823.0
113840,20.0,846,16920.0
113841,320.0,721,230720.0
113842,4.0,927,3708.0
113843,30.0,582,17460.0
113844,990.0,954,944460.0
113845,59.0,613,36167.0
113846,10.0,587,5870.0
113847,724.0,943,682732.0
113848,2150.0,666,1431900.0
113849,1.0,604,604.0
113850,4.0,856,3424.0
113851,9.0,689,6201.0
113852,8.0,586,4688.0
113853,56.0,975,54600.0
113854,15.0,612,9180.0
113855,2.0,846,1692.0
113856,18.0,611,10998.0
113857,40.0,677,27080.0
113858,3.0,783,2349.0
113859,2.0,572,1144.0
113860,4.0,802,3208.0
113861,6.0,918,5508.0
113862,10.0,622,6220.0
113863,10.0,560,5600.0
113864,6.0,923,5538.0
113865,4.0,835,3340.0
113866,12.0,693,8316.0
113867,20.0,843,16860.0
113868,20.0,531,10620.0
113869,1.0,521,521.0
113870,10.0,875,8750.0
113871,20.0,819,16380.0
113872,13.0,946,12298.0
113873,40.0,777,31080.0
113874,2.0,640,1280.0
113875,1.0,642,642.0
113876,6.0,856,5136.0
113877,4.0,634,2536.0
113878,20.0,809,16180.0
113879,2.0,708,1416.0
113880,16.0,834,13344.0
113881,8.0,917,7336.0
113882,16.0,999,15984.0
113883,63.0,858,54054.0
113884,18.0,884,15912.0
113885,12.0,593,7116.0
113886,1.0,510,510.0
113887,1.0,608,608.0
113888,2.0,944,1888.0
113889,2.0,588,1176.0
113890,1500.0,807,1210500.0
113891,600.0,772,463200.0
113892,13059.76,553,7222047.28
113893,13500.0,933,12595500.0
113894,2282262.4,933,2129350819.0
113895,5500.0,633,3481500.0
113896,20000.0,713,14260000.0
113897,5406901.6,792,4282266067.0
113898,814280.0,669,544753320.0
113899,500.0,661,330500.0
113900,48.0,661,31728.0
113901,48180.0,606,29197080.0
113902,224293.0,588,131884284.0
113903,3279.2,877,2875858.4
113904,8000.0,507,4056000.0
113905,800.0,672,537600.0
113906,48200.0,821,39572200.0
113907,462.0,970,448140.0
113908,105000.0,656,68880000.0
113909,900.0,883,794700.0
113910,39795.5,643,25588506.5
113911,5000.0,765,3825000.0
113912,92321.0,778,71825738.0
113913,160.0,822,131520.0
113914,2.0,720,1440.0
113915,16.0,725,11600.0
113916,13.0,746,9698.0
113917,13.0,823,10699.0
113918,3.0,697,2091.0
113919,3.0,953,2859.0
113920,8.0,974,7792.0
113921,4.0,978,3912.0
113922,5.0,832,4160.0
113923,18.0,676,12168.0
113924,3.0,673,2019.0
113925,5.0,673,3365.0
113926,2.0,961,1922.0
113927,2.0,546,1092.0
113928,1.0,892,892.0
113929,18.0,592,10656.0
113930,2.0,623,1246.0
113931,18.0,880,15840.0
113932,1.0,962,962.0
113933,2.0,616,1232.0
113934,2.0,531,1062.0
113935,1.0,895,895.0
113936,2.0,980,1960.0
113937,4.0,927,3708.0
113938,1.0,603,603.0
113939,2.0,582,1164.0
113940,0.2,992,198.4
113941,50.0,829,41450.0
113942,0.0128,1000,12.8
113943,12.5,869,10862.5
113944,0.0125,597,7.4625
113945,146.4,957,140104.8
113946,146.4,606,88718.4
113947,1.0,673,673.0
113948,1.0,870,870.0
113949,2.0,553,1106.0
113950,1.0,692,692.0
113951,2.0,772,1544.0
113952,15.0,908,13620.0
113953,2.0,990,1980.0
113954,149.51,855,127831.05
113955,600.0,585,351000.0
113956,360.0,975,351000.0
113957,21.06,928,19543.68
113958,25.0,517,12925.0
113959,600.0,786,471600.0
113960,5.0,908,4540.0
113961,425.0,716,304300.0
113962,20.0,548,10960.0
113963,3.0,916,2748.0
113964,3120.0,882,2751840.0
113965,39.312,542,21307.104
113966,1785.0,511,912135.0
113967,340.0,765,260100.0
113968,130.0,693,90090.0
113969,121.0,938,113498.0
113970,20.0,860,17200.0
113971,2100.0,966,2028600.0
113972,8.0,571,4568.0
113973,664.0,962,638768.0
113974,10.0,818,8180.0
113975,950.0,587,557650.0
113976,3975.0,948,3768300.0
113977,8.0,581,4648.0
113978,3.0,746,2238.0
113979,159.0,956,152004.0
113980,266.0,678,180348.0
113981,267.0,518,138306.0
113982,3.0,933,2799.0
113983,22.0,682,15004.0
113984,55.0,952,52360.0
113985,58.0,965,55970.0
113986,70.0,515,36050.0
113987,260.0,854,222040.0
113988,510.0,940,479400.0
113989,2000.0,850,1700000.0
113990,40.0,875,35000.0
113991,28.0,666,18648.0
113992,63.0,557,35091.0
113993,162.0,856,138672.0
113994,230.0,634,145820.0
113995,50.0,808,40400.0
113996,1.0,667,667.0
113997,8.0,828,6624.0
113998,1.0,757,757.0
113999,132.0,682,90024.0
114000,9.0,752,6768.0
114001,120.0,643,77160.0
114002,40.0,538,21520.0
114003,1.0,704,704.0
114004,3093.0,930,2876490.0
114005,1.0,553,553.0
114006,31.0,952,29512.0
114007,2800.0,747,2091600.0
114008,10.0,775,7750.0
114009,57.0,755,43035.0
114010,13.0,928,12064.0
114011,6.0,718,4308.0
114012,3.0,521,1563.0
114013,5.0,860,4300.0
114014,859.0,702,603018.0
114015,4.0,776,3104.0
114016,50.0,895,44750.0
114017,3.0,517,1551.0
114018,280.0,959,268520.0
114019,10.0,865,8650.0
114020,470.0,558,262260.0
114021,101.0,589,59489.0
114022,2.0,693,1386.0
114023,20.0,995,19900.0
114024,10.0,682,6820.0
114025,19.0,665,12635.0
114026,52.0,768,39936.0
114027,8.0,887,7096.0
114028,9.0,853,7677.0
114029,20.0,767,15340.0
114030,16.0,907,14512.0
114031,600.0,773,463800.0
114032,5.0,769,3845.0
114033,100.0,867,86700.0
114034,1800.0,849,1528200.0
114035,2.0,711,1422.0
114036,1.0,647,647.0
114037,5.0,642,3210.0
114038,30.0,869,26070.0
114039,20.0,619,12380.0
114040,60.0,951,57060.0
114041,60.0,888,53280.0
114042,6.0,795,4770.0
114043,4.0,606,2424.0
114044,4.0,659,2636.0
114045,140.0,910,127400.0
114046,100.0,763,76300.0
114047,4.0,632,2528.0
114048,18.0,512,9216.0
114049,80.0,698,55840.0
114050,400.0,884,353600.0
114051,1420.0,901,1279420.0
114052,4.0,739,2956.0
114053,50.0,566,28300.0
114054,436.0,627,273372.0
114055,50.0,973,48650.0
114056,397.0,910,361270.0
114057,12.0,956,11472.0
114058,150.0,721,108150.0
114059,32.0,609,19488.0
114060,2522.0,634,1598948.0
114061,2.0,520,1040.0
114062,2170.0,743,1612310.0
114063,3.0,621,1863.0
114064,16.0,501,8016.0
114065,7.0,613,4291.0
114066,135.0,836,112860.0
114067,15.0,674,10110.0
114068,20.0,900,18000.0
114069,10.0,530,5300.0
114070,21.0,637,13377.0
114071,172.0,618,106296.0
114072,18.0,902,16236.0
114073,2.0,731,1462.0
114074,50.0,753,37650.0
114075,40.0,785,31400.0
114076,7.0,703,4921.0
114077,3.0,838,2514.0
114078,5.0,831,4155.0
114079,1.0,622,622.0
114080,80.0,727,58160.0
114081,2.0,595,1190.0
114082,8.0,545,4360.0
114083,235.0,836,196460.0
114084,2.0,929,1858.0
114085,2.0,877,1754.0
114086,2.0,522,1044.0
114087,50.0,713,35650.0
114088,3.0,925,2775.0
114089,250.0,790,197500.0
114090,69.0,705,48645.0
114091,60.0,644,38640.0
114092,10.0,957,9570.0
114093,350.0,854,298900.0
114094,175.0,503,88025.0
114095,114.0,848,96672.0
114096,257.0,699,179643.0
114097,3.0,864,2592.0
114098,2.0,995,1990.0
114099,21.0,606,12726.0
114100,50.0,760,38000.0
114101,20.0,890,17800.0
114102,20.0,703,14060.0
114103,4.0,764,3056.0
114104,55.0,556,30580.0
114105,185.0,966,178710.0
114106,1000.0,939,939000.0
114107,1.0,789,789.0
114108,50.0,547,27350.0
114109,1.0,704,704.0
114110,2.0,666,1332.0
114111,32.0,619,19808.0
114112,7.0,858,6006.0
114113,6.0,986,5916.0
114114,120.0,751,90120.0
114115,2324.0,509,1182916.0
114116,1.0,564,564.0
114117,4.0,565,2260.0
114118,1.0,607,607.0
114119,3.0,926,2778.0
114120,2.0,836,1672.0
114121,5.0,753,3765.0
114122,28.0,503,14084.0
114123,3.0,525,1575.0
114124,20.0,1000,20000.0
114125,0.02,862,17.24
114126,4.404,612,2695.248
114127,4.0,674,2696.0
114128,354.0,973,344442.0
114129,100.0,945,94500.0
114130,1.0,712,712.0
114131,1.0,662,662.0
114132,1.0,831,831.0
114133,1.0,510,510.0
114134,2.0,813,1626.0
114135,6694.0,975,6526650.0
114136,330.4673,965,318900.9445
114137,2800.0,794,2223200.0
114138,2333.41,680,1586718.8
114139,521.712,582,303636.384
114140,10.0,803,8030.0
114141,300.0,964,289200.0
114142,5952.0,674,4011648.0
114143,2.0,947,1894.0
114144,0.047,576,27.072
114145,320.5,762,244221.0
114146,40881.65,580,23711357.0
114147,227.0,588,133476.0
114148,322.0,746,240212.0
114149,1813.0,894,1620822.0
114150,1418.0,628,890504.0
114151,3787.0,622,2355514.0
114152,235.0,831,195285.0
114153,2.0,786,1572.0
114154,5.0,900,4500.0
114155,5200.0,528,2745600.0
114156,34793.122,838,29156636.24
114157,908.0,957,868956.0
114158,2.0,546,1092.0
114159,21.0,905,19005.0
114160,454.0,825,374550.0
114161,454.0,993,450822.0
114162,2.0,987,1974.0
114163,1000.0,583,583000.0
114164,185.0,744,137640.0
114165,121010.0,805,97413050.0
114166,680.0,822,558960.0
114167,5994.0,653,3914082.0
114168,72.0,663,47736.0
114169,18.99,755,14337.45
114170,293028.2,835,244678547.0
114171,0.7711,847,653.1217
114172,5.0,957,4785.0
114173,215.0,930,199950.0
114174,6.0,664,3984.0
114175,968.0,760,735680.0
114176,0.1,587,58.7
114177,9.0,510,4590.0
114178,393.0,519,203967.0
114179,9.072,662,6005.664000000002
114180,291.72,713,207996.36
114181,7317.0,881,6446277.0
114182,2.42,594,1437.48
114183,0.605,964,583.22
114184,1332.0,879,1170828.0
114185,63.49,957,60759.93
114186,2927397.657,870,2546835962.0
114187,99.0,849,84051.0
114188,40.0,660,26400.0
114189,454.0,672,305088.0
114190,508.0,508,258064.0
114191,15797.0,880,13901360.0
114192,454.0,788,357752.0
114193,22427.0,662,14846674.0
114194,2.0,547,1094.0
114195,0.1,751,75.1
114196,157736.225,746,117671223.9
114197,162.0,740,119880.0
114198,40105.576,745,29878654.12
114199,2.0,568,1136.0
114200,30000.0,817,24510000.0
114201,972.0,776,754272.0
114202,602.0,666,400932.0
114203,74.0,733,54242.0
114204,970.64237,963,934728.6023
114205,436.0,558,243288.0
114206,436.0,633,275988.0
114207,2314.92,911,2108892.12
114208,10346.3,877,9073705.1
114209,471.12,544,256289.28
114210,6694.0,872,5837168.0
114211,330.4673,857,283210.4761
114212,250.0,554,138500.0
114213,1486.0,509,756374.0
114214,4.0,901,3604.0
114215,0.23,884,203.32
114216,150.0,773,115950.0
114217,1276.0,931,1187956.0
114218,100.0,512,51200.0
114219,10000.0,706,7060000.0
114220,22626.31,509,11516791.79
114221,4644.89,969,4500898.41
114222,339.0,561,190179.0
114223,87.0,987,85869.0
114224,1045.712,799,835523.8879999998
114225,266.0,982,261212.0
114226,91.0,544,49504.0
114227,227.0,633,143691.0
114228,454.0,732,332328.0
114229,10428.0,907,9458196.0
114230,7875.0,513,4039875.0
114231,453.0,689,312117.0
114232,1.1,842,926.2
114233,2878.0,600,1726800.0
114234,425.0,944,401200.0
114235,1.0,573,573.0
114236,7529.0,602,4532458.0
114237,44443.0,678,30132354.0
114238,2.36,859,2027.24
114239,800.0,518,414400.0
114240,0.7,564,394.8
114241,136155.52,786,107018238.7
114242,3.0,577,1731.0
114243,8.0,606,4848.0
114244,200.0,679,135800.0
114245,4454.0,681,3033174.0
114246,7.624,712,5428.288000000001
114247,1504.0,942,1416768.0
114248,3512.0,795,2792040.0
114249,18350.0,809,14845150.0
114250,406030.64,671,272446559.4
114251,2620.0,531,1391220.0
114252,2322.0,922,2140884.0
114253,12.0,670,8040.0
114254,1000.0,601,601000.0
114255,2.0,919,1838.0
114256,6.0,653,3918.0
114257,1.0,553,553.0
114258,3.0,759,2277.0
114259,3.0,822,2466.0
114260,80.0,666,53280.0
114261,31.0,868,26908.0
114262,15.0,575,8625.0
114263,42.0,678,28476.0
114264,25.0,971,24275.0
114265,4.0,836,3344.0
114266,2.0,918,1836.0
114267,1.0,600,600.0
114268,37.0,795,29415.0
114269,8.0,987,7896.0
114270,4615.0,569,2625935.0
114271,6.0,525,3150.0
114272,7.0,725,5075.0
114273,12.0,807,9684.0
114274,15.06,732,11023.92
114275,44.0,730,32120.0
114276,10.0,773,7730.0
114277,2143.0,846,1812978.0
114278,228.0,944,215232.0
114279,20.0,942,18840.0
114280,460.0,598,275080.0
114281,30.0,878,26340.0
114282,2.0,800,1600.0
114283,100.0,537,53700.0
114284,20.0,812,16240.0
114285,10.0,525,5250.0
114286,60.0,926,55560.0
114287,2.0,723,1446.0
114288,87366.0,701,61243566.0
114289,418.0,924,386232.0
114290,286.0,840,240240.0
114291,6.0,766,4596.0
114292,32.0,580,18560.0
114293,694.5,666,462537.0
114294,42.0,926,38892.0
114295,5.0,749,3745.0
114296,3.0,664,1992.0
114297,3.0,749,2247.0
114298,68.0,582,39576.0
114299,37.0,727,26899.0
114300,2200.0,870,1914000.0
114301,120.0,872,104640.0
114302,1.0,628,628.0
114303,450.0,870,391500.0
114304,6.0,871,5226.0
114305,40.0,904,36160.0
114306,250.0,917,229250.0
114307,72.0,843,60696.0
114308,360.0,704,253440.0
114309,1.0,955,955.0
114310,2.0,829,1658.0
114311,3.0,531,1593.0
114312,160.0,554,88640.0
114313,80.0,973,77840.0
114314,100.0,596,59600.0
114315,120.0,808,96960.0
114316,1.0,858,858.0
114317,5.0,807,4035.0
114318,12.0,888,10656.0
114319,4.0,728,2912.0
114320,1.0,722,722.0
114321,18.0,704,12672.0
114322,266.0,541,143906.0
114323,1.0,607,607.0
114324,34.0,990,33660.0
114325,16.0,996,15936.0
114326,393.0,507,199251.0
114327,34.0,745,25330.0
114328,130.0,594,77220.0
114329,238.0,686,163268.0
114330,6.0,702,4212.0
114331,30.0,509,15270.0
114332,251.0,738,185238.0
114333,2.0,521,1042.0
114334,491.0,866,425206.0
114335,19144.0,599,11467256.0
114336,14512.0,966,14018592.0
114337,3304.0,590,1949360.0
114338,1549.0,889,1377061.0
114339,524.0,649,340076.0
114340,1050.0,895,939750.0
114341,184.0,868,159712.0
114342,12.0,944,11328.0
114343,100.0,630,63000.0
114344,4.0,830,3320.0
114345,24.0,875,21000.0
114346,2.0,903,1806.0
114347,32.0,551,17632.0
114348,1.0,816,816.0
114349,52.0,881,45812.0
114350,3368.0,545,1835560.0
114351,6200.0,750,4650000.0
114352,56.0,572,32032.0
114353,24.0,781,18744.0
114354,5367.0,707,3794469.0
114355,2730.0,519,1416870.0
114356,87678.07,792,69441031.44
114357,3.0,833,2499.0
114358,16.0,745,11920.0
114359,10.0,806,8060.0
114360,6.0,923,5538.0
114361,6.0,822,4932.0
114362,14.0,562,7868.0
114363,0.6,514,308.4
114364,0.15,507,76.05
114365,3.3,816,2692.8
114366,26.0,915,23790.0
114367,16.0,807,12912.0
114368,6.0,618,3708.0
114369,5.2,644,3348.8
114370,20.0,647,12940.0
114371,38.0,931,35378.0
114372,7.0,645,4515.0
114373,3.0,976,2928.0
114374,1.0,632,632.0
114375,2.0,697,1394.0
114376,3.0,609,1827.0
114377,2.0,770,1540.0
114378,6.0,565,3390.0
114379,2.0,867,1734.0
114380,0.6,987,592.2
114381,144.0,712,102528.0
114382,1.54,549,845.46
114383,0.3,629,188.7
114384,2.0,737,1474.0
114385,2.0,919,1838.0
114386,1.0,588,588.0
114387,2.0,596,1192.0
114388,1.0,536,536.0
114389,4.0,718,2872.0
114390,3.0,913,2739.0
114391,49.0,764,37436.0
114392,1.0,865,865.0
114393,40.0,886,35440.0
114394,40.0,644,25760.0
114395,1.0,900,900.0
114396,31.0,881,27311.0
114397,1266.2,899,1138313.8
114398,14.0,586,8204.0
114399,10.0,594,5940.0
114400,1.0,688,688.0
114401,1.0,598,598.0
114402,1.0,977,977.0
114403,1.0,601,601.0
114404,1.0,703,703.0
114405,7.0,644,4508.0
114406,150.0,544,81600.0
114407,201.0,769,154569.0
114408,3.0,978,2934.0
114409,84.69,683,57843.27
114410,2.0,943,1886.0
114411,20.0,650,13000.0
114412,5.0,988,4940.0
114413,52.67,667,35130.89
114414,4.9959,791,3951.7569
114415,584.0,642,374928.0
114416,374.0,973,363902.0
114417,300.0,676,202800.0
114418,100.0,555,55500.0
114419,10.0,632,6320.0
114420,238.0,764,181832.0
114421,462.0,638,294756.0
114422,16.0,635,10160.0
114423,30.0,860,25800.0
114424,5.0,823,4115.0
114425,13.0,844,10972.0
114426,2.0,637,1274.0
114427,10.0,560,5600.0
114428,0.5,572,286.0
114429,60.0,883,52980.0
114430,40.0,892,35680.0
114431,4.0,918,3672.0
114432,107.0,562,60134.0
114433,20.0,814,16280.0
114434,50.0,652,32600.0
114435,69.0,662,45678.0
114436,7.0,900,6300.0
114437,140.0,507,70980.0
114438,6.0,954,5724.0
114439,4.0,703,2812.0
114440,57.0,719,40983.0
114441,6.0,739,4434.0
114442,2.0,558,1116.0
114443,17.0,558,9486.0
114444,44.0,707,31108.0
114445,8.0,515,4120.0
114446,67.0,760,50920.0
114447,10.0,815,8150.0
114448,52.0,649,33748.0
114449,4.0,590,2360.0
114450,4.0,960,3840.0
114451,4.0,788,3152.0
114452,64.0,697,44608.0
114453,1.0,809,809.0
114454,3.0,735,2205.0
114455,1.0,906,906.0
114456,32.0,615,19680.0
114457,107.0,695,74365.0
114458,5.0,867,4335.0
114459,28.0,779,21812.0
114460,20.0,638,12760.0
114461,2.0,522,1044.0
114462,5.0,581,2905.0
114463,2.0,654,1308.0
114464,79.0,782,61778.0
114465,2.0,858,1716.0
114466,3.0,917,2751.0
114467,3.0,649,1947.0
114468,1.0,540,540.0
114469,179.0,650,116350.0
114470,18.0,592,10656.0
114471,65.0,703,45695.0
114472,30.0,672,20160.0
114473,14.0,768,10752.0
114474,359.0,633,227247.0
114475,10.0,741,7410.0
114476,1.0,672,672.0
114477,1.0,914,914.0
114478,1.0,957,957.0
114479,5.0,687,3435.0
114480,1.0,929,929.0
114481,114.0,639,72846.0
114482,1.0,733,733.0
114483,571.0,727,415117.0
114484,3.0,728,2184.0
114485,1400.0,1000,1400000.0
114486,18.0,511,9198.0
114487,46.0,620,28520.0
114488,54.0,838,45252.0
114489,3.0,507,1521.0
114490,20.0,586,11720.0
114491,50.0,542,27100.0
114492,5.0,945,4725.0
114493,222.0,939,208458.0
114494,2.0,750,1500.0
114495,2.0,796,1592.0
114496,10.0,825,8250.0
114497,1.0,943,943.0
114498,1.0,870,870.0
114499,3.0,658,1974.0
114500,2.0,718,1436.0
114501,3.0,997,2991.0
114502,26.0,938,24388.0
114503,1.0,575,575.0
114504,25.0,848,21200.0
114505,18.0,762,13716.0
114506,10.0,994,9940.0
114507,36.0,749,26964.0
114508,25.0,769,19225.0
114509,28.0,945,26460.0
114510,36.0,953,34308.0
114511,8.0,827,6616.0
114512,23.0,720,16560.0
114513,46.0,922,42412.0
114514,51.0,708,36108.0
114515,17.0,644,10948.0
114516,16.0,544,8704.0
114517,10.0,613,6130.0
