TransactionKey,DateKey,SpecieKey,MarketingKey,TermKey,ImporterKey,ExporterKey,Quantity,UnitPrice,TotalPrice
120800,20120513,5682,345,967,1120,1079,16.0,635,10160.0
120801,20160918,5682,335,967,1120,1111,5.0,954,4770.0
120802,20120420,5682,345,967,1120,1111,747.0,827,617769.0
120803,20121212,5682,335,904,1120,1111,5.0,948,4740.0
120804,20170626,5682,345,904,1120,1111,1198.0,896,1073408.0
120805,20160407,5682,335,904,1127,1111,22.0,674,14828.0
120806,20170227,5682,345,904,1127,1111,82.0,889,72898.0
120807,20151004,5682,345,904,1128,1111,8.0,818,6544.0
120808,20130329,5682,345,904,1130,1111,5.0,975,4875.0
120809,20100802,5682,336,904,1132,1111,16.0,792,12672.0
120810,20180221,5682,345,904,1132,1111,15.0,927,13905.0
120811,20141203,5683,345,904,1152,1250,53.0,567,30051.0
120812,20090323,5684,346,904,1152,1250,71.0,746,52966.0
120813,20171006,5682,331,967,1143,1111,20.0,584,11680.0
120814,20111030,5682,346,904,1143,1111,5.0,584,2920.0
120815,20170616,5682,345,904,1165,1016,1943.0,936,1818648.0
120816,20140622,5682,335,904,1165,1111,1338.0,960,1284480.0
120817,20161007,5682,345,904,1165,1111,14.0,809,11326.0
120818,20110731,5682,336,967,1175,1111,10.0,930,9300.0
120819,20150620,5682,335,904,1175,1111,31.0,595,18445.0
120820,20180913,5682,345,904,1175,1111,35.0,766,26810.0
120821,20180428,5684,335,967,1175,1229,21.0,696,14616.0
120822,20161023,5684,335,904,1175,1229,14.0,714,9996.0
120823,20140724,5682,345,967,1168,1016,5.0,685,3425.0
120824,20141005,5682,345,967,1168,1079,84.0,986,82824.0
120825,20100930,5682,346,967,1168,1111,5.0,729,3645.0
120826,20161214,5682,335,904,1168,1111,15.0,885,13275.0
120827,20100609,5682,346,904,1168,1111,5.0,697,3485.0
120828,20170807,5682,345,904,1184,1111,7.0,872,6104.0
120829,20160318,5682,345,904,1177,1111,2.0,803,1606.0
120830,20170117,5682,335,967,1187,1111,50.0,551,27550.0
120831,20090116,5682,336,904,1187,1111,40.0,859,34360.0
120832,20120728,5682,345,904,1187,1111,5.0,632,3160.0
120833,20091108,5682,346,904,1190,1111,20.0,841,16820.0
120834,20130921,5682,335,904,1193,1111,20.0,578,11560.0
120835,20141212,5682,345,904,1193,1111,97.0,805,78085.0
120836,20181106,5683,292,923,1193,1118,1.0,550,550.0
120837,20120224,5682,345,904,1229,1016,20.0,666,13320.0
120838,20090603,5682,336,904,1229,1111,129.0,544,70176.0
120839,20160603,5682,345,904,1213,1016,235.0,942,221370.0
120840,20100513,5682,346,904,1213,1079,130.0,909,118170.0
120841,20161019,5682,335,904,1213,1111,110.0,632,69520.0
120842,20110121,5682,346,967,1204,1016,40.0,613,24520.0
120843,20170909,5682,345,967,1204,1111,710.0,786,558060.0
120844,20110220,5682,346,967,1242,1111,70.0,542,37940.0
120845,20170602,5682,345,904,1242,1111,53.0,651,34503.0
120846,20150721,5684,345,904,1240,1250,4.0,698,2792.0
120847,20091022,5682,336,904,1232,1111,5.0,633,3165.0
120848,20170502,5682,345,904,1232,1111,45.0,712,32040.0
120849,20110226,5682,346,904,1247,1111,2.0,1000,2000.0
120850,20090101,5684,346,904,1250,1016,44.0,634,27896.0
120851,20100829,5682,346,967,1250,1016,6.0,618,3708.0
120852,20121220,5682,331,904,1250,1016,62.0,689,42718.0
120853,20131215,5682,345,904,1250,1016,5892.0,605,3564660.0
120854,20151122,5682,345,904,1250,1079,37.0,954,35298.0
120855,20130720,5687,345,904,1250,1107,20.0,587,11740.0
120856,20090922,5687,346,904,1250,1111,30.0,593,17790.0
120857,20090521,5682,346,967,1250,1111,5.0,544,2720.0
120858,20130319,5682,230,904,1250,1111,8.0,943,7544.0
120859,20101202,5682,332,904,1250,1111,13.0,569,7397.0
120860,20181116,5682,335,904,1250,1111,1903.0,964,1834492.0
120861,20180306,5682,337,904,1250,1111,15.0,769,11535.0
120862,20160807,5682,345,904,1250,1111,24633.0,646,15912918.0
120863,20140320,5682,345,967,1250,1143,50.0,788,39400.0
120864,20170316,5682,345,904,1250,1143,30.0,942,28260.0
120865,20150212,5682,335,904,1219,1111,71.0,758,53818.0
120866,20110508,5682,346,904,1219,1111,159.0,994,158046.0
120867,20110108,5688,325,967,1155,1093,20.0,549,10980.0
120868,20140108,5689,324,903,1250,1067,1.0,630,630.0
120869,20160120,5690,324,903,1250,1081,9.0,714,6426.0
120870,20160426,5691,324,903,1016,1250,1.0,813,813.0
120871,20110603,5692,325,904,1090,1049,100.0,787,78700.0
120872,20110929,5693,346,967,1043,1143,30.0,902,27060.0
120873,20100104,5693,346,904,1165,1016,57.0,636,36252.0
120874,20110721,5693,346,967,1168,1239,13.0,848,11024.0
120875,20151012,5693,345,967,1250,1111,8.0,873,6984.0
120876,20130327,5693,345,904,1250,1111,9.0,989,8901.0
120877,20131111,5693,345,967,1250,1143,65.0,882,57330.0
120878,20180315,5694,335,904,1248,1111,74.0,817,60458.0
120879,20100814,5694,346,904,1248,1111,20.0,781,15620.0
120880,20180604,5694,345,967,1012,1016,6.0,826,4956.0
120881,20171121,5694,335,967,1012,1111,5.0,621,3105.0
120882,20130719,5694,335,904,1012,1111,20.0,740,14800.0
120883,20170804,5694,345,904,1017,1016,44.0,990,43560.0
120884,20100110,5694,336,904,1017,1111,424.0,515,218360.0
120885,20180104,5694,345,904,1017,1111,110.0,755,83050.0
120886,20180106,5694,345,904,1024,1016,24.0,759,18216.0
120887,20110823,5694,336,904,1024,1111,455.0,656,298480.0
120888,20110719,5694,346,904,1024,1111,268.0,729,195372.0
120889,20100406,5694,336,967,1037,1111,18.0,652,11736.0
120890,20180124,5694,335,904,1037,1111,42.0,963,40446.0
120891,20170408,5695,345,967,1034,1248,25.0,810,20250.0
120892,20130815,5694,335,904,1034,1111,494.0,792,391248.0
120893,20170504,5694,345,904,1034,1111,85.0,522,44370.0
120894,20170312,5695,345,904,1034,1250,16.0,907,14512.0
120895,20140108,5696,345,904,1034,1250,8.0,832,6656.0
120896,20141127,5694,335,904,1043,1111,1581.0,972,1536732.0
120897,20130520,5694,345,904,1043,1111,341.0,768,261888.0
120898,20100530,5695,338,904,1043,1250,2.0,790,1580.0
120899,20130522,5695,345,904,1043,1250,8.0,530,4240.0
120900,20100512,5694,336,904,1230,1111,279.0,884,246636.0
120901,20170513,5694,345,904,1230,1111,12.0,671,8052.0
120902,20160109,5696,335,904,1230,1165,13.0,825,10725.0
120903,20091027,5696,336,904,1049,1250,30.0,840,25200.0
120904,20110701,5696,338,904,1049,1250,3.0,918,2754.0
120905,20150717,5697,337,904,1049,1250,3.0,593,1779.0
120906,20161001,5694,345,967,1050,1016,210.0,737,154770.0
120907,20091228,5694,336,967,1050,1111,665.0,981,652365.0
120908,20181027,5694,345,967,1050,1111,13.0,812,10556.0
120909,20121128,5694,335,904,1050,1111,1435.0,793,1137955.0
120910,20140603,5694,345,904,1050,1111,134.0,867,116178.0
120911,20140509,5695,345,904,1058,1250,92.0,587,54004.0
120912,20140718,5696,345,904,1058,1250,15.0,961,14415.0
120913,20101005,5694,346,904,1063,1016,10.0,560,5600.0
120914,20160922,5694,335,904,1063,1111,241.0,673,162193.0
120915,20121022,5694,345,904,1063,1111,27.0,639,17253.0
120916,20180624,5694,345,904,1090,1016,563.0,856,481928.0
120917,20180113,5694,335,904,1090,1111,3962.0,866,3431092.0
120918,20180419,5694,345,904,1090,1111,3815.0,765,2918475.0
120919,20110417,5694,346,967,1065,1016,100.0,915,91500.0
120920,20170723,5694,345,904,1065,1016,1620.0,832,1347840.0
120921,20101014,5694,336,967,1065,1111,60.0,896,53760.0
120922,20180208,5694,345,967,1065,1111,50.0,832,41600.0
120923,20140904,5694,335,904,1065,1111,1079.0,945,1019655.0
120924,20150505,5694,345,904,1065,1111,297.0,722,214434.0
120925,20131111,5694,345,904,1070,1111,10.0,781,7810.0
120926,20130724,5694,345,904,1223,1016,30.0,848,25440.0
120927,20121125,5694,335,904,1223,1111,869.0,541,470129.0
120928,20180825,5694,345,904,1223,1111,171.0,646,110466.0
120929,20150130,5694,345,904,1081,1016,504.0,636,320544.0
120930,20090125,5694,346,904,1081,1079,181.0,520,94120.0
120931,20090907,5696,346,904,1081,1111,20.0,507,10140.0
120932,20090527,5694,336,904,1081,1111,8854.0,764,6764456.0
120933,20110129,5694,346,904,1081,1111,772.0,816,629952.0
120934,20161103,5694,345,904,1249,1016,548.0,614,336472.0
120935,20170620,5694,335,904,1249,1111,8965.0,996,8929140.0
120936,20120913,5694,345,904,1249,1111,2970.0,662,1966140.0
120937,20160630,5696,335,904,1099,1249,10.0,869,8690.0
120938,20110325,5694,336,904,1093,1111,61.0,530,32330.0
120939,20110924,5694,346,904,1093,1111,10.0,698,6980.0
120940,20150915,5695,345,904,1098,1250,10.0,997,9970.0
120941,20140403,5696,335,904,1098,1250,26.0,863,22438.0
120942,20130212,5696,345,904,1098,1250,8.0,824,6592.0
120943,20150729,5694,345,904,1107,1016,189.0,884,167076.0
120944,20120916,5694,335,904,1107,1111,1224.0,955,1168920.0
120945,20171030,5694,345,904,1107,1111,98.0,536,52528.0
120946,20150430,5694,345,967,1107,1143,30.0,682,20460.0
120947,20170816,5694,335,904,1115,1111,326.0,873,284598.0
120948,20090513,5694,336,904,1117,1111,132.0,835,110220.0
120949,20170111,5694,345,904,1117,1111,17.0,932,15844.0
120950,20150113,5694,335,904,1110,1111,141.0,648,91368.0
120951,20130801,5694,345,904,1110,1111,3.0,659,1977.0
120952,20110412,5694,336,904,1113,1111,226.0,810,183060.0
120953,20151202,5694,345,904,1113,1111,25.0,678,16950.0
120954,20150419,5694,345,904,1118,1016,297.0,790,234630.0
120955,20170404,5694,335,904,1118,1111,6000.0,617,3702000.0
120956,20090322,5694,346,904,1118,1111,790.0,853,673870.0
120957,20140504,5694,335,904,1122,1111,29.0,732,21228.0
120958,20160415,5694,345,904,1122,1111,15.0,943,14145.0
120959,20131019,5694,345,967,1120,1016,689.0,560,385840.0
120960,20140930,5694,335,967,1120,1111,386.0,789,304554.0
120961,20100708,5694,346,967,1120,1111,480.0,701,336480.0
120962,20170408,5694,335,904,1120,1111,455.0,881,400855.0
120963,20110404,5694,346,904,1120,1111,614.0,945,580230.0
120964,20151227,5694,335,904,1127,1111,336.0,937,314832.0
120965,20161129,5694,345,904,1127,1111,25.0,827,20675.0
120966,20160426,5694,335,904,1128,1111,27.0,518,13986.0
120967,20100719,5694,346,904,1128,1111,5.0,582,2910.0
120968,20150119,5694,335,904,1132,1111,93.0,735,68355.0
120969,20150731,5694,345,904,1159,1111,5.0,826,4130.0
120970,20171008,5694,345,967,1139,1111,6.0,786,4716.0
120971,20130607,5694,335,904,1139,1111,25.0,635,15875.0
120972,20121104,5694,345,904,1139,1111,8.0,962,7696.0
120973,20100411,5694,336,904,1152,1111,190.0,755,143450.0
120974,20170120,5695,345,904,1152,1250,57.0,504,28728.0
120975,20181213,5696,335,904,1152,1250,24.0,837,20088.0
120976,20140815,5696,345,904,1152,1250,57.0,726,41382.0
120977,20150107,5698,345,904,1152,1250,44.0,530,23320.0
120978,20170928,5694,345,967,1143,1016,5.0,918,4590.0
120979,20150901,5694,331,967,1143,1111,4.0,580,2320.0
120980,20180225,5694,335,904,1143,1111,4.0,598,2392.0
120981,20170315,5694,345,904,1143,1111,12.0,500,6000.0
120982,20140801,5694,345,904,1165,1016,239.0,912,217968.0
120983,20141025,5694,335,904,1165,1111,5030.0,506,2545180.0
120984,20110508,5694,346,904,1165,1111,612.0,594,363528.0
120985,20111221,5694,348,904,1165,1111,25.0,991,24775.0
120986,20150923,5694,335,967,1175,1111,87.0,569,49503.0
120987,20130321,5694,345,967,1175,1111,10.0,914,9140.0
120988,20171021,5694,335,904,1175,1111,243.0,855,207765.0
120989,20110908,5694,346,904,1175,1111,60.0,602,36120.0
120990,20140713,5696,335,967,1175,1229,60.0,798,47880.0
120991,20090809,5696,336,904,1175,1229,32.0,910,29120.0
120992,20131006,5694,345,967,1168,1016,20.0,563,11260.0
120993,20131031,5694,345,967,1168,1079,100.0,598,59800.0
120994,20111114,5694,336,967,1168,1111,5.0,668,3340.0
120995,20170424,5694,345,967,1168,1111,8.0,812,6496.0
120996,20140823,5694,335,904,1168,1111,62.0,511,31682.0
120997,20181120,5694,345,904,1168,1111,8.0,564,4512.0
120998,20090327,5694,336,904,1184,1111,32.0,885,28320.0
120999,20110708,5694,346,904,1184,1111,1.0,523,523.0
121000,20121216,5694,335,904,1177,1111,15.0,542,8130.0
121001,20110120,5694,336,904,1187,1111,2785.0,674,1877090.0
121002,20100215,5694,346,904,1187,1111,234.0,517,120978.0
121003,20180124,5694,335,904,1188,1111,4.0,944,3776.0
121004,20120703,5694,335,904,1190,1111,45.0,916,41220.0
121005,20110721,5694,346,904,1190,1111,20.0,826,16520.0
121006,20160715,5694,345,967,1192,1111,11.0,645,7095.0
121007,20170711,5694,345,904,1192,1111,21.0,918,19278.0
121008,20120924,5694,335,904,1193,1111,318.0,675,214650.0
121009,20160222,5694,345,904,1193,1111,17.0,631,10727.0
121010,20121031,5694,345,904,1206,1111,5.0,850,4250.0
121011,20121217,5694,335,904,1229,1111,472.0,533,251576.0
121012,20101029,5694,346,904,1229,1111,365.0,943,344195.0
121013,20121208,5694,345,904,1213,1016,431.0,955,411605.0
121014,20110312,5694,336,904,1213,1111,1275.0,938,1195950.0
121015,20161124,5694,345,967,1213,1143,20.0,545,10900.0
121016,20110531,5694,346,904,1213,1143,30.0,774,23220.0
121017,20130122,5694,345,967,1204,1016,85.0,673,57205.0
121018,20181220,5694,335,967,1204,1111,560.0,956,535360.0
121019,20130724,5694,345,967,1204,1111,217.0,655,142135.0
121020,20170929,5694,335,904,1235,1111,70.0,885,61950.0
121021,20180127,5694,335,967,1242,1111,113.0,675,76275.0
121022,20130211,5694,345,967,1242,1111,39.0,986,38454.0
121023,20120705,5694,335,904,1242,1111,395.0,627,247665.0
121024,20151002,5694,345,904,1242,1111,27.0,632,17064.0
121025,20171115,5696,335,904,1240,1250,5.0,511,2555.0
121026,20130316,5696,345,904,1240,1250,7.0,895,6265.0
121027,20150408,5694,335,904,1232,1111,290.0,544,157760.0
121028,20181214,5694,345,904,1232,1111,33.0,766,25278.0
121029,20160712,5694,345,967,1232,1143,420.0,841,353220.0
121030,20171015,5694,335,904,1247,1111,11.0,781,8591.0
121031,20090922,5695,346,904,1250,1248,80.0,920,73600.0
121032,20120720,5696,345,904,1250,1016,48.0,732,35136.0
121033,20161002,5694,345,967,1250,1016,20.0,552,11040.0
121034,20180714,5694,331,904,1250,1016,86.0,764,65704.0
121035,20131129,5694,345,904,1250,1016,5761.0,607,3496927.0
121036,20140712,5694,345,967,1250,1111,9.0,590,5310.0
121037,20170623,5694,230,904,1250,1111,15.0,524,7860.0
121038,20181002,5694,331,904,1250,1111,357.0,746,266322.0
121039,20110805,5694,336,904,1250,1111,29753.0,832,24754496.0
121040,20160623,5694,337,904,1250,1111,11.0,874,9614.0
121041,20180116,5694,345,904,1250,1111,23455.0,877,20570035.0
121042,20170415,5696,335,904,1250,1119,30.0,502,15060.0
121043,20160126,5699,331,904,1250,1147,532.0,968,514976.0
121044,20130129,5694,345,967,1250,1143,40.0,942,37680.0
121045,20100111,5694,346,904,1250,1143,19.0,510,9690.0
121046,20140115,5694,345,904,1250,1239,9.0,543,4887.0
121047,20181204,5694,331,904,1250,1232,1.0,758,758.0
121048,20090105,5694,338,904,1250,1258,2.0,718,1436.0
121049,20100813,5694,336,904,1219,1111,364.0,885,322140.0
121050,20090603,5694,346,904,1219,1111,21.0,732,15372.0
121051,20090506,5700,336,904,1248,1111,120.0,932,111840.0
121052,20130402,5700,345,904,1248,1111,230.0,634,145820.0
121053,20180511,5700,345,967,1012,1016,6.0,997,5982.0
121054,20120420,5700,335,967,1012,1111,5.0,798,3990.0
121055,20141007,5700,335,904,1012,1111,20.0,991,19820.0
121056,20110530,5700,336,904,1017,1111,295.0,508,149860.0
121057,20160411,5700,345,904,1017,1111,16.0,993,15888.0
121058,20150323,5701,345,904,1021,1213,2.0,566,1132.0
121059,20121119,5700,335,967,1037,1111,30.0,902,27060.0
121060,20090831,5700,336,904,1037,1111,80.0,748,59840.0
121061,20100501,5700,346,904,1037,1111,10.0,838,8380.0
121062,20181024,5700,335,904,1034,1111,274.0,601,164674.0
121063,20090529,5700,346,904,1034,1111,472.0,570,269040.0
121064,20141209,5702,345,904,1034,1250,2.0,920,1840.0
121065,20160202,5700,335,904,1043,1111,512.0,702,359424.0
121066,20120826,5700,345,904,1043,1111,1083.0,689,746187.0
121067,20110118,5700,336,904,1230,1111,131.0,622,81482.0
121068,20110714,5700,346,904,1230,1111,217.0,815,176855.0
121069,20140408,5700,345,967,1050,1111,98.0,821,80458.0
121070,20111022,5700,336,967,1050,1111,180.0,568,102240.0
121071,20090906,5700,346,967,1050,1111,146.0,987,144102.0
121072,20100321,5700,336,904,1050,1111,280.0,665,186200.0
121073,20131212,5700,345,904,1050,1111,289.0,675,195075.0
121074,20180203,5700,345,904,1062,1111,17.0,756,12852.0
121075,20140422,5700,345,904,1090,1016,7.0,851,5957.0
121076,20140109,5700,335,904,1090,1111,573.0,812,465276.0
121077,20160128,5700,345,904,1090,1111,5.0,880,4400.0
121078,20140217,5700,335,904,1065,1111,70.0,884,61880.0
121079,20110402,5700,346,904,1070,1111,25.0,780,19500.0
121080,20140116,5700,335,904,1223,1111,55.0,781,42955.0
121081,20160825,5700,345,904,1223,1111,13.0,624,8112.0
121082,20150112,5700,345,904,1081,1079,131.0,626,82006.0
121083,20170214,5700,335,904,1081,1111,1447.0,822,1189434.0
121084,20150831,5700,345,904,1249,1016,12.0,590,7080.0
121085,20180422,5700,335,904,1249,1111,495.0,628,310860.0
121086,20140611,5700,345,904,1249,1111,55.0,942,51810.0
121087,20181119,5700,335,904,1107,1111,85.0,799,67915.0
121088,20171215,5700,345,904,1107,1111,899.0,979,880121.0
121089,20161112,5700,345,904,1107,1239,5.0,983,4915.0
121090,20130126,5700,335,904,1117,1111,145.0,990,143550.0
121091,20160902,5700,345,904,1117,1111,418.0,655,273790.0
121092,20151216,5700,335,904,1113,1111,65.0,670,43550.0
121093,20100416,5700,346,904,1113,1111,178.0,858,152724.0
121094,20150202,5700,335,904,1118,1111,231.0,845,195195.0
121095,20180807,5700,345,904,1118,1111,910.0,657,597870.0
121096,20130302,5700,345,904,1122,1111,20.0,534,10680.0
121097,20150712,5700,345,909,1120,1111,1.0,536,536.0
121098,20140331,5700,335,967,1120,1111,55.0,749,41195.0
121099,20121129,5700,345,967,1120,1111,1305.0,843,1100115.0
121100,20170604,5700,335,904,1120,1111,49.0,725,35525.0
121101,20120312,5700,345,904,1120,1111,1960.0,978,1916880.0
121102,20100222,5700,336,904,1127,1111,10.0,910,9100.0
121103,20150822,5700,345,904,1127,1111,125.0,568,71000.0
121104,20100307,5700,336,904,1128,1111,20.0,868,17360.0
121105,20130512,5700,345,904,1128,1111,144.0,699,100656.0
121106,20131212,5700,345,904,1130,1111,8.0,788,6304.0
121107,20161218,5700,345,904,1132,1111,39.0,884,34476.0
121108,20120317,5700,345,904,1139,1111,10.0,538,5380.0
121109,20140829,5700,345,904,1152,1111,30.0,824,24720.0
121110,20110708,5700,346,967,1143,1111,22.0,748,16456.0
121111,20180624,5700,345,904,1143,1111,24.0,693,16632.0
121112,20170312,5700,331,967,1143,1239,10.0,502,5020.0
121113,20180527,5700,335,904,1165,1111,296.0,943,279128.0
121114,20160606,5700,345,904,1165,1111,9.0,936,8424.0
121115,20130817,5700,335,904,1175,1111,12.0,603,7236.0
121116,20160316,5700,345,904,1175,1111,30.0,990,29700.0
121117,20180508,5700,345,967,1168,1079,100.0,867,86700.0
121118,20171118,5700,335,904,1168,1111,20.0,648,12960.0
121119,20090824,5700,336,904,1184,1111,30.0,556,16680.0
121120,20180114,5700,345,904,1184,1111,27.0,626,16902.0
121121,20111113,5700,346,904,1177,1111,17.0,902,15334.0
121122,20131101,5700,335,967,1187,1111,96.0,867,83232.0
121123,20100123,5700,336,904,1187,1111,262.0,556,145672.0
121124,20130925,5700,345,904,1187,1111,13.0,598,7774.0
121125,20160822,5700,335,904,1188,1111,5.0,700,3500.0
121126,20110418,5700,336,904,1193,1111,103.0,639,65817.0
121127,20140412,5700,345,904,1193,1111,312.0,750,234000.0
121128,20180916,5700,345,904,1206,1111,26.0,845,21970.0
121129,20150105,5700,345,904,1213,1016,3.0,652,1956.0
121130,20091117,5700,336,904,1213,1111,10.0,829,8290.0
121131,20090731,5700,346,904,1213,1239,5.0,845,4225.0
121132,20130220,5700,345,967,1204,1111,1329.0,672,893088.0
121133,20160331,5700,345,967,1242,1111,75.0,566,42450.0
121134,20160927,5700,335,904,1242,1111,10.0,588,5880.0
121135,20160206,5700,345,904,1242,1111,56.0,695,38920.0
121136,20170305,5702,335,904,1240,1250,5.0,996,4980.0
121137,20140117,5700,345,904,1232,1111,81.0,947,76707.0
121138,20120209,5700,345,904,1250,1016,33.0,893,29469.0
121139,20150504,5700,345,904,1250,1079,40.0,604,24160.0
121140,20130214,5700,337,967,1250,1111,1.0,951,951.0
121141,20160510,5700,230,904,1250,1111,40.0,545,21800.0
121142,20181206,5700,331,904,1250,1111,30.0,827,24810.0
121143,20100915,5700,336,904,1250,1111,2388.0,503,1201164.0
121144,20130719,5700,337,904,1250,1111,28.0,697,19516.0
121145,20100711,5700,346,904,1250,1111,22933.0,657,15066981.0
121146,20110115,5703,317,917,1250,1210,1.0,523,523.0
121147,20120322,5700,345,904,1250,1239,1051.0,633,665283.0
121148,20160428,5700,331,904,1250,1232,3.0,728,2184.0
121149,20111227,5700,336,904,1219,1111,10.0,995,9950.0
121150,20150112,5700,345,904,1219,1111,428.0,909,389052.0
121151,20170930,5704,345,904,1248,1111,1.0,538,538.0
121152,20100617,5704,346,967,1012,1016,6.0,667,4002.0
121153,20180427,5704,345,904,1017,1016,37.0,509,18833.0
121154,20150207,5704,335,904,1017,1111,335.0,798,267330.0
121155,20170219,5704,345,904,1017,1111,4.0,752,3008.0
121156,20180203,5705,345,904,1021,1213,3.0,763,2289.0
121157,20180805,5704,345,904,1024,1016,40.0,638,25520.0
121158,20110406,5704,336,967,1037,1111,18.0,501,9018.0
121159,20161002,5704,335,904,1037,1111,18.0,602,10836.0
121160,20110728,5704,336,904,1034,1111,132.0,770,101640.0
121161,20170730,5704,345,904,1034,1111,6.0,769,4614.0
121162,20130217,5706,345,904,1034,1250,12.0,665,7980.0
121163,20170815,5704,335,904,1043,1111,363.0,542,196746.0
121164,20140719,5704,345,904,1043,1111,14.0,778,10892.0
121165,20121118,5706,337,904,1043,1250,6.0,504,3024.0
121166,20131120,5706,345,904,1043,1250,12.0,940,11280.0
121167,20180421,5704,335,904,1230,1111,106.0,901,95506.0
121168,20180626,5704,345,904,1230,1111,18.0,524,9432.0
121169,20100207,5704,346,967,1050,1016,20.0,724,14480.0
121170,20130303,5704,335,967,1050,1111,40.0,724,28960.0
121171,20151111,5704,335,904,1050,1111,388.0,907,351916.0
121172,20130114,5704,345,904,1050,1111,8.0,631,5048.0
121173,20180923,5706,345,904,1058,1250,75.0,585,43875.0
121174,20101124,5704,336,904,1063,1111,6.0,678,4068.0
121175,20120501,5704,345,904,1090,1016,384.0,574,220416.0
121176,20100928,5704,336,904,1090,1111,348.0,965,335820.0
121177,20121005,5704,345,904,1090,1111,4.0,567,2268.0
121178,20141015,5704,345,967,1065,1016,50.0,547,27350.0
121179,20151023,5704,345,904,1065,1016,450.0,688,309600.0
121180,20170330,5704,335,904,1065,1111,20.0,786,15720.0
121181,20180322,5704,335,904,1223,1111,227.0,698,158446.0
121182,20171013,5704,345,904,1223,1111,1.0,770,770.0
121183,20120202,5704,345,904,1081,1016,440.0,861,378840.0
121184,20090115,5704,336,904,1081,1111,316.0,553,174748.0
121185,20111113,5704,346,904,1249,1016,1186.0,915,1085190.0
121186,20150203,5704,335,904,1249,1111,258.0,668,172344.0
121187,20100302,5704,336,904,1093,1111,59.0,536,31624.0
121188,20180906,5706,345,904,1098,1250,16.0,994,15904.0
121189,20100107,5707,346,904,1098,1250,3.0,798,2394.0
121190,20130627,5704,345,904,1107,1016,33.0,767,25311.0
121191,20141113,5704,335,904,1107,1111,70.0,539,37730.0
121192,20120514,5704,345,904,1107,1111,12.0,762,9144.0
121193,20170829,5704,345,967,1107,1143,30.0,837,25110.0
121194,20100513,5704,336,904,1117,1111,8.0,725,5800.0
121195,20130823,5704,345,904,1117,1111,6.0,607,3642.0
121196,20140428,5704,345,904,1110,1111,3.0,555,1665.0
121197,20180603,5704,335,904,1113,1111,70.0,785,54950.0
121198,20130226,5704,345,904,1118,1016,80.0,548,43840.0
121199,20101108,5704,336,904,1118,1111,296.0,776,229696.0
121200,20161111,5704,345,967,1120,1016,224.0,586,131264.0
121201,20130529,5704,335,967,1120,1111,30.0,831,24930.0
121202,20171214,5704,345,967,1120,1111,23.0,662,15226.0
121203,20150906,5704,335,904,1120,1111,30.0,888,26640.0
121204,20110118,5704,346,904,1120,1111,50.0,604,30200.0
121205,20160517,5704,335,904,1127,1111,10.0,630,6300.0
121206,20100117,5704,336,904,1128,1111,20.0,953,19060.0
121207,20121021,5706,345,904,1152,1250,39.0,961,37479.0
121208,20170722,5707,345,904,1152,1250,5.0,933,4665.0
121209,20111226,5704,336,904,1143,1111,20.0,739,14780.0
121210,20160102,5704,335,904,1165,1111,329.0,942,309918.0
121211,20160322,5704,345,904,1165,1239,99.0,677,67023.0
121212,20101016,5704,336,967,1175,1111,2.0,883,1766.0
121213,20140727,5704,335,904,1175,1111,6.0,529,3174.0
121214,20140830,5704,345,904,1175,1111,5.0,566,2830.0
121215,20110213,5707,336,967,1175,1229,6.0,846,5076.0
121216,20110819,5704,346,967,1168,1016,5.0,969,4845.0
121217,20110819,5704,336,904,1168,1111,15.0,905,13575.0
121218,20120701,5704,335,904,1184,1111,4.0,636,2544.0
121219,20160405,5704,345,904,1184,1111,1.0,897,897.0
121220,20160121,5704,335,967,1187,1111,30.0,631,18930.0
121221,20130921,5704,335,904,1187,1111,10.0,801,8010.0
121222,20140319,5704,345,904,1193,1111,1.0,764,764.0
121223,20130117,5704,335,904,1229,1111,170.0,839,142630.0
121224,20170210,5704,345,904,1213,1016,34.0,967,32878.0
121225,20140624,5704,345,967,1213,1143,10.0,939,9390.0
121226,20101124,5704,346,904,1213,1143,15.0,522,7830.0
121227,20100831,5704,346,904,1213,1239,5.0,866,4330.0
121228,20160131,5704,345,967,1204,1016,17.0,749,12733.0
121229,20151230,5704,345,967,1242,1111,6.0,914,5484.0
121230,20151015,5704,345,904,1242,1111,6.0,978,5868.0
121231,20110609,5707,346,904,1240,1250,1.0,992,992.0
121232,20180813,5704,335,904,1232,1111,63.0,809,50967.0
121233,20151223,5704,345,904,1232,1111,2.0,862,1724.0
121234,20100214,5704,346,967,1232,1143,380.0,577,219260.0
121235,20180108,5707,345,904,1250,1016,20.0,917,18340.0
121236,20090711,5704,346,967,1250,1016,15.0,722,10830.0
121237,20161222,5704,331,904,1250,1016,44.0,768,33792.0
121238,20120829,5704,345,904,1250,1016,2956.0,525,1551900.0
121239,20150102,5704,331,904,1250,1111,21.0,649,13629.0
121240,20171123,5704,335,904,1250,1111,2017.0,785,1583345.0
121241,20101008,5704,338,904,1250,1111,6.0,903,5418.0
121242,20090130,5704,346,904,1250,1111,1471.0,938,1379798.0
121243,20151226,5704,345,967,1250,1143,50.0,803,40150.0
121244,20131224,5704,345,904,1250,1143,25.0,975,24375.0
121245,20160224,5704,345,904,1250,1239,230.0,714,164220.0
121246,20180606,5704,335,904,1219,1111,10.0,821,8210.0
