SpecieID,AppClass,Taxon,Class,Order_Info,Family,Genus,Origin
4400,II,Acropora loripes,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4401,II,Acropora macrostoma,Anthozoa,Scleractinia,Acroporidae,Acropora,
4402,II,Acropora maryae,Anthozoa,Scleractinia,Acroporidae,Acropora,
4403,II,Acropora microclados,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4404,II,Acropora microclados,Anthozoa,Scleractinia,Acroporidae,Acropora,
4405,II,Acropora microclados,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4406,II,Acropora microphthalma,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4407,II,Acropora microphthalma,Anthozoa,Scleractinia,Acroporidae,Acropora,
4408,II,Acropora millepora,Anthozoa,Scleractinia,Acroporidae,Acropora,
4409,II,Acropora millepora,Anthozoa,Scleractinia,Acroporidae,Acropora,AU
4410,II,Acropora millepora,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4411,II,Acropora millepora,Anthozoa,Scleractinia,Acroporidae,Acropora,SB
4412,II,Acropora millepora,Anthozoa,Scleractinia,Acroporidae,Acropora,TO
4413,II,Acropora monticulosa,Anthozoa,Scleractinia,Acroporidae,Acropora,FJ
4414,II,Acropora monticulosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4415,II,Acropora monticulosa,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4416,II,Acropora multiacuta,Anthozoa,Scleractinia,Acroporidae,Acropora,
4417,II,Acropora nana,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4418,II,Acropora nana,Anthozoa,Scleractinia,Acroporidae,Acropora,
4419,II,Acropora nasuta,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4420,II,Acropora nasuta,Anthozoa,Scleractinia,Acroporidae,Acropora,
4421,II,Acropora nasuta,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4422,II,Acropora natalensis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4423,II,Acropora navini,Anthozoa,Scleractinia,Acroporidae,Acropora,
4424,II,Acropora nobilis,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4425,II,Acropora nobilis,Anthozoa,Scleractinia,Acroporidae,Acropora,SB
4426,II,Acropora nobilis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4427,II,Acropora palifera,Anthozoa,Scleractinia,Acroporidae,Acropora,SB
4428,II,Acropora palifera,Anthozoa,Scleractinia,Acroporidae,Acropora,
4429,II,Acropora palmata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4430,II,Acropora palmerae,Anthozoa,Scleractinia,Acroporidae,Acropora,
4431,II,Acropora palmerae,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4432,II,Acropora paniculata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4433,II,Acropora paniculata,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4434,II,Acropora papillare,Anthozoa,Scleractinia,Acroporidae,Acropora,
4435,II,Acropora parahemprichii,Anthozoa,Scleractinia,Acroporidae,Acropora,
4436,II,Acropora parilis,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4437,II,Acropora parilis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4438,II,Acropora pichoni,Anthozoa,Scleractinia,Acroporidae,Acropora,
4439,II,Acropora pinguis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4440,II,Acropora plana,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4441,II,Acropora plana,Anthozoa,Scleractinia,Acroporidae,Acropora,AU
4442,II,Acropora plana,Anthozoa,Scleractinia,Acroporidae,Acropora,
4443,II,Acropora polystoma,Anthozoa,Scleractinia,Acroporidae,Acropora,
4444,II,Acropora polystoma,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4445,II,Acropora polystoma,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4446,II,Acropora prolifera,Anthozoa,Scleractinia,Acroporidae,Acropora,
4447,II,Acropora prostrata,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4448,II,Acropora prostrata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4449,II,Acropora pulchra,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4450,II,Acropora pulchra,Anthozoa,Scleractinia,Acroporidae,Acropora,
4451,II,Acropora rambleri,Anthozoa,Scleractinia,Acroporidae,Acropora,
4452,II,Acropora robusta,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4453,II,Acropora robusta,Anthozoa,Scleractinia,Acroporidae,Acropora,
4454,II,Acropora rosaria,Anthozoa,Scleractinia,Acroporidae,Acropora,
4455,II,Acropora rosaria,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4456,II,Acropora roseni,Anthozoa,Scleractinia,Acroporidae,Acropora,
4457,II,Acropora samoensis,Anthozoa,Scleractinia,Acroporidae,Acropora,FJ
4458,II,Acropora samoensis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4459,II,Acropora samoensis,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4460,II,Acropora sarmentosa,Anthozoa,Scleractinia,Acroporidae,Acropora,FJ
4461,II,Acropora sarmentosa,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4462,II,Acropora sarmentosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4463,II,Acropora schmitti,Anthozoa,Scleractinia,Acroporidae,Acropora,
4464,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4465,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,
4466,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,XX
4467,II,Acropora secale,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4468,II,Acropora selago,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4469,II,Acropora selago,Anthozoa,Scleractinia,Acroporidae,Acropora,
4470,II,Acropora simplex,Anthozoa,Scleractinia,Acroporidae,Acropora,
4471,II,Acropora solitaryensis,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4472,II,Acropora solitaryensis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4473,II,Acropora spathulata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4474,II,Acropora speciosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4475,II,Acropora squarrosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4476,II,Acropora subglabra,Anthozoa,Scleractinia,Acroporidae,Acropora,
4477,II,Acropora subulata,Anthozoa,Scleractinia,Acroporidae,Acropora,AU
4478,II,Acropora subulata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4479,II,Acropora subulata,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4480,II,Acropora suharsonoi,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4481,II,Acropora suharsonoi,Anthozoa,Scleractinia,Acroporidae,Acropora,
4482,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4483,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4484,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,AU
4485,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,FJ
4486,II,Acropora tenuis,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4487,II,Acropora teres,Anthozoa,Scleractinia,Acroporidae,Acropora,
4488,II,Acropora tizardi,Anthozoa,Scleractinia,Acroporidae,Acropora,
4489,II,Acropora tortuosa,Anthozoa,Scleractinia,Acroporidae,Acropora,SB
4490,II,Acropora tortuosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4491,II,Acropora turaki,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4492,II,Acropora turaki,Anthozoa,Scleractinia,Acroporidae,Acropora,
4493,II,Acropora tutuilensis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4494,II,Acropora valenciennesi,Anthozoa,Scleractinia,Acroporidae,Acropora,
4495,II,Acropora valenciennesi,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4496,II,Acropora valida,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4497,II,Acropora valida,Anthozoa,Scleractinia,Acroporidae,Acropora,
4498,II,Acropora valida,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4499,II,Acropora variabilis,Anthozoa,Scleractinia,Acroporidae,Acropora,
4500,II,Acropora variolosa,Anthozoa,Scleractinia,Acroporidae,Acropora,
4501,II,Acropora vaughani,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4502,II,Acropora vaughani,Anthozoa,Scleractinia,Acroporidae,Acropora,
4503,II,Acropora vermiculata,Anthozoa,Scleractinia,Acroporidae,Acropora,
4504,II,Acropora verweyi,Anthozoa,Scleractinia,Acroporidae,Acropora,
4505,II,Acropora verweyi,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4506,II,Acropora walindii,Anthozoa,Scleractinia,Acroporidae,Acropora,
4507,II,Acropora willisae,Anthozoa,Scleractinia,Acroporidae,Acropora,
4508,II,Acropora yongei,Anthozoa,Scleractinia,Acroporidae,Acropora,ID
4509,II,Acropora yongei,Anthozoa,Scleractinia,Acroporidae,Acropora,
4510,II,Acropora yongei,Anthozoa,Scleractinia,Acroporidae,Acropora,FM
4511,II,Anacropora spp.,Anthozoa,Scleractinia,Acroporidae,Anacropora,
4512,II,Astreopora spp.,Anthozoa,Scleractinia,Acroporidae,Astreopora,
4513,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,
4514,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,ID
4515,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,SB
4516,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,XX
4517,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,FJ
4518,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,AU
4519,II,Montipora aequituberculata,Anthozoa,Scleractinia,Acroporidae,Montipora,
4520,II,Montipora australiensis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4521,II,Montipora cactus,Anthozoa,Scleractinia,Acroporidae,Montipora,
4522,II,Montipora capitata,Anthozoa,Scleractinia,Acroporidae,Montipora,
4523,II,Montipora capricornis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4524,II,Montipora capricornis,Anthozoa,Scleractinia,Acroporidae,Montipora,FM
4525,II,Montipora cebuensis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4526,II,Montipora confusa,Anthozoa,Scleractinia,Acroporidae,Montipora,ID
4527,II,Montipora confusa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4528,II,Montipora danae,Anthozoa,Scleractinia,Acroporidae,Montipora,
4529,II,Montipora digitata,Anthozoa,Scleractinia,Acroporidae,Montipora,ID
4530,II,Montipora digitata,Anthozoa,Scleractinia,Acroporidae,Montipora,
4531,II,Montipora efflorescens,Anthozoa,Scleractinia,Acroporidae,Montipora,
4532,II,Montipora foliosa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4533,II,Montipora hispida,Anthozoa,Scleractinia,Acroporidae,Montipora,FM
4534,II,Montipora informis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4535,II,Montipora millepora,Anthozoa,Scleractinia,Acroporidae,Montipora,
4536,II,Montipora mollis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4537,II,Montipora monasteriata,Anthozoa,Scleractinia,Acroporidae,Montipora,
4538,II,Montipora nodosa,Anthozoa,Scleractinia,Acroporidae,Montipora,ID
4539,II,Montipora palawanensis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4540,II,Montipora peltiformis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4541,II,Montipora samarensis,Anthozoa,Scleractinia,Acroporidae,Montipora,
4542,II,Montipora spumosa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4543,II,Montipora tuberculosa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4544,II,Montipora turgescens,Anthozoa,Scleractinia,Acroporidae,Montipora,
4545,II,Montipora undata,Anthozoa,Scleractinia,Acroporidae,Montipora,
4546,II,Montipora venosa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4547,II,Montipora verrucosa,Anthozoa,Scleractinia,Acroporidae,Montipora,
4548,II,Uromastyx spp.,Reptilia,Sauria,Agamidae,Uromastyx,SE
4549,II,Uromastyx spp.,Reptilia,Sauria,Agamidae,Uromastyx,
4550,II,Uromastyx spp.,Reptilia,Sauria,Agamidae,Uromastyx,ML
4551,II,Uromastyx acanthinura,Reptilia,Sauria,Agamidae,Uromastyx,
4552,II,Uromastyx aegyptia,Reptilia,Sauria,Agamidae,Uromastyx,
4553,II,Uromastyx dispar,Reptilia,Sauria,Agamidae,Uromastyx,
4554,II,Uromastyx dispar,Reptilia,Sauria,Agamidae,Uromastyx,ES
4555,II,Uromastyx dispar,Reptilia,Sauria,Agamidae,Uromastyx,FR
4556,II,Uromastyx geyri,Reptilia,Sauria,Agamidae,Uromastyx,
4557,II,Uromastyx geyri,Reptilia,Sauria,Agamidae,Uromastyx,TG
4558,II,Uromastyx geyri,Reptilia,Sauria,Agamidae,Uromastyx,ML
4559,II,Uromastyx geyri,Reptilia,Sauria,Agamidae,Uromastyx,BJ
4560,II,Uromastyx nigriventris,Reptilia,Sauria,Agamidae,Uromastyx,
4561,II,Uromastyx ocellata,Reptilia,Sauria,Agamidae,Uromastyx,
4562,II,Uromastyx ocellata,Reptilia,Sauria,Agamidae,Uromastyx,DE
4563,II,Uromastyx ornata,Reptilia,Sauria,Agamidae,Uromastyx,
4564,II,Uromastyx princeps,Reptilia,Sauria,Agamidae,Uromastyx,DE
4565,II,Uromastyx princeps,Reptilia,Sauria,Agamidae,Uromastyx,
4566,II,Uromastyx thomasi,Reptilia,Sauria,Agamidae,Uromastyx,FR
4567,II,Uromastyx thomasi,Reptilia,Sauria,Agamidae,Uromastyx,
4568,II,Uromastyx thomasi,Reptilia,Sauria,Agamidae,Uromastyx,DE
4569,II,Uromastyx yemenensis,Reptilia,Sauria,Agamidae,Uromastyx,AT
4570,II,Uromastyx yemenensis,Reptilia,Sauria,Agamidae,Uromastyx,
4571,II,Agaricia spp.,Anthozoa,Scleractinia,Agariciidae,Agaricia,
4572,II,Agaricia agaricites,Anthozoa,Scleractinia,Agariciidae,Agaricia,
4573,II,Agaricia humilis,Anthozoa,Scleractinia,Agariciidae,Agaricia,
4574,II,Agaricia lamarcki,Anthozoa,Scleractinia,Agariciidae,Agaricia,
4575,II,Leptoseris spp.,Anthozoa,Scleractinia,Agariciidae,Leptoseris,
4576,II,Leptoseris yabei,Anthozoa,Scleractinia,Agariciidae,Leptoseris,
4577,II,Pachyseris spp.,Anthozoa,Scleractinia,Agariciidae,Pachyseris,
4578,II,Pachyseris rugosa,Anthozoa,Scleractinia,Agariciidae,Pachyseris,
4579,II,Pachyseris rugosa,Anthozoa,Scleractinia,Agariciidae,Pachyseris,SB
4580,II,Pachyseris speciosa,Anthozoa,Scleractinia,Agariciidae,Pachyseris,
4581,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,
4582,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,SB
4583,II,Pavona spp.,Anthozoa,Scleractinia,Agariciidae,Pavona,TO
4584,II,Pavona cactus,Anthozoa,Scleractinia,Agariciidae,Pavona,
4585,II,Pavona clavus,Anthozoa,Scleractinia,Agariciidae,Pavona,ID
4586,II,Pavona clavus,Anthozoa,Scleractinia,Agariciidae,Pavona,
4587,II,Pavona decussata,Anthozoa,Scleractinia,Agariciidae,Pavona,
4588,II,Pavona maldivensis,Anthozoa,Scleractinia,Agariciidae,Pavona,
4589,II,Agave victoriae-reginae,,Liliales,Agavaceae,Agave,
4590,II,Alligatoridae spp.,Reptilia,Crocodylia,Alligatoridae,,XX
4591,II,Alligatoridae spp.,Reptilia,Crocodylia,Alligatoridae,,
4592,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,US
4593,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,XV
4594,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,XX
4595,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,
4596,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CH
4597,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CO
4598,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,IL
4599,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AR
4600,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZW
4601,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AE
4602,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CN
4603,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ML
4604,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,FR
4605,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,DK
4606,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG
4607,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SD
4608,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZM
4609,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AU
4610,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ZA
4611,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,UA
4612,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,ID
4613,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,PG
4614,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,GB
4615,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LA
4616,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AL
4617,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BO
4618,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,VN
4619,II,Caiman spp.,Reptilia,Crocodylia,Alligatoridae,Caiman,XX
4620,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,BO
4621,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,CO
4622,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,VE
4623,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,PY
4624,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,XX
4625,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,
4626,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,ZW
4627,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG
4628,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,RU
4629,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,VN
4630,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,UA
4631,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,GY
4632,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,VE
4633,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,XX
4634,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,GY
4635,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,ZA
4636,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,
4637,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,CO
4638,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,VN
4639,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,BO
4640,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CO
4641,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,HN
4642,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,BO
4643,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,ZW
4644,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,PA
4645,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,
4646,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,VE
4647,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,GT
4648,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,NI
4649,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,SG
4650,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,XX
4651,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,GY
4652,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,BO
4653,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,PY
4654,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,XX
4655,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,AR
4656,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,CO
4657,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,
4658,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,BR
4659,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,FR
4660,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,CH
4661,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,VE
4662,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,VN
4663,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,NL
4664,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,AR
4665,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,
4666,II,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,BR
4667,II,Melanosuchus niger,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,
4668,II,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,
4669,II,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,GY
4670,II,Paleosuchus palpebrosus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,XX
4671,II,Paleosuchus trigonatus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,
4672,II,Paleosuchus trigonatus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,GY
4673,II,Paleosuchus trigonatus,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,XX
4674,II,Galanthus spp.,,Liliales,Amaryllidaceae,Galanthus,
4675,II,Galanthus spp.,,Liliales,Amaryllidaceae,Galanthus,TR
4676,II,Galanthus elwesii,,Liliales,Amaryllidaceae,Galanthus,TR
4677,II,Galanthus elwesii,,Liliales,Amaryllidaceae,Galanthus,
4678,II,Galanthus ikariae,,Liliales,Amaryllidaceae,Galanthus,
4679,II,Galanthus nivalis,,Liliales,Amaryllidaceae,Galanthus,
4680,II,"Galanthus nivalis ""flore pleno""",,Liliales,Amaryllidaceae,Galanthus,
4681,II,Galanthus plicatus,,Liliales,Amaryllidaceae,Galanthus,
4682,II,Galanthus reginae-olgae,,Liliales,Amaryllidaceae,Galanthus,
4683,II,Galanthus woronowii,,Liliales,Amaryllidaceae,Galanthus,GE
4684,II,Galanthus woronowii,,Liliales,Amaryllidaceae,Galanthus,TR
4685,II,Galanthus woronowii,,Liliales,Amaryllidaceae,Galanthus,
4686,II,Sternbergia spp.,,Liliales,Amaryllidaceae,Sternbergia,TR
4687,II,Sternbergia lutea,,Liliales,Amaryllidaceae,Sternbergia,TR
4688,II,Sternbergia lutea,,Liliales,Amaryllidaceae,Sternbergia,
4689,II,Ambystoma mexicanum,Amphibia,Caudata,Ambystomatidae,Ambystoma,
4690,II,Operculicarya decaryi,,Sapindales,Anacardiaceae,Operculicarya,
4691,II,Operculicarya hyphaenoides,,Sapindales,Anacardiaceae,Operculicarya,
4692,II,Operculicarya pachypus,,Sapindales,Anacardiaceae,Operculicarya,
4693,II,Operculicarya pachypus,,Sapindales,Anacardiaceae,Operculicarya,MG
4694,II,Anas bernieri,Aves,Anseriformes,Anatidae,Anas,
4695,II,Anas formosa,Aves,Anseriformes,Anatidae,Anas,NL
4696,II,Anas formosa,Aves,Anseriformes,Anatidae,Anas,
4697,II,Branta ruficollis,Aves,Anseriformes,Anatidae,Branta,NL
4698,II,Branta ruficollis,Aves,Anseriformes,Anatidae,Branta,
4699,II,Coscoroba coscoroba,Aves,Anseriformes,Anatidae,Coscoroba,
4700,II,Coscoroba coscoroba,Aves,Anseriformes,Anatidae,Coscoroba,XX
4701,II,Cygnus melancoryphus,Aves,Anseriformes,Anatidae,Cygnus,NL
4702,II,Cygnus melancoryphus,Aves,Anseriformes,Anatidae,Cygnus,
4703,II,Oxyura leucocephala,Aves,Anseriformes,Anatidae,Oxyura,
4704,II,Sarkidiornis melanotos,Aves,Anseriformes,Anatidae,Sarkidiornis,
4705,II,Anguilla anguilla,Actinopteri,Anguilliformes,Anguillidae,Anguilla,
4706,II,Anguilla anguilla,Actinopteri,Anguilliformes,Anguillidae,Anguilla,ES
4707,II,Anguilla anguilla,Actinopteri,Anguilliformes,Anguillidae,Anguilla,FR
4708,II,Anguilla anguilla,Actinopteri,Anguilliformes,Anguillidae,Anguilla,MA
4709,II,Antipathes spp.,Anthozoa,Antipatharia,Antipathidae,Antipathes,
4710,II,Antipathes atlantica,Anthozoa,Antipatharia,Antipathidae,Antipathes,
4711,II,Antipathes furcata,Anthozoa,Antipatharia,Antipathidae,Antipathes,
4712,II,Cirrhipathes spp.,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,XX
4713,II,Cirrhipathes spp.,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,
4714,II,Cirrhipathes anguina,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,JP
4715,II,Cirrhipathes contorta,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,JP
4716,II,Cirrhipathes rumphii,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,JP
4717,II,Cirrhipathes spiralis,Anthozoa,Antipatharia,Antipathidae,Cirrhipathes,JP
4718,II,Pseudocirrhipathes spp.,Anthozoa,Antipatharia,Antipathidae,Pseudocirrhipathes,JP
4719,II,Stichopathes spp.,Anthozoa,Antipatharia,Antipathidae,Stichopathes,XX
4720,II,Stichopathes spp.,Anthozoa,Antipatharia,Antipathidae,Stichopathes,
4721,II,Stichopathes lutkeni,Anthozoa,Antipatharia,Antipathidae,Stichopathes,
4722,II,Stichopathes pourtalesi,Anthozoa,Antipatharia,Antipathidae,Stichopathes,
4723,II,Stichopathes semiglabra,Anthozoa,Antipatharia,Antipathidae,Stichopathes,
