DateKey,Date,DateYear,DateDay,DateMonth
20110215,02/15/2011,2011,2,15
20110216,02/16/2011,2011,2,16
20110217,02/17/2011,2011,2,17
20110218,02/18/2011,2011,2,18
20110219,02/19/2011,2011,2,19
20110220,02/20/2011,2011,2,20
20110221,02/21/2011,2011,2,21
20110222,02/22/2011,2011,2,22
20110223,02/23/2011,2011,2,23
20110224,02/24/2011,2011,2,24
20110225,02/25/2011,2011,2,25
20110226,02/26/2011,2011,2,26
20110227,02/27/2011,2011,2,27
20110228,02/28/2011,2011,2,28
20110301,03/01/2011,2011,3,1
20110302,03/02/2011,2011,3,2
20110303,03/03/2011,2011,3,3
20110304,03/04/2011,2011,3,4
20110305,03/05/2011,2011,3,5
20110306,03/06/2011,2011,3,6
20110307,03/07/2011,2011,3,7
20110308,03/08/2011,2011,3,8
20110309,03/09/2011,2011,3,9
20110310,03/10/2011,2011,3,10
20110311,03/11/2011,2011,3,11
20110312,03/12/2011,2011,3,12
20110313,03/13/2011,2011,3,13
20110314,03/14/2011,2011,3,14
20110315,03/15/2011,2011,3,15
20110316,03/16/2011,2011,3,16
20110317,03/17/2011,2011,3,17
20110318,03/18/2011,2011,3,18
20110319,03/19/2011,2011,3,19
20110320,03/20/2011,2011,3,20
20110321,03/21/2011,2011,3,21
20110322,03/22/2011,2011,3,22
20110323,03/23/2011,2011,3,23
20110324,03/24/2011,2011,3,24
20110325,03/25/2011,2011,3,25
20110326,03/26/2011,2011,3,26
20110327,03/27/2011,2011,3,27
20110328,03/28/2011,2011,3,28
20110329,03/29/2011,2011,3,29
20110330,03/30/2011,2011,3,30
20110331,03/31/2011,2011,3,31
20110401,04/01/2011,2011,4,1
20110402,04/02/2011,2011,4,2
20110403,04/03/2011,2011,4,3
20110404,04/04/2011,2011,4,4
20110405,04/05/2011,2011,4,5
20110406,04/06/2011,2011,4,6
20110407,04/07/2011,2011,4,7
20110408,04/08/2011,2011,4,8
20110409,04/09/2011,2011,4,9
20110410,04/10/2011,2011,4,10
20110411,04/11/2011,2011,4,11
20110412,04/12/2011,2011,4,12
20110413,04/13/2011,2011,4,13
20110414,04/14/2011,2011,4,14
20110415,04/15/2011,2011,4,15
20110416,04/16/2011,2011,4,16
20110417,04/17/2011,2011,4,17
20110418,04/18/2011,2011,4,18
20110419,04/19/2011,2011,4,19
20110420,04/20/2011,2011,4,20
20110421,04/21/2011,2011,4,21
20110422,04/22/2011,2011,4,22
20110423,04/23/2011,2011,4,23
20110424,04/24/2011,2011,4,24
20110425,04/25/2011,2011,4,25
20110426,04/26/2011,2011,4,26
20110427,04/27/2011,2011,4,27
20110428,04/28/2011,2011,4,28
20110429,04/29/2011,2011,4,29
20110430,04/30/2011,2011,4,30
20110501,05/01/2011,2011,5,1
20110502,05/02/2011,2011,5,2
20110503,05/03/2011,2011,5,3
20110504,05/04/2011,2011,5,4
20110505,05/05/2011,2011,5,5
20110506,05/06/2011,2011,5,6
20110507,05/07/2011,2011,5,7
20110508,05/08/2011,2011,5,8
20110509,05/09/2011,2011,5,9
20110510,05/10/2011,2011,5,10
20110511,05/11/2011,2011,5,11
20110512,05/12/2011,2011,5,12
20110513,05/13/2011,2011,5,13
20110514,05/14/2011,2011,5,14
20110515,05/15/2011,2011,5,15
20110516,05/16/2011,2011,5,16
20110517,05/17/2011,2011,5,17
20110518,05/18/2011,2011,5,18
20110519,05/19/2011,2011,5,19
20110520,05/20/2011,2011,5,20
20110521,05/21/2011,2011,5,21
20110522,05/22/2011,2011,5,22
20110523,05/23/2011,2011,5,23
20110524,05/24/2011,2011,5,24
20110525,05/25/2011,2011,5,25
20110526,05/26/2011,2011,5,26
20110527,05/27/2011,2011,5,27
20110528,05/28/2011,2011,5,28
20110529,05/29/2011,2011,5,29
20110530,05/30/2011,2011,5,30
20110531,05/31/2011,2011,5,31
20110601,06/01/2011,2011,6,1
20110602,06/02/2011,2011,6,2
20110603,06/03/2011,2011,6,3
20110604,06/04/2011,2011,6,4
20110605,06/05/2011,2011,6,5
20110606,06/06/2011,2011,6,6
20110607,06/07/2011,2011,6,7
20110608,06/08/2011,2011,6,8
20110609,06/09/2011,2011,6,9
20110610,06/10/2011,2011,6,10
20110611,06/11/2011,2011,6,11
20110612,06/12/2011,2011,6,12
20110613,06/13/2011,2011,6,13
20110614,06/14/2011,2011,6,14
20110615,06/15/2011,2011,6,15
20110616,06/16/2011,2011,6,16
20110617,06/17/2011,2011,6,17
20110618,06/18/2011,2011,6,18
20110619,06/19/2011,2011,6,19
20110620,06/20/2011,2011,6,20
20110621,06/21/2011,2011,6,21
20110622,06/22/2011,2011,6,22
20110623,06/23/2011,2011,6,23
20110624,06/24/2011,2011,6,24
20110625,06/25/2011,2011,6,25
20110626,06/26/2011,2011,6,26
20110627,06/27/2011,2011,6,27
20110628,06/28/2011,2011,6,28
20110629,06/29/2011,2011,6,29
20110630,06/30/2011,2011,6,30
20110701,07/01/2011,2011,7,1
20110702,07/02/2011,2011,7,2
20110703,07/03/2011,2011,7,3
20110704,07/04/2011,2011,7,4
20110705,07/05/2011,2011,7,5
20110706,07/06/2011,2011,7,6
20110707,07/07/2011,2011,7,7
20110708,07/08/2011,2011,7,8
20110709,07/09/2011,2011,7,9
20110710,07/10/2011,2011,7,10
20110711,07/11/2011,2011,7,11
20110712,07/12/2011,2011,7,12
20110713,07/13/2011,2011,7,13
20110714,07/14/2011,2011,7,14
20110715,07/15/2011,2011,7,15
20110716,07/16/2011,2011,7,16
20110717,07/17/2011,2011,7,17
20110718,07/18/2011,2011,7,18
20110719,07/19/2011,2011,7,19
20110720,07/20/2011,2011,7,20
20110721,07/21/2011,2011,7,21
20110722,07/22/2011,2011,7,22
20110723,07/23/2011,2011,7,23
20110724,07/24/2011,2011,7,24
20110725,07/25/2011,2011,7,25
20110726,07/26/2011,2011,7,26
20110727,07/27/2011,2011,7,27
20110728,07/28/2011,2011,7,28
20110729,07/29/2011,2011,7,29
20110730,07/30/2011,2011,7,30
20110731,07/31/2011,2011,7,31
20110801,08/01/2011,2011,8,1
20110802,08/02/2011,2011,8,2
20110803,08/03/2011,2011,8,3
20110804,08/04/2011,2011,8,4
20110805,08/05/2011,2011,8,5
20110806,08/06/2011,2011,8,6
20110807,08/07/2011,2011,8,7
20110808,08/08/2011,2011,8,8
20110809,08/09/2011,2011,8,9
20110810,08/10/2011,2011,8,10
20110811,08/11/2011,2011,8,11
20110812,08/12/2011,2011,8,12
20110813,08/13/2011,2011,8,13
20110814,08/14/2011,2011,8,14
20110815,08/15/2011,2011,8,15
20110816,08/16/2011,2011,8,16
20110817,08/17/2011,2011,8,17
20110818,08/18/2011,2011,8,18
20110819,08/19/2011,2011,8,19
20110820,08/20/2011,2011,8,20
20110821,08/21/2011,2011,8,21
20110822,08/22/2011,2011,8,22
20110823,08/23/2011,2011,8,23
20110824,08/24/2011,2011,8,24
20110825,08/25/2011,2011,8,25
20110826,08/26/2011,2011,8,26
20110827,08/27/2011,2011,8,27
20110828,08/28/2011,2011,8,28
20110829,08/29/2011,2011,8,29
20110830,08/30/2011,2011,8,30
20110831,08/31/2011,2011,8,31
20110901,09/01/2011,2011,9,1
20110902,09/02/2011,2011,9,2
20110903,09/03/2011,2011,9,3
20110904,09/04/2011,2011,9,4
20110905,09/05/2011,2011,9,5
20110906,09/06/2011,2011,9,6
20110907,09/07/2011,2011,9,7
20110908,09/08/2011,2011,9,8
20110909,09/09/2011,2011,9,9
20110910,09/10/2011,2011,9,10
20110911,09/11/2011,2011,9,11
20110912,09/12/2011,2011,9,12
20110913,09/13/2011,2011,9,13
20110914,09/14/2011,2011,9,14
20110915,09/15/2011,2011,9,15
20110916,09/16/2011,2011,9,16
20110917,09/17/2011,2011,9,17
20110918,09/18/2011,2011,9,18
20110919,09/19/2011,2011,9,19
20110920,09/20/2011,2011,9,20
20110921,09/21/2011,2011,9,21
20110922,09/22/2011,2011,9,22
20110923,09/23/2011,2011,9,23
20110924,09/24/2011,2011,9,24
20110925,09/25/2011,2011,9,25
20110926,09/26/2011,2011,9,26
20110927,09/27/2011,2011,9,27
20110928,09/28/2011,2011,9,28
20110929,09/29/2011,2011,9,29
20110930,09/30/2011,2011,9,30
20111001,10/01/2011,2011,10,1
20111002,10/02/2011,2011,10,2
20111003,10/03/2011,2011,10,3
20111004,10/04/2011,2011,10,4
20111005,10/05/2011,2011,10,5
20111006,10/06/2011,2011,10,6
20111007,10/07/2011,2011,10,7
20111008,10/08/2011,2011,10,8
20111009,10/09/2011,2011,10,9
20111010,10/10/2011,2011,10,10
20111011,10/11/2011,2011,10,11
20111012,10/12/2011,2011,10,12
20111013,10/13/2011,2011,10,13
20111014,10/14/2011,2011,10,14
20111015,10/15/2011,2011,10,15
20111016,10/16/2011,2011,10,16
20111017,10/17/2011,2011,10,17
20111018,10/18/2011,2011,10,18
20111019,10/19/2011,2011,10,19
20111020,10/20/2011,2011,10,20
20111021,10/21/2011,2011,10,21
20111022,10/22/2011,2011,10,22
20111023,10/23/2011,2011,10,23
20111024,10/24/2011,2011,10,24
20111025,10/25/2011,2011,10,25
20111026,10/26/2011,2011,10,26
20111027,10/27/2011,2011,10,27
20111028,10/28/2011,2011,10,28
20111029,10/29/2011,2011,10,29
20111030,10/30/2011,2011,10,30
20111031,10/31/2011,2011,10,31
20111101,11/01/2011,2011,11,1
20111102,11/02/2011,2011,11,2
20111103,11/03/2011,2011,11,3
20111104,11/04/2011,2011,11,4
20111105,11/05/2011,2011,11,5
20111106,11/06/2011,2011,11,6
20111107,11/07/2011,2011,11,7
20111108,11/08/2011,2011,11,8
20111109,11/09/2011,2011,11,9
20111110,11/10/2011,2011,11,10
20111111,11/11/2011,2011,11,11
20111112,11/12/2011,2011,11,12
20111113,11/13/2011,2011,11,13
20111114,11/14/2011,2011,11,14
20111115,11/15/2011,2011,11,15
20111116,11/16/2011,2011,11,16
20111117,11/17/2011,2011,11,17
20111118,11/18/2011,2011,11,18
20111119,11/19/2011,2011,11,19
20111120,11/20/2011,2011,11,20
20111121,11/21/2011,2011,11,21
20111122,11/22/2011,2011,11,22
20111123,11/23/2011,2011,11,23
20111124,11/24/2011,2011,11,24
20111125,11/25/2011,2011,11,25
20111126,11/26/2011,2011,11,26
20111127,11/27/2011,2011,11,27
20111128,11/28/2011,2011,11,28
20111129,11/29/2011,2011,11,29
20111130,11/30/2011,2011,11,30
20111201,12/01/2011,2011,12,1
20111202,12/02/2011,2011,12,2
20111203,12/03/2011,2011,12,3
20111204,12/04/2011,2011,12,4
20111205,12/05/2011,2011,12,5
20111206,12/06/2011,2011,12,6
20111207,12/07/2011,2011,12,7
20111208,12/08/2011,2011,12,8
20111209,12/09/2011,2011,12,9
20111210,12/10/2011,2011,12,10
20111211,12/11/2011,2011,12,11
20111212,12/12/2011,2011,12,12
20111213,12/13/2011,2011,12,13
20111214,12/14/2011,2011,12,14
20111215,12/15/2011,2011,12,15
20111216,12/16/2011,2011,12,16
20111217,12/17/2011,2011,12,17
20111218,12/18/2011,2011,12,18
20111219,12/19/2011,2011,12,19
20111220,12/20/2011,2011,12,20
20111221,12/21/2011,2011,12,21
20111222,12/22/2011,2011,12,22
20111223,12/23/2011,2011,12,23
20111224,12/24/2011,2011,12,24
20111225,12/25/2011,2011,12,25
20111226,12/26/2011,2011,12,26
20111227,12/27/2011,2011,12,27
20111228,12/28/2011,2011,12,28
20111229,12/29/2011,2011,12,29
20111230,12/30/2011,2011,12,30
20111231,12/31/2011,2011,12,31
20120101,01/01/2012,2012,1,1
20120102,01/02/2012,2012,1,2
20120103,01/03/2012,2012,1,3
20120104,01/04/2012,2012,1,4
20120105,01/05/2012,2012,1,5
20120106,01/06/2012,2012,1,6
20120107,01/07/2012,2012,1,7
20120108,01/08/2012,2012,1,8
20120109,01/09/2012,2012,1,9
20120110,01/10/2012,2012,1,10
20120111,01/11/2012,2012,1,11
20120112,01/12/2012,2012,1,12
20120113,01/13/2012,2012,1,13
20120114,01/14/2012,2012,1,14
20120115,01/15/2012,2012,1,15
20120116,01/16/2012,2012,1,16
20120117,01/17/2012,2012,1,17
20120118,01/18/2012,2012,1,18
20120119,01/19/2012,2012,1,19
20120120,01/20/2012,2012,1,20
20120121,01/21/2012,2012,1,21
20120122,01/22/2012,2012,1,22
20120123,01/23/2012,2012,1,23
20120124,01/24/2012,2012,1,24
20120125,01/25/2012,2012,1,25
20120126,01/26/2012,2012,1,26
20120127,01/27/2012,2012,1,27
20120128,01/28/2012,2012,1,28
20120129,01/29/2012,2012,1,29
20120130,01/30/2012,2012,1,30
20120131,01/31/2012,2012,1,31
20120201,02/01/2012,2012,2,1
20120202,02/02/2012,2012,2,2
20120203,02/03/2012,2012,2,3
20120204,02/04/2012,2012,2,4
20120205,02/05/2012,2012,2,5
20120206,02/06/2012,2012,2,6
20120207,02/07/2012,2012,2,7
20120208,02/08/2012,2012,2,8
20120209,02/09/2012,2012,2,9
20120210,02/10/2012,2012,2,10
20120211,02/11/2012,2012,2,11
20120212,02/12/2012,2012,2,12
20120213,02/13/2012,2012,2,13
20120214,02/14/2012,2012,2,14
20120215,02/15/2012,2012,2,15
20120216,02/16/2012,2012,2,16
20120217,02/17/2012,2012,2,17
20120218,02/18/2012,2012,2,18
20120219,02/19/2012,2012,2,19
20120220,02/20/2012,2012,2,20
20120221,02/21/2012,2012,2,21
20120222,02/22/2012,2012,2,22
20120223,02/23/2012,2012,2,23
20120224,02/24/2012,2012,2,24
20120225,02/25/2012,2012,2,25
20120226,02/26/2012,2012,2,26
20120227,02/27/2012,2012,2,27
20120228,02/28/2012,2012,2,28
20120229,02/29/2012,2012,2,29
20120301,03/01/2012,2012,3,1
20120302,03/02/2012,2012,3,2
20120303,03/03/2012,2012,3,3
20120304,03/04/2012,2012,3,4
20120305,03/05/2012,2012,3,5
20120306,03/06/2012,2012,3,6
20120307,03/07/2012,2012,3,7
20120308,03/08/2012,2012,3,8
20120309,03/09/2012,2012,3,9
20120310,03/10/2012,2012,3,10
20120311,03/11/2012,2012,3,11
20120312,03/12/2012,2012,3,12
20120313,03/13/2012,2012,3,13
20120314,03/14/2012,2012,3,14
20120315,03/15/2012,2012,3,15
20120316,03/16/2012,2012,3,16
20120317,03/17/2012,2012,3,17
20120318,03/18/2012,2012,3,18
20120319,03/19/2012,2012,3,19
20120320,03/20/2012,2012,3,20
20120321,03/21/2012,2012,3,21
20120322,03/22/2012,2012,3,22
20120323,03/23/2012,2012,3,23
20120324,03/24/2012,2012,3,24
20120325,03/25/2012,2012,3,25
20120326,03/26/2012,2012,3,26
20120327,03/27/2012,2012,3,27
20120328,03/28/2012,2012,3,28
20120329,03/29/2012,2012,3,29
20120330,03/30/2012,2012,3,30
20120331,03/31/2012,2012,3,31
20120401,04/01/2012,2012,4,1
20120402,04/02/2012,2012,4,2
20120403,04/03/2012,2012,4,3
20120404,04/04/2012,2012,4,4
20120405,04/05/2012,2012,4,5
20120406,04/06/2012,2012,4,6
20120407,04/07/2012,2012,4,7
20120408,04/08/2012,2012,4,8
20120409,04/09/2012,2012,4,9
20120410,04/10/2012,2012,4,10
20120411,04/11/2012,2012,4,11
20120412,04/12/2012,2012,4,12
20120413,04/13/2012,2012,4,13
20120414,04/14/2012,2012,4,14
20120415,04/15/2012,2012,4,15
20120416,04/16/2012,2012,4,16
20120417,04/17/2012,2012,4,17
20120418,04/18/2012,2012,4,18
20120419,04/19/2012,2012,4,19
20120420,04/20/2012,2012,4,20
20120421,04/21/2012,2012,4,21
20120422,04/22/2012,2012,4,22
20120423,04/23/2012,2012,4,23
20120424,04/24/2012,2012,4,24
20120425,04/25/2012,2012,4,25
20120426,04/26/2012,2012,4,26
20120427,04/27/2012,2012,4,27
20120428,04/28/2012,2012,4,28
20120429,04/29/2012,2012,4,29
20120430,04/30/2012,2012,4,30
20120501,05/01/2012,2012,5,1
20120502,05/02/2012,2012,5,2
20120503,05/03/2012,2012,5,3
20120504,05/04/2012,2012,5,4
20120505,05/05/2012,2012,5,5
20120506,05/06/2012,2012,5,6
20120507,05/07/2012,2012,5,7
20120508,05/08/2012,2012,5,8
20120509,05/09/2012,2012,5,9
20120510,05/10/2012,2012,5,10
20120511,05/11/2012,2012,5,11
20120512,05/12/2012,2012,5,12
20120513,05/13/2012,2012,5,13
20120514,05/14/2012,2012,5,14
20120515,05/15/2012,2012,5,15
20120516,05/16/2012,2012,5,16
20120517,05/17/2012,2012,5,17
20120518,05/18/2012,2012,5,18
20120519,05/19/2012,2012,5,19
20120520,05/20/2012,2012,5,20
20120521,05/21/2012,2012,5,21
20120522,05/22/2012,2012,5,22
20120523,05/23/2012,2012,5,23
20120524,05/24/2012,2012,5,24
20120525,05/25/2012,2012,5,25
20120526,05/26/2012,2012,5,26
20120527,05/27/2012,2012,5,27
20120528,05/28/2012,2012,5,28
20120529,05/29/2012,2012,5,29
20120530,05/30/2012,2012,5,30
20120531,05/31/2012,2012,5,31
20120601,06/01/2012,2012,6,1
20120602,06/02/2012,2012,6,2
20120603,06/03/2012,2012,6,3
20120604,06/04/2012,2012,6,4
20120605,06/05/2012,2012,6,5
20120606,06/06/2012,2012,6,6
20120607,06/07/2012,2012,6,7
20120608,06/08/2012,2012,6,8
20120609,06/09/2012,2012,6,9
20120610,06/10/2012,2012,6,10
20120611,06/11/2012,2012,6,11
20120612,06/12/2012,2012,6,12
20120613,06/13/2012,2012,6,13
20120614,06/14/2012,2012,6,14
20120615,06/15/2012,2012,6,15
20120616,06/16/2012,2012,6,16
20120617,06/17/2012,2012,6,17
20120618,06/18/2012,2012,6,18
20120619,06/19/2012,2012,6,19
20120620,06/20/2012,2012,6,20
20120621,06/21/2012,2012,6,21
20120622,06/22/2012,2012,6,22
20120623,06/23/2012,2012,6,23
20120624,06/24/2012,2012,6,24
20120625,06/25/2012,2012,6,25
20120626,06/26/2012,2012,6,26
20120627,06/27/2012,2012,6,27
20120628,06/28/2012,2012,6,28
20120629,06/29/2012,2012,6,29
20120630,06/30/2012,2012,6,30
20120701,07/01/2012,2012,7,1
20120702,07/02/2012,2012,7,2
20120703,07/03/2012,2012,7,3
20120704,07/04/2012,2012,7,4
20120705,07/05/2012,2012,7,5
20120706,07/06/2012,2012,7,6
20120707,07/07/2012,2012,7,7
20120708,07/08/2012,2012,7,8
20120709,07/09/2012,2012,7,9
20120710,07/10/2012,2012,7,10
20120711,07/11/2012,2012,7,11
20120712,07/12/2012,2012,7,12
20120713,07/13/2012,2012,7,13
20120714,07/14/2012,2012,7,14
20120715,07/15/2012,2012,7,15
20120716,07/16/2012,2012,7,16
20120717,07/17/2012,2012,7,17
20120718,07/18/2012,2012,7,18
20120719,07/19/2012,2012,7,19
20120720,07/20/2012,2012,7,20
20120721,07/21/2012,2012,7,21
20120722,07/22/2012,2012,7,22
20120723,07/23/2012,2012,7,23
20120724,07/24/2012,2012,7,24
20120725,07/25/2012,2012,7,25
20120726,07/26/2012,2012,7,26
20120727,07/27/2012,2012,7,27
20120728,07/28/2012,2012,7,28
20120729,07/29/2012,2012,7,29
20120730,07/30/2012,2012,7,30
20120731,07/31/2012,2012,7,31
20120801,08/01/2012,2012,8,1
20120802,08/02/2012,2012,8,2
20120803,08/03/2012,2012,8,3
20120804,08/04/2012,2012,8,4
20120805,08/05/2012,2012,8,5
20120806,08/06/2012,2012,8,6
20120807,08/07/2012,2012,8,7
20120808,08/08/2012,2012,8,8
20120809,08/09/2012,2012,8,9
20120810,08/10/2012,2012,8,10
20120811,08/11/2012,2012,8,11
20120812,08/12/2012,2012,8,12
20120813,08/13/2012,2012,8,13
20120814,08/14/2012,2012,8,14
20120815,08/15/2012,2012,8,15
20120816,08/16/2012,2012,8,16
20120817,08/17/2012,2012,8,17
20120818,08/18/2012,2012,8,18
20120819,08/19/2012,2012,8,19
20120820,08/20/2012,2012,8,20
20120821,08/21/2012,2012,8,21
20120822,08/22/2012,2012,8,22
20120823,08/23/2012,2012,8,23
20120824,08/24/2012,2012,8,24
20120825,08/25/2012,2012,8,25
20120826,08/26/2012,2012,8,26
20120827,08/27/2012,2012,8,27
20120828,08/28/2012,2012,8,28
20120829,08/29/2012,2012,8,29
20120830,08/30/2012,2012,8,30
20120831,08/31/2012,2012,8,31
20120901,09/01/2012,2012,9,1
20120902,09/02/2012,2012,9,2
20120903,09/03/2012,2012,9,3
20120904,09/04/2012,2012,9,4
20120905,09/05/2012,2012,9,5
20120906,09/06/2012,2012,9,6
20120907,09/07/2012,2012,9,7
20120908,09/08/2012,2012,9,8
20120909,09/09/2012,2012,9,9
20120910,09/10/2012,2012,9,10
20120911,09/11/2012,2012,9,11
20120912,09/12/2012,2012,9,12
20120913,09/13/2012,2012,9,13
20120914,09/14/2012,2012,9,14
20120915,09/15/2012,2012,9,15
20120916,09/16/2012,2012,9,16
20120917,09/17/2012,2012,9,17
20120918,09/18/2012,2012,9,18
20120919,09/19/2012,2012,9,19
20120920,09/20/2012,2012,9,20
20120921,09/21/2012,2012,9,21
20120922,09/22/2012,2012,9,22
20120923,09/23/2012,2012,9,23
20120924,09/24/2012,2012,9,24
20120925,09/25/2012,2012,9,25
20120926,09/26/2012,2012,9,26
20120927,09/27/2012,2012,9,27
20120928,09/28/2012,2012,9,28
20120929,09/29/2012,2012,9,29
20120930,09/30/2012,2012,9,30
20121001,10/01/2012,2012,10,1
20121002,10/02/2012,2012,10,2
20121003,10/03/2012,2012,10,3
20121004,10/04/2012,2012,10,4
20121005,10/05/2012,2012,10,5
20121006,10/06/2012,2012,10,6
20121007,10/07/2012,2012,10,7
20121008,10/08/2012,2012,10,8
20121009,10/09/2012,2012,10,9
20121010,10/10/2012,2012,10,10
20121011,10/11/2012,2012,10,11
20121012,10/12/2012,2012,10,12
20121013,10/13/2012,2012,10,13
20121014,10/14/2012,2012,10,14
20121015,10/15/2012,2012,10,15
20121016,10/16/2012,2012,10,16
20121017,10/17/2012,2012,10,17
20121018,10/18/2012,2012,10,18
20121019,10/19/2012,2012,10,19
20121020,10/20/2012,2012,10,20
20121021,10/21/2012,2012,10,21
20121022,10/22/2012,2012,10,22
20121023,10/23/2012,2012,10,23
20121024,10/24/2012,2012,10,24
20121025,10/25/2012,2012,10,25
20121026,10/26/2012,2012,10,26
20121027,10/27/2012,2012,10,27
20121028,10/28/2012,2012,10,28
20121029,10/29/2012,2012,10,29
20121030,10/30/2012,2012,10,30
20121031,10/31/2012,2012,10,31
20121101,11/01/2012,2012,11,1
20121102,11/02/2012,2012,11,2
20121103,11/03/2012,2012,11,3
20121104,11/04/2012,2012,11,4
20121105,11/05/2012,2012,11,5
20121106,11/06/2012,2012,11,6
20121107,11/07/2012,2012,11,7
20121108,11/08/2012,2012,11,8
20121109,11/09/2012,2012,11,9
20121110,11/10/2012,2012,11,10
20121111,11/11/2012,2012,11,11
20121112,11/12/2012,2012,11,12
20121113,11/13/2012,2012,11,13
20121114,11/14/2012,2012,11,14
20121115,11/15/2012,2012,11,15
20121116,11/16/2012,2012,11,16
20121117,11/17/2012,2012,11,17
20121118,11/18/2012,2012,11,18
20121119,11/19/2012,2012,11,19
20121120,11/20/2012,2012,11,20
20121121,11/21/2012,2012,11,21
20121122,11/22/2012,2012,11,22
20121123,11/23/2012,2012,11,23
20121124,11/24/2012,2012,11,24
20121125,11/25/2012,2012,11,25
20121126,11/26/2012,2012,11,26
20121127,11/27/2012,2012,11,27
20121128,11/28/2012,2012,11,28
20121129,11/29/2012,2012,11,29
20121130,11/30/2012,2012,11,30
20121201,12/01/2012,2012,12,1
20121202,12/02/2012,2012,12,2
20121203,12/03/2012,2012,12,3
20121204,12/04/2012,2012,12,4
20121205,12/05/2012,2012,12,5
20121206,12/06/2012,2012,12,6
20121207,12/07/2012,2012,12,7
20121208,12/08/2012,2012,12,8
20121209,12/09/2012,2012,12,9
20121210,12/10/2012,2012,12,10
20121211,12/11/2012,2012,12,11
20121212,12/12/2012,2012,12,12
20121213,12/13/2012,2012,12,13
20121214,12/14/2012,2012,12,14
20121215,12/15/2012,2012,12,15
20121216,12/16/2012,2012,12,16
20121217,12/17/2012,2012,12,17
20121218,12/18/2012,2012,12,18
20121219,12/19/2012,2012,12,19
20121220,12/20/2012,2012,12,20
20121221,12/21/2012,2012,12,21
20121222,12/22/2012,2012,12,22
20121223,12/23/2012,2012,12,23
20121224,12/24/2012,2012,12,24
20121225,12/25/2012,2012,12,25
20121226,12/26/2012,2012,12,26
20121227,12/27/2012,2012,12,27
20121228,12/28/2012,2012,12,28
20121229,12/29/2012,2012,12,29
20121230,12/30/2012,2012,12,30
20121231,12/31/2012,2012,12,31
20130101,01/01/2013,2013,1,1
20130102,01/02/2013,2013,1,2
20130103,01/03/2013,2013,1,3
20130104,01/04/2013,2013,1,4
20130105,01/05/2013,2013,1,5
20130106,01/06/2013,2013,1,6
20130107,01/07/2013,2013,1,7
20130108,01/08/2013,2013,1,8
20130109,01/09/2013,2013,1,9
20130110,01/10/2013,2013,1,10
20130111,01/11/2013,2013,1,11
20130112,01/12/2013,2013,1,12
20130113,01/13/2013,2013,1,13
20130114,01/14/2013,2013,1,14
20130115,01/15/2013,2013,1,15
20130116,01/16/2013,2013,1,16
20130117,01/17/2013,2013,1,17
20130118,01/18/2013,2013,1,18
20130119,01/19/2013,2013,1,19
20130120,01/20/2013,2013,1,20
20130121,01/21/2013,2013,1,21
20130122,01/22/2013,2013,1,22
20130123,01/23/2013,2013,1,23
20130124,01/24/2013,2013,1,24
20130125,01/25/2013,2013,1,25
20130126,01/26/2013,2013,1,26
20130127,01/27/2013,2013,1,27
20130128,01/28/2013,2013,1,28
20130129,01/29/2013,2013,1,29
20130130,01/30/2013,2013,1,30
20130131,01/31/2013,2013,1,31
20130201,02/01/2013,2013,2,1
20130202,02/02/2013,2013,2,2
20130203,02/03/2013,2013,2,3
20130204,02/04/2013,2013,2,4
20130205,02/05/2013,2013,2,5
20130206,02/06/2013,2013,2,6
20130207,02/07/2013,2013,2,7
20130208,02/08/2013,2013,2,8
20130209,02/09/2013,2013,2,9
20130210,02/10/2013,2013,2,10
20130211,02/11/2013,2013,2,11
20130212,02/12/2013,2013,2,12
20130213,02/13/2013,2013,2,13
20130214,02/14/2013,2013,2,14
20130215,02/15/2013,2013,2,15
20130216,02/16/2013,2013,2,16
20130217,02/17/2013,2013,2,17
20130218,02/18/2013,2013,2,18
20130219,02/19/2013,2013,2,19
20130220,02/20/2013,2013,2,20
20130221,02/21/2013,2013,2,21
20130222,02/22/2013,2013,2,22
20130223,02/23/2013,2013,2,23
20130224,02/24/2013,2013,2,24
20130225,02/25/2013,2013,2,25
20130226,02/26/2013,2013,2,26
20130227,02/27/2013,2013,2,27
20130228,02/28/2013,2013,2,28
20130301,03/01/2013,2013,3,1
20130302,03/02/2013,2013,3,2
20130303,03/03/2013,2013,3,3
20130304,03/04/2013,2013,3,4
20130305,03/05/2013,2013,3,5
20130306,03/06/2013,2013,3,6
20130307,03/07/2013,2013,3,7
20130308,03/08/2013,2013,3,8
20130309,03/09/2013,2013,3,9
20130310,03/10/2013,2013,3,10
20130311,03/11/2013,2013,3,11
20130312,03/12/2013,2013,3,12
20130313,03/13/2013,2013,3,13
20130314,03/14/2013,2013,3,14
20130315,03/15/2013,2013,3,15
20130316,03/16/2013,2013,3,16
20130317,03/17/2013,2013,3,17
20130318,03/18/2013,2013,3,18
20130319,03/19/2013,2013,3,19
20130320,03/20/2013,2013,3,20
20130321,03/21/2013,2013,3,21
20130322,03/22/2013,2013,3,22
20130323,03/23/2013,2013,3,23
20130324,03/24/2013,2013,3,24
20130325,03/25/2013,2013,3,25
20130326,03/26/2013,2013,3,26
20130327,03/27/2013,2013,3,27
20130328,03/28/2013,2013,3,28
20130329,03/29/2013,2013,3,29
20130330,03/30/2013,2013,3,30
20130331,03/31/2013,2013,3,31
