,TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
19293,120900,20100512,5694,358,904,1230,1114,20.0,589,11780.0
19294,121067,20110118,5700,274,904,1230,1114,49.0,179,8771.0
19295,121850,20100922,5739,213,904,1230,1114,26.0,83,2158.0
19296,121976,20100120,5745,281,904,1230,1114,14.0,581,8134.0
19297,131706,20110224,6688,281,904,1230,1114,32.0,916,29312.0
19298,132082,20090424,6717,356,904,1230,1114,8.0,889,7112.0
19299,132272,20110517,6736,294,904,1230,1114,50.0,331,16550.0
19300,132442,20090524,6749,294,904,1230,1114,35.0,856,29960.0
19301,133792,20090920,6885,244,904,1230,1114,71.0,556,39476.0
19302,137334,20100621,7454,283,904,1230,1114,14.0,741,10374.0
19303,138208,20090511,7522,361,904,1230,1114,50.0,509,25450.0
19304,148914,20090330,10774,234,904,1230,1114,95.0,585,55575.0
19305,148981,20100924,10778,358,904,1230,1114,27.0,499,13473.0
19306,149336,20091129,10846,361,904,1230,1114,91.0,475,43225.0
19307,149612,20090906,10871,253,904,1230,1114,33.0,688,22704.0
19308,149739,20110403,10881,257,904,1230,1168,89.0,683,60787.0
19309,153511,20110517,11499,309,904,1230,1093,67.0,125,8375.0
19310,159354,20100103,11978,206,904,1230,1168,30.0,490,14700.0
19311,162429,20100502,12353,351,904,1230,1093,51.0,443,22593.0
19312,108039,20120717,4256,228,904,1230,1093,54.0,268,14472.0
19313,108453,20171228,4271,309,904,1230,1093,94.0,126,11844.0
19314,108622,20130930,4281,297,904,1230,1093,42.0,192,8064.0
19315,108623,20140210,4278,337,904,1230,1114,13.0,325,4225.0
19316,109552,20140930,4514,322,904,1230,1093,68.0,624,42432.0
19317,109554,20150831,4513,287,904,1230,1114,59.0,624,36816.0
19318,109748,20130423,4532,260,904,1230,1093,54.0,606,32724.0
19319,109899,20130509,4577,222,904,1230,1114,23.0,330,7590.0
19320,109954,20140409,4581,331,904,1230,1114,46.0,764,35144.0
19321,114732,20150325,4865,236,904,1230,1093,46.0,448,20608.0
19322,120753,20150627,5682,365,904,1230,1114,1.0,794,794.0
19323,120902,20160109,5696,370,904,1230,1168,93.0,74,6882.0
19324,121167,20180421,5704,369,904,1230,1114,19.0,232,4408.0
19325,121272,20130812,5709,253,904,1230,1114,84.0,815,68460.0
19326,121439,20170611,5717,364,904,1230,1114,75.0,519,38925.0
19327,121626,20151223,5726,359,904,1230,1114,4.0,191,764.0
19328,121688,20181112,5732,253,904,1230,1114,92.0,743,68356.0
19329,121790,20130527,5737,318,904,1230,1114,80.0,599,47920.0
19330,128943,20180701,6294,294,904,1230,1114,92.0,936,86112.0
19331,129088,20180321,6304,343,904,1230,1114,4.0,411,1644.0
19332,129240,20150124,6318,238,904,1230,1093,27.0,671,18117.0
19333,129241,20160924,6316,248,904,1230,1114,16.0,603,9648.0
19334,131829,20180610,6694,284,904,1230,1093,79.0,612,48348.0
19335,131844,20150608,6700,246,904,1230,1114,21.0,876,18396.0
19336,131992,20120530,6713,257,904,1230,1114,76.0,427,32452.0
19337,132550,20160728,6757,301,904,1230,1114,74.0,164,12136.0
19338,132601,20130115,6763,279,904,1230,1114,93.0,43,3999.0
19339,132716,20150130,6777,287,904,1230,1114,93.0,369,34317.0
19340,134965,20171221,7069,289,904,1230,1209,30.0,625,18750.0
19341,136465,20171224,7306,283,904,1230,1093,88.0,137,12056.0
19342,136742,20120410,7380,266,904,1230,1114,63.0,535,33705.0
19343,136948,20150624,7389,328,904,1230,1114,75.0,498,37350.0
19344,137562,20181114,7478,329,904,1230,1114,20.0,361,7220.0
19345,137605,20120818,7481,239,904,1230,1114,93.0,548,50964.0
19346,137829,20130816,7496,304,904,1230,1093,73.0,622,45406.0
19347,137830,20130603,7494,201,904,1230,1114,33.0,719,23727.0
19348,138862,20120410,7651,244,904,1230,1114,32.0,691,22112.0
19349,148637,20171108,10757,283,904,1230,1114,50.0,816,40800.0
19350,148826,20170427,10769,312,904,1230,1114,32.0,252,8064.0
19351,148883,20130227,10772,363,904,1230,1114,18.0,213,3834.0
19352,148913,20151102,10775,296,904,1230,1093,94.0,627,58938.0
19353,149180,20160810,10831,214,904,1230,1114,35.0,663,23205.0
19354,149282,20181202,10836,205,904,1230,1093,91.0,333,30303.0
19355,149335,20120310,10847,249,904,1230,1093,91.0,679,61789.0
19356,149337,20160111,10847,370,904,1230,1168,58.0,940,54520.0
19357,149462,20140608,10855,257,904,1230,1093,53.0,800,42400.0
19358,149463,20160218,10854,264,904,1230,1114,91.0,202,18382.0
19359,149737,20180822,10878,370,904,1230,1114,100.0,804,80400.0
19360,149973,20181230,10891,353,904,1230,1093,31.0,843,26133.0
19361,150082,20140806,10899,364,904,1230,1114,2.0,222,444.0
19362,153613,20120413,11511,337,904,1230,1093,88.0,456,40128.0
19363,161367,20151116,12201,309,904,1230,1168,6.0,744,4464.0
19364,161630,20160201,12267,255,904,1230,1114,26.0,932,24232.0
19365,164813,20130414,12570,205,904,1230,1093,13.0,780,10140.0
19366,100039,20110811,3019,258,904,1230,1121,49.0,57,2793.0
19367,100431,20101025,3115,369,904,1230,1093,16.0,820,13120.0
19368,100444,20110520,3122,230,904,1230,1093,12.0,193,2316.0
19369,104122,20111228,3601,268,904,1230,1050,58.0,272,15776.0
19370,104230,20110719,3610,234,904,1230,1093,92.0,30,2760.0
19371,104359,20100131,3626,270,904,1230,1050,21.0,875,18375.0
19372,104505,20110209,3643,290,904,1230,1093,25.0,589,14725.0
19373,104572,20090703,3652,359,904,1230,1093,36.0,835,30060.0
19374,104601,20100313,3656,203,904,1230,1050,94.0,613,57622.0
19375,104659,20101014,3666,359,904,1230,1050,60.0,98,5880.0
19376,100354,20121002,3104,353,904,1230,1093,74.0,815,60310.0
19377,100393,20130814,3108,273,904,1230,1093,7.0,628,4396.0
19378,100418,20140302,3111,283,904,1230,1093,18.0,467,8406.0
19379,100434,20160111,3117,213,904,1230,1093,18.0,207,3726.0
19380,100442,20170408,3121,248,904,1230,1093,56.0,274,15344.0
19381,100457,20161116,3125,322,904,1230,1093,40.0,811,32440.0
19382,100459,20180410,3126,205,904,1230,1093,80.0,266,21280.0
19383,100467,20130225,3128,260,904,1230,1093,28.0,703,19684.0
19384,100472,20130402,3129,366,904,1230,1093,44.0,119,5236.0
19385,100473,20121207,3130,370,904,1230,1093,30.0,437,13110.0
19386,100476,20171031,3131,353,904,1230,1093,79.0,286,22594.0
19387,100484,20170203,3133,299,904,1230,1093,81.0,816,66096.0
19388,100504,20140921,3138,238,904,1230,1093,54.0,949,51246.0
19389,100538,20120809,3147,314,904,1230,1093,79.0,558,44082.0
19390,100545,20150607,3149,297,904,1230,1093,72.0,359,25848.0
19391,104042,20120426,3595,352,904,1230,1050,4.0,111,444.0
19392,104095,20130801,3598,290,904,1230,1050,8.0,886,7088.0
19393,104131,20140217,3602,322,904,1230,1050,60.0,346,20760.0
19394,104133,20120409,3602,255,904,1230,1093,24.0,564,13536.0
19395,104156,20150228,3604,272,904,1230,1050,87.0,357,31059.0
19396,104240,20140321,3612,262,904,1230,1050,13.0,880,11440.0
19397,104314,20160601,3623,324,904,1230,1050,40.0,663,26520.0
19398,104460,20180520,3638,209,904,1230,1050,70.0,592,41440.0
19399,104533,20171008,3647,208,904,1230,1093,63.0,12,756.0
19400,104550,20120612,3649,282,904,1230,1093,56.0,507,28392.0
19401,104611,20120622,3658,249,904,1230,1050,28.0,723,20244.0
19402,104648,20181218,3664,275,904,1230,1050,78.0,872,68016.0
19403,100570,20111022,3160,248,904,1230,1093,81.0,675,54675.0
19404,103691,20100607,3521,370,904,1230,1017,3.0,489,1467.0
19405,105472,20100303,3855,326,904,1230,1093,17.0,970,16490.0
19406,106167,20100609,4141,294,904,1230,1063,2.0,842,1684.0
19407,106210,20110105,4163,349,904,1230,1093,41.0,276,11316.0
19408,107354,20110608,4214,316,904,1230,1093,34.0,94,3196.0
19409,107936,20111026,4246,295,904,1230,1093,98.0,60,5880.0
19410,107958,20100523,4249,351,904,1230,1093,37.0,484,17908.0
19411,114427,20110228,4802,210,904,1230,1093,20.0,519,10380.0
19412,115287,20110531,4963,260,904,1230,1093,48.0,14,672.0
19413,115406,20091214,4984,343,904,1230,1093,26.0,531,13806.0
19414,120439,20101016,5649,312,904,1230,1084,87.0,372,32364.0
19415,124141,20100606,6015,260,904,1230,1093,30.0,914,27420.0
19416,131578,20091114,6646,341,904,1230,1093,58.0,424,24592.0
19417,134393,20110315,6980,303,904,1230,1084,95.0,860,81700.0
19418,134424,20100512,6989,318,904,1230,1093,78.0,460,35880.0
19419,134648,20100723,7043,359,904,1230,1093,88.0,137,12056.0
19420,149596,20100818,10869,287,904,1230,1093,9.0,336,3024.0
19421,152940,20090920,11388,234,904,1230,1093,88.0,729,64152.0
19422,153669,20111002,11521,279,904,1230,1093,51.0,445,22695.0
19423,153670,20090616,11520,208,904,1230,1093,65.0,675,43875.0
19424,153743,20110218,11531,331,904,1230,1017,28.0,136,3808.0
19425,154912,20090802,11561,283,904,1230,1064,98.0,588,57624.0
19426,154914,20101110,11566,361,904,1230,1084,78.0,381,29718.0
19427,155459,20100514,11588,238,904,1230,1168,87.0,445,38715.0
19428,159403,20111117,11980,367,904,1230,1093,39.0,574,22386.0
19429,160315,20100815,12080,232,904,1230,1017,41.0,508,20828.0
19430,163262,20110612,12391,249,904,1230,1093,71.0,719,51049.0
19431,164342,20110326,12434,343,904,1230,1093,62.0,449,27838.0
19432,165795,20110126,12680,373,904,1230,1141,39.0,698,27222.0
19433,100009,20140726,3006,249,904,1230,1093,42.0,840,35280.0
19434,100273,20170519,3084,283,904,1230,1084,40.0,149,5960.0
19435,100302,20140413,3092,295,904,1230,1223,83.0,368,30544.0
19436,100303,20180730,3092,251,904,1230,1084,43.0,248,10664.0
19437,102685,20170627,3376,353,904,1230,1024,47.0,434,20398.0
19438,102688,20140103,3376,264,904,1230,1121,13.0,89,1157.0
19439,103685,20171024,3518,274,904,1230,1093,77.0,546,42042.0
19440,105331,20160316,3818,329,904,1230,1093,79.0,791,62489.0
19441,105512,20140719,3869,366,904,1230,1093,2.0,234,468.0
19442,105651,20120711,3926,228,904,1230,1093,73.0,151,11023.0
19443,105684,20120127,3942,228,904,1230,1093,97.0,530,51410.0
19444,106141,20160615,4125,372,904,1230,1093,45.0,339,15255.0
19445,106145,20121203,4128,365,904,1230,1093,7.0,159,1113.0
19446,106154,20140123,4134,295,904,1230,1024,54.0,402,21708.0
19447,106165,20120904,4139,372,904,1230,1024,36.0,195,7020.0
19448,106194,20180303,4149,356,904,1230,1084,34.0,289,9826.0
19449,106204,20141130,4158,209,904,1230,1093,59.0,397,23423.0
19450,106246,20120827,4174,310,904,1230,1024,60.0,134,8040.0
19451,106421,20120709,4188,222,904,1230,1093,73.0,867,63291.0
19452,108452,20130324,4271,279,904,1230,1093,80.0,341,27280.0
19453,114266,20171023,4781,365,904,1230,1093,18.0,815,14670.0
19454,115128,20120214,4934,255,904,1230,1093,67.0,193,12931.0
19455,124027,20141008,5990,204,904,1230,1093,35.0,36,1260.0
19456,124183,20130206,6023,322,904,1230,1093,62.0,870,53940.0
19457,124217,20180606,6036,255,904,1230,1024,54.0,911,49194.0
19458,128698,20180215,6232,224,904,1230,1093,43.0,252,10836.0
19459,128746,20161012,6244,366,904,1230,1093,31.0,407,12617.0
19460,128748,20160929,6245,304,904,1230,1250,28.0,330,9240.0
19461,132891,20161127,6794,244,904,1230,1093,79.0,501,39579.0
19462,132979,20170223,6810,356,904,1230,1084,11.0,588,6468.0
19463,134197,20130407,6928,365,904,1230,1093,57.0,557,31749.0
19464,134198,20130814,6926,209,904,1230,1141,11.0,302,3322.0
19465,134951,20120713,7066,227,904,1230,1084,81.0,247,20007.0
19466,134952,20171215,7067,262,904,1230,1140,8.0,8,64.0
19467,134953,20160923,7067,352,904,1230,1194,69.0,793,54717.0
19468,134963,20160309,7069,209,904,1230,1093,61.0,856,52216.0
19469,134964,20140222,7069,361,904,1230,1189,46.0,709,32614.0
19470,135049,20151229,7083,209,904,1230,1093,64.0,869,55616.0
19471,135164,20141123,7097,352,904,1230,1093,72.0,587,42264.0
19472,136440,20140528,7303,273,904,1230,1093,46.0,343,15778.0
19473,149133,20160310,10813,255,904,1230,1093,23.0,466,10718.0
19474,150530,20160530,10956,304,904,1230,1093,43.0,171,7353.0
19475,151744,20171102,11173,301,904,1230,1093,88.0,952,83776.0
19476,152125,20160508,11243,372,904,1230,1093,48.0,144,6912.0
19477,152204,20180506,11261,284,904,1230,1093,91.0,568,51688.0
19478,152450,20160826,11295,210,904,1230,1093,50.0,505,25250.0
19479,152946,20120221,11388,277,904,1230,1190,1.0,469,469.0
19480,153503,20160904,11497,285,904,1230,1017,82.0,374,30668.0
19481,153504,20171203,11497,361,904,1230,1093,30.0,482,14460.0
19482,153510,20150511,11499,258,904,1230,1093,56.0,312,17472.0
19483,153626,20180206,11514,298,904,1230,1093,30.0,726,21780.0
19484,153668,20171118,11521,205,904,1230,1063,38.0,471,17898.0
19485,153875,20161119,11536,234,904,1230,1093,67.0,413,27671.0
19486,154911,20151019,11565,281,904,1230,1093,95.0,912,86640.0
19487,155454,20130913,11588,282,904,1230,1017,65.0,196,12740.0
19488,155457,20160311,11588,320,904,1230,1093,28.0,123,3444.0
19489,155852,20181022,11603,309,904,1230,1093,39.0,785,30615.0
19490,158475,20120127,11730,318,904,1230,1093,32.0,437,13984.0
19491,158491,20150801,11736,270,904,1230,1121,50.0,994,49700.0
19492,158532,20170629,11752,222,904,1230,1093,36.0,138,4968.0
19493,158568,20120928,11774,322,904,1230,1093,34.0,102,3468.0
19494,158631,20150616,11802,203,904,1230,1121,85.0,981,83385.0
19495,160227,20140330,12071,257,904,1230,1093,31.0,592,18352.0
19496,160562,20140712,12126,272,904,1230,1093,12.0,693,8316.0
19497,161747,20171210,12282,283,904,1230,1121,56.0,559,31304.0
19498,162340,20120807,12337,340,904,1230,1093,34.0,360,12240.0
19499,162349,20120720,12338,255,904,1230,1093,29.0,478,13862.0
19500,100037,20090912,3020,320,904,1230,1024,4.0,690,2760.0
19501,104105,20100823,3599,216,904,1230,1093,88.0,717,63096.0
19502,104132,20090427,3602,352,904,1230,1093,30.0,453,13590.0
19503,104206,20090326,3608,351,904,1230,1093,26.0,838,21788.0
19504,104220,20090322,3609,349,904,1230,1093,69.0,528,36432.0
19505,104266,20101110,3616,260,904,1230,1093,38.0,209,7942.0
19506,104298,20101106,3620,284,904,1230,1093,57.0,939,53523.0
19507,104305,20090406,3621,234,904,1230,1093,42.0,179,7518.0
19508,104495,20100521,3642,204,904,1230,1093,5.0,405,2025.0
19509,104532,20090228,3647,227,904,1230,1093,42.0,299,12558.0
19510,104586,20101026,3653,282,904,1230,1093,93.0,172,15996.0
19511,104607,20110612,3657,242,904,1230,1093,83.0,255,21165.0
19512,104626,20090724,3660,297,904,1230,1093,96.0,72,6912.0
19513,104642,20101122,3663,260,904,1230,1093,56.0,155,8680.0
19514,104723,20101230,3674,273,904,1230,1093,54.0,585,31590.0
19515,115502,20090922,5005,292,904,1230,1084,66.0,855,56430.0
19516,115512,20100406,5006,284,904,1230,1093,60.0,142,8520.0
19517,115638,20100720,5016,309,904,1230,1024,44.0,108,4752.0
19518,116075,20110815,5077,308,904,1230,1093,18.0,260,4680.0
19519,116086,20110904,5080,213,904,1230,1024,13.0,851,11063.0
19520,116099,20101210,5088,331,904,1230,1093,49.0,838,41062.0
19521,116169,20090210,5095,260,904,1230,1024,45.0,725,32625.0
19522,116315,20090726,5118,345,904,1230,1093,73.0,891,65043.0
19523,116362,20090107,5125,337,904,1230,1093,91.0,82,7462.0
19524,116371,20090508,5126,353,904,1230,1024,54.0,779,42066.0
19525,116435,20110127,5137,243,904,1230,1024,18.0,750,13500.0
19526,116447,20110929,5145,222,904,1230,1084,44.0,45,1980.0
19527,116520,20111208,5165,243,904,1230,1093,33.0,46,1518.0
19528,116526,20090801,5167,246,904,1230,1093,68.0,144,9792.0
19529,116599,20100609,5188,369,904,1230,1093,19.0,491,9329.0
19530,116601,20100707,5190,347,904,1230,1093,46.0,676,31096.0
19531,116603,20091130,5192,266,904,1230,1093,100.0,128,12800.0
19532,116641,20090417,5197,309,904,1230,1024,65.0,19,1235.0
19533,117115,20100421,5237,306,904,1230,1024,96.0,451,43296.0
19534,117276,20091102,5254,275,904,1230,1093,68.0,317,21556.0
19535,117504,20110413,5284,343,904,1230,1093,59.0,508,29972.0
19536,117544,20110417,5291,328,904,1230,1024,32.0,106,3392.0
19537,117672,20110805,5312,218,904,1230,1024,66.0,382,25212.0
19538,117770,20100204,5321,213,904,1230,1093,56.0,135,7560.0
19539,118316,20090117,5405,349,904,1230,1093,39.0,855,33345.0
19540,118471,20100410,5431,370,904,1230,1093,23.0,63,1449.0
19541,118532,20090101,5436,202,904,1230,1093,62.0,424,26288.0
19542,118542,20090716,5441,369,904,1230,1084,44.0,825,36300.0
19543,118573,20100619,5445,296,904,1230,1093,53.0,687,36411.0
19544,118749,20101027,5475,298,904,1230,1024,34.0,976,33184.0
19545,118786,20110317,5484,264,904,1230,1024,46.0,373,17158.0
19546,118855,20090403,5489,364,904,1230,1223,38.0,576,21888.0
19547,119012,20101013,5506,246,904,1230,1024,23.0,984,22632.0
19548,119253,20090324,5522,239,904,1230,1024,32.0,612,19584.0
19549,119450,20100110,5547,264,904,1230,1093,38.0,366,13908.0
19550,119594,20090315,5563,227,904,1230,1024,48.0,890,42720.0
19551,119822,20100101,5592,345,904,1230,1024,39.0,413,16107.0
19552,120013,20090327,5623,227,904,1230,1024,60.0,906,54360.0
19553,120033,20101021,5626,251,904,1230,1093,26.0,57,1482.0
19554,128405,20090914,6164,201,904,1230,1093,98.0,609,59682.0
19555,130438,20110907,6427,335,904,1230,1024,49.0,863,42287.0
19556,130685,20110208,6448,257,904,1230,1063,15.0,763,11445.0
19557,130748,20101016,6469,258,904,1230,1063,11.0,800,8800.0
19558,130759,20111020,6471,298,904,1230,1063,44.0,136,5984.0
19559,130864,20100614,6506,209,904,1230,1093,55.0,878,48290.0
19560,131013,20100505,6527,341,904,1230,1063,14.0,444,6216.0
19561,131033,20090506,6530,372,904,1230,1024,29.0,428,12412.0
19562,131100,20111126,6539,201,904,1230,1063,65.0,64,4160.0
19563,131110,20110915,6545,352,904,1230,1063,70.0,300,21000.0
19564,131272,20090107,6571,359,904,1230,1063,52.0,228,11856.0
19565,131332,20110510,6588,364,904,1230,1063,2.0,673,1346.0
19566,131361,20101216,6599,345,904,1230,1063,36.0,88,3168.0
19567,135498,20100622,7155,318,904,1230,1024,21.0,144,3024.0
19568,136131,20110801,7231,268,904,1230,1024,45.0,507,22815.0
19569,139655,20090710,7895,345,904,1230,1017,79.0,588,46452.0
19570,140063,20110907,8042,204,904,1230,1113,89.0,95,8455.0
19571,140335,20100511,8193,337,904,1230,1050,56.0,973,54488.0
19572,140908,20101017,8314,306,904,1230,1024,71.0,667,47357.0
19573,141249,20110925,8434,367,904,1230,1113,92.0,495,45540.0
19574,141269,20110114,8440,248,904,1230,1113,17.0,992,16864.0
19575,141298,20110211,8452,285,904,1230,1113,96.0,948,91008.0
19576,141490,20090409,8504,272,904,1230,1050,89.0,855,76095.0
19577,141693,20110212,8548,308,904,1230,1050,58.0,858,49764.0
19578,141697,20110817,8549,208,904,1230,1050,87.0,477,41499.0
19579,141888,20090311,8599,299,904,1230,1113,63.0,958,60354.0
19580,141966,20110725,8628,287,904,1230,1113,56.0,633,35448.0
19581,142511,20110920,8759,314,904,1230,1113,89.0,96,8544.0
19582,143707,20090801,9238,257,904,1230,1113,63.0,341,21483.0
19583,143758,20100731,9256,240,904,1230,1113,82.0,419,34358.0
19584,145664,20090605,9973,234,904,1230,1024,64.0,416,26624.0
19585,145915,20090223,10008,258,904,1230,1113,87.0,686,59682.0
19586,146054,20110317,10045,309,904,1230,1050,78.0,444,34632.0
19587,146170,20111231,10062,282,904,1230,1113,93.0,846,78678.0
19588,146706,20110218,10140,298,904,1230,1113,38.0,135,5130.0
19589,147806,20111230,10588,322,904,1230,1113,38.0,505,19190.0
19590,147886,20091223,10599,369,904,1230,1113,11.0,26,286.0
19591,148027,20090704,10616,240,904,1230,1113,80.0,275,22000.0
19592,148041,20090715,10620,354,904,1230,1113,30.0,316,9480.0
19593,148068,20100906,10628,277,904,1230,1113,55.0,916,50380.0
19594,150280,20090907,10925,303,904,1230,1024,2.0,98,196.0
19595,158326,20111023,11676,220,904,1230,1024,60.0,13,780.0
19596,159174,20100309,11961,301,904,1230,1121,3.0,806,2418.0
19597,164375,20090502,12445,340,904,1230,1223,90.0,191,17190.0
19598,100038,20141124,3019,281,904,1230,1093,29.0,713,20677.0
19599,104041,20120822,3595,248,904,1230,1050,56.0,464,25984.0
19600,104043,20150625,3595,361,904,1230,1093,86.0,676,58136.0
19601,104096,20180307,3598,295,904,1230,1093,97.0,930,90210.0
19602,104157,20120730,3604,309,904,1230,1093,100.0,998,99800.0
19603,104177,20170628,3605,257,904,1230,1093,38.0,718,27284.0
19604,104189,20161208,3607,220,904,1230,1093,57.0,497,28329.0
19605,104236,20150617,3611,292,904,1230,1093,87.0,908,78996.0
19606,104241,20141107,3612,277,904,1230,1093,100.0,254,25400.0
19607,104255,20141109,3614,257,904,1230,1093,2.0,998,1996.0
19608,104357,20141223,3626,285,904,1230,1024,82.0,95,7790.0
19609,104358,20140123,3626,364,904,1230,1050,65.0,76,4940.0
19610,104438,20180814,3635,234,904,1230,1093,40.0,630,25200.0
19611,104445,20121206,3636,216,904,1230,1093,1.0,905,905.0
19612,104454,20160728,3637,274,904,1230,1093,30.0,48,1440.0
19613,104461,20150407,3638,201,904,1230,1093,66.0,189,12474.0
19614,104504,20180819,3643,329,904,1230,1093,48.0,749,35952.0
19615,104519,20121231,3645,352,904,1230,1093,79.0,933,73707.0
19616,104525,20181101,3646,220,904,1230,1093,69.0,514,35466.0
19617,104549,20160507,3649,213,904,1230,1093,36.0,88,3168.0
19618,104594,20140912,3655,358,904,1230,1093,35.0,511,17885.0
19619,104602,20160506,3656,266,904,1230,1093,94.0,803,75482.0
19620,104612,20150702,3658,352,904,1230,1093,63.0,729,45927.0
19621,104619,20150302,3659,214,904,1230,1093,39.0,970,37830.0
19622,104649,20180803,3664,337,904,1230,1093,74.0,235,17390.0
19623,104693,20181021,3671,257,904,1230,1093,26.0,616,16016.0
19624,104792,20180605,3681,270,904,1230,1093,41.0,646,26486.0
19625,104806,20180508,3682,328,904,1230,1093,25.0,476,11900.0
19626,104818,20180714,3684,320,904,1230,1093,31.0,227,7037.0
19627,114054,20130415,4752,333,904,1230,1093,34.0,849,28866.0
19628,115062,20160106,4918,257,904,1230,1093,44.0,901,39644.0
19629,115486,20171119,5002,240,904,1230,1024,54.0,536,28944.0
19630,115496,20160329,5003,208,904,1230,1024,20.0,592,11840.0
19631,115501,20151202,5005,351,904,1230,1093,78.0,736,57408.0
19632,115549,20180713,5007,356,904,1230,1084,46.0,806,37076.0
19633,115569,20141130,5008,310,904,1230,1093,99.0,606,59994.0
19634,115633,20180321,5015,294,904,1230,1024,34.0,366,12444.0
19635,115654,20120709,5022,349,904,1230,1250,53.0,930,49290.0
19636,115728,20150109,5031,222,904,1230,1024,50.0,231,11550.0
19637,115801,20130807,5035,303,904,1230,1024,67.0,587,39329.0
19638,115823,20130911,5038,244,904,1230,1093,13.0,907,11791.0
19639,115881,20140926,5043,268,904,1230,1024,22.0,199,4378.0
19640,115971,20121214,5053,306,904,1230,1024,93.0,413,38409.0
19641,115983,20160723,5058,298,904,1230,1223,87.0,225,19575.0
19642,116059,20150805,5068,240,904,1230,1093,72.0,973,70056.0
19643,116063,20120510,5072,210,904,1230,1093,93.0,341,31713.0
19644,116066,20131027,5073,268,904,1230,1093,51.0,730,37230.0
19645,116074,20121109,5076,227,904,1230,1093,37.0,33,1221.0
19646,116087,20130124,5081,214,904,1230,1093,8.0,118,944.0
19647,116090,20160822,5082,279,904,1230,1024,3.0,887,2661.0
19648,116091,20170710,5083,343,904,1230,1093,69.0,847,58443.0
19649,116095,20140911,5086,351,904,1230,1093,10.0,545,5450.0
19650,116170,20150720,5095,320,904,1230,1223,25.0,303,7575.0
19651,116171,20150217,5096,326,904,1230,1168,19.0,708,13452.0
19652,116292,20151204,5112,372,904,1230,1093,34.0,980,33320.0
19653,116311,20120824,5116,244,904,1230,1093,52.0,101,5252.0
19654,116312,20130224,5117,310,904,1230,1093,26.0,798,20748.0
19655,116326,20140919,5121,306,904,1230,1093,86.0,26,2236.0
19656,116328,20161118,5122,341,904,1230,1093,4.0,217,868.0
19657,116337,20130325,5123,312,904,1230,1093,81.0,795,64395.0
19658,116386,20120415,5131,349,904,1230,1093,90.0,278,25020.0
19659,116393,20151114,5133,266,904,1230,1024,49.0,269,13181.0
19660,116401,20160513,5134,365,904,1230,1024,4.0,312,1248.0
19661,116438,20160509,5140,316,904,1230,1093,83.0,193,16019.0
19662,116443,20150102,5142,299,904,1230,1093,2.0,105,210.0
19663,116445,20160329,5144,292,904,1230,1093,44.0,631,27764.0
19664,116454,20160927,5146,318,904,1230,1093,86.0,186,15996.0
19665,116468,20130427,5148,244,904,1230,1093,33.0,8,264.0
19666,116473,20161028,5151,295,904,1230,1093,20.0,667,13340.0
19667,116478,20141108,5153,294,904,1230,1093,55.0,412,22660.0
19668,116485,20180325,5154,230,904,1230,1024,64.0,513,32832.0
19669,116504,20160830,5156,289,904,1230,1093,51.0,855,43605.0
19670,116507,20160119,5158,238,904,1230,1093,41.0,292,11972.0
19671,116518,20140304,5163,273,904,1230,1093,52.0,207,10764.0
19672,116598,20160214,5187,343,904,1230,1093,100.0,451,45100.0
19673,116600,20120717,5189,205,904,1230,1093,43.0,63,2709.0
19674,116602,20140528,5191,239,904,1230,1093,16.0,865,13840.0
19675,116604,20170802,5193,358,904,1230,1093,30.0,267,8010.0
19676,116605,20140124,5194,310,904,1230,1093,74.0,573,42402.0
19677,116642,20130111,5197,240,904,1230,1223,91.0,506,46046.0
19678,116683,20140203,5198,306,904,1230,1223,67.0,681,45627.0
19679,116824,20181012,5206,202,904,1230,1024,79.0,375,29625.0
19680,116835,20170307,5211,358,904,1230,1093,46.0,233,10718.0
19681,116964,20180409,5221,366,904,1230,1093,10.0,571,5710.0
19682,116980,20170110,5222,304,904,1230,1084,63.0,801,50463.0
19683,117055,20120625,5226,205,904,1230,1084,58.0,996,57768.0
19684,117058,20141022,5227,253,904,1230,1093,9.0,692,6228.0
19685,117170,20120317,5243,322,904,1230,1093,64.0,341,21824.0
19686,117176,20140706,5244,345,904,1230,1093,8.0,888,7104.0
19687,117199,20170525,5247,206,904,1230,1024,64.0,69,4416.0
19688,117256,20170321,5248,275,904,1230,1093,45.0,28,1260.0
19689,117260,20180616,5250,290,904,1230,1024,58.0,90,5220.0
19690,117266,20170529,5253,242,904,1230,1093,24.0,131,3144.0
19691,117421,20131013,5275,262,904,1230,1024,55.0,109,5995.0
19692,117503,20160912,5284,218,904,1230,1024,55.0,748,41140.0
19693,117616,20160918,5301,322,904,1230,1093,81.0,71,5751.0
19694,117646,20150311,5307,312,904,1230,1093,19.0,730,13870.0
19695,117748,20160302,5319,208,904,1230,1093,63.0,105,6615.0
19696,117803,20120329,5325,303,904,1230,1084,18.0,886,15948.0
19697,117862,20150828,5331,278,904,1230,1093,41.0,792,32472.0
19698,117912,20120909,5341,255,904,1230,1093,86.0,333,28638.0
19699,118152,20141223,5375,249,904,1230,1093,81.0,844,68364.0
19700,118234,20160222,5391,353,904,1230,1093,80.0,326,26080.0
19701,118253,20170219,5397,365,904,1230,1093,47.0,737,34639.0
19702,118574,20130722,5445,220,904,1230,1084,84.0,551,46284.0
