TransactionNumber,DateNumber,SpecieNumber,MarketingNumber,TermNumber,ImporterNumber,ExporterNumber,Quantity,UnitPrice,TotalPrice
122448,20140617,5835,264,903,1250,1199,3,991,2973
123280,20160210,5861,264,903,1250,1187,174,582,101268
123434,20170318,5884,264,903,1250,1249,4,892,3568
138462,20181105,7569,264,903,1250,1016,1,617,617
123117,20101128,5860,263,903,1250,1043,21,714,14994
123126,20090630,5858,263,903,1250,1043,3662.5,907,3321887.5
123131,20110630,5865,263,903,1250,1043,21,840,17640
123178,20090912,5858,263,903,1250,1093,40,519,20760
123179,20100524,5858,263,903,1250,1093,28.5,699,19921.5
123180,20110426,5858,263,903,1250,1093,12744,715,9111960
123198,20100326,5858,263,903,1250,1223,305,646,197030
123206,20090403,5858,263,903,1250,1084,387.55,574,222453.7
123211,20090402,5858,263,903,1250,1084,73,560,40880
123219,20110730,5858,263,903,1250,1249,5737.6,801,4595817.6
123232,20101113,5859,263,903,1250,1249,160,501,80160
123235,20110701,5859,263,903,1250,1249,125,915,114375
123277,20110527,5861,263,903,1250,1153,2000,710,1420000
122338,20180119,5827,262,903,1250,1093,29,817,23693
122341,20140708,5822,262,903,1250,1093,49,571,27979
122359,20120608,5827,262,903,1250,1168,10,891,8910
123121,20180216,5864,262,903,1250,1043,280,891,249480
123123,20130625,5858,262,903,1250,1043,1382.8,900,1244520
123140,20180619,5858,262,903,1250,1230,1500.72,652,978469.44
123141,20181020,5858,262,903,1250,1230,144,570,82080
123161,20171207,5861,262,903,1250,1050,46,599,27554
123200,20170331,5858,262,903,1250,1223,22,538,11836
123209,20150929,5858,262,903,1250,1084,1,737,737
123221,20131115,5858,262,903,1250,1249,299.269,893,267247.217
123223,20120504,5858,262,903,1250,1249,6450,570,3676500
123228,20140411,5858,262,903,1250,1249,2794,586,1637284
123236,20151030,5859,262,903,1250,1249,60,842,50520
123239,20141226,5861,262,903,1250,1249,524,806,422344
123244,20180923,5858,262,903,1250,1121,0.418,501,209.418
123245,20150722,5858,262,903,1250,1121,321,832,267072
123252,20170518,5864,262,903,1250,1123,766,892,683272
123263,20170405,5861,262,903,1250,1041,1181,858,1013298
134453,20120620,6995,262,903,1250,1110,16,960,15360
166719,20121015,12774,262,903,1250,1084,30,881,26430
100341,20090507,3100,259,903,1250,1212,36,980,35280
105206,20110529,3757,259,903,1250,1212,5,983,4915
105264,20110802,3787,259,903,1250,1212,7,503,3521
105497,20090305,3855,259,903,1250,1212,5,860,4300
115280,20100220,4951,259,903,1250,1212,11,914,10054
122093,20110916,5757,259,903,1250,1123,6,929,5574
122346,20090930,5822,259,903,1250,1084,6,748,4488
122435,20110327,5838,259,903,1250,1022,60,721,43260
122442,20110512,5835,259,903,1250,1022,60,606,36360
123115,20100818,5860,259,903,1250,1043,81838.9,974,79711088.6
123125,20110402,5858,259,903,1250,1043,567.1,975,552922.5
123158,20110908,5861,259,903,1250,1050,2,783,1566
123160,20090319,5861,259,903,1250,1050,1272,706,898032
123174,20090926,5873,259,903,1250,1093,20,667,13340
123203,20090512,5860,259,903,1250,1084,293.96,930,273382.8
123215,20100905,5859,259,903,1250,1084,100,770,77000
123216,20100224,5860,259,903,1250,1249,787.6,524,412702.4
123218,20090108,5858,259,903,1250,1249,760,956,726560
123220,20110619,5858,259,903,1250,1249,2.4,585,1404
123227,20090203,5858,259,903,1250,1249,4442,705,3131610
123231,20110424,5859,259,903,1250,1249,400,594,237600
123233,20090702,5859,259,903,1250,1249,0.4,995,398
123256,20090416,5862,259,903,1250,1123,205,985,201925
123259,20090222,5861,259,903,1250,1123,48,911,43728
123269,20110907,5859,259,903,1250,1130,1051,763,801913
123279,20090414,5861,259,903,1250,1187,8482,886,7515052
123439,20101107,5879,259,903,1250,1229,120,624,74880
123441,20091128,5880,259,903,1250,1235,369,599,221031
123567,20110613,5909,259,903,1250,1016,3,845,2535
136362,20100115,7272,259,903,1250,1212,3,654,1962
136464,20090827,7301,259,903,1250,1212,16,688,11008
136566,20111207,7327,259,903,1250,1212,10,845,8450
136572,20110417,7337,259,903,1250,1212,14,522,7308
151342,20090617,11073,259,903,1250,1212,5,880,4400
151523,20090618,11124,259,903,1250,1212,5,791,3955
151824,20101104,11173,259,903,1250,1212,44,527,23188
151889,20101226,11197,259,903,1250,1212,14,885,12390
100322,20120602,3092,258,903,1250,1212,24,952,22848
100644,20120801,3197,258,903,1250,1093,4,635,2540
115479,20141009,4984,258,903,1250,1212,5,755,3775
122437,20121013,5835,258,903,1250,1022,2460,567,1394820
123116,20160115,5860,258,903,1250,1043,10902.52,819,8929163.88
123118,20121219,5860,258,903,1250,1043,16979,833,14143507
123120,20160604,5864,258,903,1250,1043,3.15,647,2038.05
123122,20130131,5858,258,903,1250,1043,1369.4,805,1102367
123128,20181225,5862,258,903,1250,1043,16,946,15136
123129,20180711,5865,258,903,1250,1043,329,839,276031
123130,20130823,5865,258,903,1250,1043,258.65,952,246234.8
123132,20140320,5865,258,903,1250,1043,1869,730,1364370
123133,20120721,5859,258,903,1250,1043,14300,961,13742300
123134,20160319,5859,258,903,1250,1043,509,579,294711
123135,20150502,5859,258,903,1250,1043,4362,903,3938886
123143,20160804,5862,258,903,1250,1230,3.4,733,2492.2
123170,20170708,5860,258,903,1250,1093,366.4,765,280296
123171,20180606,5860,258,903,1250,1093,18149,549,9963801
123177,20130426,5858,258,903,1250,1093,40,871,34840
123184,20170317,5862,258,903,1250,1093,4,635,2540
123189,20130518,5859,258,903,1250,1093,22509,990,22283910
123202,20151226,5860,258,903,1250,1084,8.2,740,6068
123210,20181031,5858,258,903,1250,1084,72,678,48816
123214,20171212,5859,258,903,1250,1084,900,662,595800
123222,20130730,5858,258,903,1250,1249,978.5,725,709412.5
123234,20160605,5859,258,903,1250,1249,549.5,665,365417.5
123270,20170527,5859,258,903,1250,1130,572.5,630,360675
123272,20130718,5859,258,903,1250,1130,1476,543,801468
123278,20150226,5861,258,903,1250,1187,8398.9,766,6433557.4
123417,20131222,5879,258,903,1250,1043,48788,993,48446484
123418,20130916,5879,258,903,1250,1043,80.5,774,62307
123419,20170616,5879,258,903,1250,1043,776.4,791,614132.4
123421,20150123,5879,258,903,1250,1043,12215,966,11799690
123422,20171020,5882,258,903,1250,1043,30.1,924,27812.4
123433,20170918,5880,258,903,1250,1084,2,529,1058
123438,20170627,5879,258,903,1250,1168,120,624,74880
123440,20140213,5882,258,903,1250,1229,528,970,512160
123442,20160317,5880,258,903,1250,1235,564,631,355884
123566,20160915,5909,258,903,1250,1016,99.2,918,91065.6
128825,20140731,6256,258,903,1250,1084,0.01,653,6.53
129580,20130523,6359,258,903,1250,1084,100,984,98400
136374,20170611,7274,258,903,1250,1212,4,829,3316
136414,20161118,7286,258,903,1250,1212,18,702,12636
136486,20150413,7310,258,903,1250,1212,4,829,3316
136501,20130506,7313,258,903,1250,1212,8,730,5840
151213,20150915,11053,258,903,1250,1212,5,856,4280
151949,20140730,11202,258,903,1250,1212,5,695,3475
152786,20140322,11363,258,903,1250,1212,9,784,7056
152872,20130318,11383,258,903,1250,1212,6,890,5340
153207,20140506,11412,258,903,1250,1027,1,781,781
153287,20160928,11430,258,903,1250,1212,17,989,16813
153417,20180120,11455,258,903,1250,1212,30,800,24000
102348,20150706,3301,255,903,1250,1246,4.86,593,2881.98
106244,20160809,4172,255,903,1250,1249,18,572,10296
133648,20121201,6860,252,903,1250,1212,10,780,7800
157763,20100328,11602,251,903,1250,1212,5,516,2580
162238,20110905,12319,231,903,1250,1043,12,804,9648
151214,20110106,11053,346,902,1250,1226,250,616,154000
151678,20090413,11159,346,902,1250,1226,100,895,89500
153430,20110822,11460,346,902,1250,1105,10,619,6190
158006,20090222,11630,346,902,1250,1105,15,905,13575
158029,20091024,11635,346,902,1250,1105,4,824,3296
166441,20090304,12750,346,902,1250,1127,25,833,20825
166443,20100228,12750,346,902,1250,1127,20000,839,16780000
166458,20100514,12749,346,902,1250,1041,44,762,33528
166473,20090228,12749,346,902,1250,1235,0.05,955,47.75
149092,20140219,10795,345,902,1250,1050,6900,721,4974900
150815,20180402,11011,345,902,1250,1105,3,587,1761
150850,20180320,11012,345,902,1250,1105,3,988,2964
150972,20120326,11027,345,902,1250,1105,40,987,39480
151430,20140826,11110,345,902,1250,1226,300,829,248700
151465,20160826,11121,345,902,1250,1105,30,835,25050
151466,20140827,11121,345,902,1250,1226,400,697,278800
151675,20170511,11159,345,902,1250,1105,8,531,4248
151721,20140901,11166,345,902,1250,1105,10,501,5010
152055,20161027,11229,345,902,1250,1105,35,712,24920
152170,20160730,11243,345,902,1250,1105,22,683,15026
152173,20121015,11243,345,902,1250,1226,200,714,142800
152194,20151010,11255,345,902,1250,1105,13,770,10010
152231,20131124,11261,345,902,1250,1105,8,584,4672
157978,20141214,11627,345,902,1250,1105,4,829,3316
158058,20121107,11638,345,902,1250,1105,3,836,2508
166406,20161118,12747,345,902,1250,1050,130187,628,81757436
166435,20120424,12749,345,902,1250,1127,177751,971,172596221
166448,20181002,12758,345,902,1250,1127,30,677,20310
166454,20120611,12751,345,902,1250,1127,4500,899,4045500
166461,20151010,12749,345,902,1250,1041,23557,888,20918616
166464,20120128,12759,345,902,1250,1171,108,698,75384
166469,20150724,12749,345,902,1250,1187,130980,945,123776100
166475,20180813,12749,345,902,1250,1235,280210,771,216041910
166477,20140518,12749,345,902,1250,1232,103680,540,55987200
166453,20161214,12751,343,902,1250,1127,88,868,76384
166405,20160311,12747,341,902,1250,1050,246104,908,223462432
166417,20160216,12749,341,902,1250,1110,31104,517,16080768
105396,20141004,3825,340,902,1250,1249,1,883,883
161563,20140801,12224,340,902,1250,1249,1,500,500
161572,20181113,12233,340,902,1250,1249,1,736,736
161575,20141201,12236,340,902,1250,1249,1,541,541
161585,20171212,12246,340,902,1250,1249,1,963,963
161597,20140521,12258,340,902,1250,1249,1,872,872
161600,20130606,12261,340,902,1250,1249,1,999,999
166409,20151105,12749,340,902,1250,1249,500,761,380500
166410,20180728,12749,340,902,1250,1249,3980,595,2368100
105435,20100709,3841,339,902,1250,1249,1,685,685
166434,20090221,12749,339,902,1250,1127,46512,934,43442208
149078,20090517,10793,338,902,1250,1043,2,670,1340
153213,20090329,11388,338,902,1250,1043,130,988,128440
158541,20101201,11752,338,902,1250,1050,103,883,90949
166395,20090813,12751,338,902,1250,1043,29190,682,19907580
166404,20110516,12747,338,902,1250,1050,222484,964,214474576
166438,20091129,12755,338,902,1250,1127,60,637,38220
166442,20110128,12750,338,902,1250,1127,5160,581,2997960
166472,20110424,12747,338,902,1250,1180,42500,961,40842500
166478,20090506,12751,338,902,1250,1232,991,961,952351
104969,20180424,3702,337,902,1250,1043,2,751,1502
105094,20140502,3730,337,902,1250,1186,90,799,71910
105397,20120816,3818,337,902,1250,1186,90,708,63720
149091,20120510,10795,337,902,1250,1050,46340,843,39064620
151209,20170321,11053,337,902,1250,1137,2,634,1268
164781,20120627,12568,337,902,1250,1249,1,976,976
166398,20131226,12751,337,902,1250,1050,1778,653,1161034
166400,20140411,12747,337,902,1250,1050,5000,588,2940000
166402,20170623,12747,337,902,1250,1050,1,856,856
166407,20131022,12747,337,902,1250,1093,6,693,4158
166408,20160605,12747,337,902,1250,1084,3,675,2025
166416,20121102,12749,337,902,1250,1110,13358,966,12903828
166418,20150714,12751,337,902,1250,1110,1,905,905
166423,20141106,12747,337,902,1250,1113,990,518,512820
166429,20151223,12747,337,902,1250,1121,1,675,675
166433,20171124,12749,337,902,1250,1127,89132,704,62748928
166451,20140128,12754,337,902,1250,1127,2857,726,2074182
166471,20180611,12754,337,902,1250,1187,204,586,119544
166432,20111021,12749,336,902,1250,1127,171035,831,142130085
166460,20100111,12749,336,902,1250,1041,21540,500,10770000
166468,20110402,12749,336,902,1250,1187,10980,890,9772200
166415,20140913,12749,335,902,1250,1110,7689,526,4044414
166470,20180930,12754,335,902,1250,1187,531664,547,290820208
166474,20131106,12749,335,902,1250,1235,17992,923,16606616
158105,20110717,11652,332,902,1250,1012,10,857,8570
166413,20100913,12749,332,902,1250,1110,96,803,77088
166430,20091014,12749,332,902,1250,1127,11.7,594,6949.8
166439,20110513,12756,332,902,1250,1127,25,971,24275
166449,20100413,12754,332,902,1250,1127,366.28,964,353093.92
166452,20090316,12751,332,902,1250,1127,5,733,3665
166456,20110127,12747,332,902,1250,1127,13260,803,10647780
166459,20111106,12749,332,902,1250,1041,26604,838,22294152
149089,20141222,10796,331,902,1250,1050,2268,964,2186352
149090,20120502,10795,331,902,1250,1050,11448,676,7738848
166393,20131120,12749,331,902,1250,1025,1992,585,1165320
166396,20131209,12750,331,902,1250,1050,150000,750,112500000
166401,20170224,12747,331,902,1250,1050,221,854,188734
166403,20141218,12747,331,902,1250,1050,884281,925,817959925
166414,20180901,12749,331,902,1250,1110,179189,913,163599557
166431,20140517,12749,331,902,1250,1127,32430,886,28732980
166436,20130908,12755,331,902,1250,1127,307,881,270467
166437,20180702,12755,331,902,1250,1127,42696,965,41201640
166440,20120825,12750,331,902,1250,1127,219.6,738,162064.8
166444,20140327,12757,331,902,1250,1127,20,740,14800
166445,20120915,12757,331,902,1250,1127,3500.16,604,2114096.64
166446,20120205,12757,331,902,1250,1127,63800,600,38280000
166450,20120628,12754,331,902,1250,1127,0.06,731,43.86
166455,20120824,12747,331,902,1250,1127,30,655,19650
166457,20160918,12749,331,902,1250,1041,528,688,363264
166476,20130905,12749,331,902,1250,1232,43545,598,26039910
148257,20090311,10679,325,902,1250,1159,766,838,641908
105971,20160528,4051,324,902,1250,1144,6,583,3498
158615,20160725,11791,324,902,1250,1144,14,674,9436
106202,20180802,4156,316,902,1250,1113,1,857,857
106181,20090315,4143,305,902,1250,1060,4,768,3072
106071,20150118,4082,304,902,1250,1060,4,684,2736
106117,20150530,4103,304,902,1250,1060,4,619,2476
105645,20101213,3923,302,902,1250,1084,3,516,1548
106187,20090803,4145,302,902,1250,1121,24,641,15384
105648,20131116,3923,301,902,1250,1121,1,714,714
105961,20101208,4045,293,902,1250,1043,100,940,94000
106048,20090118,4077,293,902,1250,1016,1,700,700
106079,20091019,4087,293,902,1250,1043,3,531,1593
106120,20100630,4105,293,902,1250,1043,13,858,11154
106172,20100729,4143,293,902,1250,1043,109,865,94285
106177,20111025,4141,293,902,1250,1043,2655,597,1585035
166467,20100424,12747,293,902,1250,1171,0.108,755,81.54
105962,20140504,4046,292,902,1250,1043,100,661,66100
106065,20130716,4082,292,902,1250,1043,124,604,74896
106068,20160615,4080,292,902,1250,1043,2592,773,2003616
106086,20160206,4092,292,902,1250,1043,20,540,10800
106090,20130525,4095,292,902,1250,1043,84,931,78204
106091,20140713,4096,292,902,1250,1043,340,652,221680
106114,20120404,4102,292,902,1250,1043,65,899,58435
106132,20130206,4117,292,902,1250,1043,12,812,9744
106193,20170504,4148,292,902,1250,1043,4,932,3728
158648,20130525,11808,292,902,1250,1043,50,861,43050
166421,20180219,12751,292,902,1250,1113,4,957,3828
100574,20111010,3161,286,902,1250,1189,1,761,761
105394,20101216,3818,286,902,1250,1058,1,962,962
105969,20110125,4050,286,902,1250,1043,12,796,9552
106034,20100525,4069,286,902,1250,1249,2,626,1252
106039,20091129,4072,286,902,1250,1186,2,839,1678
106093,20090928,4096,286,902,1250,1068,17,513,8721
150569,20090322,10965,286,902,1250,1249,1,993,993
151022,20101031,11050,286,902,1250,1155,4,685,2740
151196,20090828,11070,286,902,1250,1034,75,954,71550
151204,20111009,11064,286,902,1250,1249,1,903,903
151335,20100905,11080,286,902,1250,1043,1,662,662
152772,20110416,11362,286,902,1250,1155,1,894,894
158697,20110629,11835,286,902,1250,1043,1,903,903
165078,20100807,12585,286,902,1250,1155,2,729,1458
166397,20111113,12751,286,902,1250,1050,94,621,58374
166420,20101025,12751,286,902,1250,1113,40,679,27160
166465,20100102,12751,286,902,1250,1171,501,979,490479
100573,20120414,3160,285,902,1250,1186,10,574,5740
102778,20120311,3376,285,902,1250,1043,1,684,684
105263,20121211,3787,285,902,1250,1186,1,663,663
105276,20170305,3800,285,902,1250,1058,2,864,1728
105393,20181016,3825,285,902,1250,1043,11,926,10186
106043,20180418,4074,285,902,1250,1159,10,950,9500
106045,20120825,4075,285,902,1250,1043,1,856,856
106047,20160726,4076,285,902,1250,1159,12,810,9720
106064,20121212,4082,285,902,1250,1043,2,688,1376
106072,20170803,4080,285,902,1250,1155,2,692,1384
106094,20120627,4096,285,902,1250,1159,3,689,2067
106096,20161101,4096,285,902,1250,1155,1,822,822
106111,20120626,4103,285,902,1250,1043,1,949,949
106113,20160224,4102,285,902,1250,1043,5,989,4945
106118,20161006,4104,285,902,1250,1257,2,565,1130
106122,20130605,4107,285,902,1250,1043,1,614,614
106171,20150223,4143,285,902,1250,1043,9,526,4734
106176,20140816,4141,285,902,1250,1043,14,529,7406
106182,20170430,4141,285,902,1250,1155,1,991,991
150340,20120114,10935,285,902,1250,1168,4,718,2872
150568,20130617,10965,285,902,1250,1043,24,858,20592
150570,20120129,10964,285,902,1250,1155,3,761,2283
150572,20171005,10964,285,902,1250,1186,13,539,7007
150573,20151220,10965,285,902,1250,1257,2,541,1082
151021,20161023,11050,285,902,1250,1053,4,627,2508
151195,20150719,11053,285,902,1250,1012,9,704,6336
151201,20120627,11064,285,902,1250,1043,6,692,4152
151210,20120724,11053,285,902,1250,1186,7,940,6580
151429,20140712,11109,285,902,1250,1249,1,619,619
152771,20120909,11361,285,902,1250,1249,1,749,749
158519,20120919,11736,285,902,1250,1159,3,656,1968
158699,20140404,11835,285,902,1250,1155,1,999,999
161765,20151015,12287,285,902,1250,1043,3,869,2607
161770,20141230,12282,285,902,1250,1155,15,625,9375
166394,20171021,12751,285,902,1250,1043,20,869,17380
166422,20130321,12747,285,902,1250,1113,491,534,262194
166463,20150619,12751,285,902,1250,1168,1,958,958
115370,20180207,4978,282,902,1250,1016,12,549,6588
137318,20090930,7453,231,902,1250,1024,42,900,37800
137305,20100521,7444,223,902,1250,1024,4,660,2640
106098,20150523,4097,222,902,1250,1024,3,971,2913
137317,20180713,7453,222,902,1250,1024,42,797,33474
166426,20100210,12749,217,902,1250,1121,5,985,4925
135175,20090417,7101,346,901,1250,1249,1,624,624
148324,20091113,10699,346,901,1250,1146,12,559,6708
148415,20090501,10709,346,901,1250,1146,12,663,7956
148467,20110327,10719,346,901,1250,1146,10,971,9710
166512,20101012,12770,346,901,1250,1155,227759,895,203844305
148344,20150826,10701,345,901,1250,1146,14,601,8414
148462,20180518,10720,345,901,1250,1084,12,690,8280
161935,20150625,12299,345,901,1250,1043,32,717,22944
166507,20170126,12770,345,901,1250,1068,1380.68,505,697243.4
148295,20100726,10694,342,901,1250,1093,5,817,4085
148342,20110905,10701,342,901,1250,1093,2,603,1206
148427,20110804,10713,342,901,1250,1093,2,988,1976
148305,20161229,10698,341,901,1250,1093,1,861,861
148321,20181009,10699,341,901,1250,1093,5,890,4450
148375,20171219,10705,341,901,1250,1093,4,649,2596
148409,20180120,10709,341,901,1250,1093,6,996,5976
148410,20160303,10711,341,901,1250,1093,4,623,2492
148413,20170515,10708,341,901,1250,1114,3000,842,2526000
148443,20160411,10715,341,901,1250,1093,3,959,2877
148450,20170424,10716,341,901,1250,1093,1,559,559
148479,20120903,10725,341,901,1250,1093,1,556,556
148555,20140303,10738,341,901,1250,1093,3,695,2085
148556,20180107,10737,341,901,1250,1114,50,504,25200
126515,20181109,6111,340,901,1250,1064,2,638,1276
148472,20170814,10723,340,901,1250,1093,1,929,929
161577,20170729,12238,340,901,1250,1249,1,826,826
161587,20180516,12248,340,901,1250,1249,1,601,601
148544,20101108,10735,339,901,1250,1093,1,966,966
132886,20100807,6793,338,901,1250,1024,1,665,665
134541,20111108,7021,338,901,1250,1168,1,697,697
152343,20090522,11278,338,901,1250,1168,2,605,1210
159045,20091210,11912,338,901,1250,1146,7,835,5845
166506,20100807,12770,338,901,1250,1058,1,923,923
166509,20090417,12770,338,901,1250,1155,87.54,502,43945.08
166511,20100321,12770,338,901,1250,1155,489,966,472374
166514,20090327,12770,338,901,1250,1186,1,765,765
135018,20140812,7076,337,901,1250,1101,4,637,2548
135024,20120516,7076,337,901,1250,1155,31,940,29140
136574,20150103,7339,337,901,1250,1041,1,953,953
148283,20140106,10692,337,901,1250,1114,35,936,32760
148463,20171006,10721,337,901,1250,1114,100,762,76200
149150,20170323,10818,337,901,1250,1084,1,815,815
159036,20121026,11912,337,901,1250,1050,110,954,104940
161570,20131126,12231,337,901,1250,1155,2,770,1540
161605,20120208,12263,337,901,1250,1155,10,905,9050
148341,20110315,10701,336,901,1250,1093,1,859,859
148343,20090127,10702,336,901,1250,1114,386,731,282166
148412,20090119,10708,336,901,1250,1114,1258,541,680578
148490,20110820,10727,336,901,1250,1114,240,899,215760
148514,20090819,10730,336,901,1250,1114,296,945,279720
148296,20120825,10693,335,901,1250,1114,58,737,42746
148306,20161120,10697,335,901,1250,1114,36,985,35460
148322,20130210,10700,335,901,1250,1114,669,768,513792
148360,20170110,10704,335,901,1250,1093,1,923,923
148361,20170510,10703,335,901,1250,1114,92,873,80316
148376,20160930,10706,335,901,1250,1114,78,732,57096
148428,20120311,10712,335,901,1250,1114,360,829,298440
148444,20140401,10714,335,901,1250,1114,98,740,72520
148464,20150611,10719,335,901,1250,1114,275,842,231550
148480,20151003,10724,335,901,1250,1114,92,919,84548
148498,20151214,10728,335,901,1250,1114,52,745,38740
148504,20120827,10729,335,901,1250,1114,40,763,30520
148527,20120826,10731,335,901,1250,1114,454,517,234718
148541,20140105,10732,335,901,1250,1114,152,767,116584
148584,20160710,10741,335,901,1250,1114,40,579,23160
149134,20150703,10814,335,901,1250,1084,1,931,931
102779,20110417,3376,332,901,1250,1093,1,872,872
108400,20100421,4268,332,901,1250,1050,3917.3,572,2240695.6
149149,20110606,10818,332,901,1250,1084,1,787,787
166412,20110629,12747,332,901,1250,1249,1,613,613
106237,20151007,4169,331,901,1250,1084,1,858,858
107701,20130323,4214,331,901,1250,1050,15691.3,633,9932592.9
148408,20181116,10710,331,901,1250,1093,1,587,587
148466,20140115,10719,331,901,1250,1146,1000,712,712000
159143,20121124,11944,331,901,1250,1059,20,925,18500
161768,20140810,12288,331,901,1250,1084,1,934,934
120544,20090319,5649,325,901,1250,1043,1,729,729
123977,20091121,5979,325,901,1250,1246,12,698,8376
124100,20100709,6001,325,901,1250,1246,2,621,1242
124139,20100608,6013,325,901,1250,1246,2,681,1362
124152,20100128,6017,325,901,1250,1246,2,776,1552
124181,20090930,6021,325,901,1250,1246,2,545,1090
157954,20090429,11619,325,901,1250,1246,2,660,1320
160159,20110626,12053,325,901,1250,1246,1,672,672
161562,20091228,12223,325,901,1250,1105,1,517,517
161588,20090123,12249,325,901,1250,1105,1,990,990
161589,20110210,12250,325,901,1250,1105,6,593,3558
161596,20090921,12257,325,901,1250,1105,4,961,3844
114597,20160724,4832,324,901,1250,1105,6,703,4218
123975,20180812,5978,324,901,1250,1246,6,639,3834
124116,20131004,6007,324,901,1250,1246,2,643,1286
124123,20130622,6010,324,901,1250,1246,38,581,22078
128694,20170907,6231,324,901,1250,1105,6,571,3426
161564,20160513,12225,324,901,1250,1105,1,971,971
161574,20141110,12235,324,901,1250,1105,2,920,1840
161593,20120516,12254,324,901,1250,1105,8,740,5920
161594,20181010,12255,324,901,1250,1105,2,906,1812
161599,20171021,12260,324,901,1250,1105,4,681,2724
161601,20120807,12262,324,901,1250,1105,1,952,952
162335,20120524,12334,324,901,1250,1246,1,932,932
166845,20120203,12796,324,901,1250,1246,2,521,1042
128655,20130415,6225,316,901,1250,1110,1,687,687
159067,20170805,11918,310,901,1250,1110,1,534,534
157939,20140129,11617,301,901,1250,1024,1,987,987
166411,20120528,12751,301,901,1250,1249,1,699,699
148281,20091212,10690,293,901,1250,1060,1,818,818
166090,20100118,12726,293,901,1250,1060,1,748,748
133125,20140517,6819,292,901,1250,1043,2,777,1554
133723,20160422,6871,292,901,1250,1043,1,964,964
134574,20170506,7030,292,901,1250,1043,2,692,1384
138412,20170825,7548,292,901,1250,1043,1,553,553
161934,20180117,12299,292,901,1250,1043,1,977,977
166093,20180419,12728,292,901,1250,1060,1,831,831
133583,20141122,6847,287,901,1250,1249,1,846,846
100624,20100206,3185,286,901,1250,1252,6,847,5082
100850,20090605,3219,286,901,1250,1060,1,619,619
106028,20110420,4065,286,901,1250,1017,1,902,902
106037,20110501,4072,286,901,1250,1155,1,880,880
106195,20090609,4150,286,901,1250,1207,1,739,739
124430,20111008,6066,286,901,1250,1258,1,782,782
135022,20100513,7076,286,901,1250,1155,4,994,3976
135133,20100216,7083,286,901,1250,1155,11,986,10846
136565,20110920,7328,286,901,1250,1168,1,692,692
136585,20110707,7344,286,901,1250,1043,1,954,954
136588,20090901,7345,286,901,1250,1249,1,581,581
151823,20110705,11173,286,901,1250,1168,1,626,626
153306,20090527,11436,286,901,1250,1168,1,711,711
159027,20090225,11913,286,901,1250,1043,11,536,5896
159028,20110817,11913,286,901,1250,1050,500,921,460500
159044,20110409,11912,286,901,1250,1155,17,561,9537
159048,20091107,11912,286,901,1250,1258,71,590,41890
159117,20101012,11937,286,901,1250,1050,36,502,18072
159149,20101031,11948,286,901,1250,1110,131,840,110040
100987,20160527,3239,285,901,1250,1041,1,545,545
101516,20180310,3268,285,901,1250,1041,2,951,1902
101521,20120528,3268,285,901,1250,1235,1,652,652
106015,20120515,4060,285,901,1250,1093,3,731,2193
106029,20141101,4066,285,901,1250,1093,1,919,919
106092,20120919,4096,285,901,1250,1093,1,531,531
106102,20141219,4099,285,901,1250,1093,2,737,1474
135023,20160413,7076,285,901,1250,1155,46,713,32798
135132,20121105,7083,285,901,1250,1155,3.75,592,2220
149892,20170511,10878,285,901,1250,1155,6,990,5940
151566,20150715,11141,285,901,1250,1168,1,742,742
152424,20130309,11283,285,901,1250,1168,1,836,836
159029,20160713,11913,285,901,1250,1050,44,972,42768
159034,20150405,11912,285,901,1250,1050,1,566,566
159035,20141112,11912,285,901,1250,1050,306,529,161874
159039,20150311,11913,285,901,1250,1110,664,882,585648
159040,20131124,11913,285,901,1250,1110,270,938,253260
159043,20120928,11913,285,901,1250,1123,1,859,859
159050,20130325,11912,285,901,1250,1252,23,557,12811
159078,20171109,11922,285,901,1250,1155,52,898,46696
159086,20121209,11927,285,901,1250,1155,3,964,2892
161767,20180427,12285,285,901,1250,1093,1,756,756
166508,20121106,12770,285,901,1250,1155,18,878,15804
166510,20151017,12770,285,901,1250,1155,185,785,145225
130097,20151119,6391,252,901,1250,1027,2,726,1452
103423,20160507,3439,247,901,1250,1165,3,793,2379
123738,20150125,5914,247,901,1250,1165,3,751,2253
126677,20170613,6085,247,901,1250,1165,1,610,610
132875,20170823,6790,247,901,1250,1165,1,751,751
132960,20181204,6807,247,901,1250,1165,3,817,2451
165992,20141218,12716,247,901,1250,1165,3,798,2394
148411,20130508,10708,227,901,1250,1114,2000,735,1470000
158746,20101220,11844,346,983,1249,1011,1,759,759
158751,20090108,11848,346,983,1249,1123,2,631,1262
130548,20150212,6438,345,977,1249,1123,77033.97,520,40057664.4
130549,20131218,6439,345,977,1249,1155,9000,567,5103000
130550,20150620,6438,345,977,1249,1250,22125,840,18585000
160820,20150806,12155,345,975,1249,1212,1,940,940
120629,20141010,5666,345,974,1249,1012,2,941,1882
135304,20110406,7122,346,972,1249,1250,0.67,590,395.3
136212,20111119,7245,330,970,1249,1127,21,575,12075
136211,20140702,7245,329,970,1249,1127,500,982,491000
139146,20100624,7715,325,970,1249,1144,10,540,5400
145236,20110105,9892,325,970,1249,1144,5,644,3220
139104,20181227,7700,324,970,1249,1144,12,876,10512
139259,20171211,7742,324,970,1249,1144,35,598,20930
139765,20141025,7918,324,970,1249,1144,58,828,48024
141029,20170905,8343,324,970,1249,1144,1,982,982
